#Atlantis NPP, unit 4
#date;fha;ao;bc
1991-01-16;1.361;-6.055;6.494
1991-01-17;1.36;-6.04;6.484
1991-01-18;1.359;-6.03;6.476
1991-01-19;1.358;-6.025;6.468
1991-01-20;1.357;-6.017;6.462
1991-01-21;1.355;-6.014;6.456
1991-01-22;1.354;-6.008;6.445
1991-01-23;1.353;-6.004;6.434
1991-01-24;1.352;-6.0;6.419
1991-01-25;1.351;-5.994;6.413
1991-01-26;1.351;-5.989;6.404
1991-01-27;1.35;-5.985;6.394
1991-01-28;1.349;-5.979;6.389
1991-01-29;1.348;-5.975;6.383
1991-01-30;1.347;-5.973;6.374
1991-01-31;1.346;-5.967;6.366
1991-02-01;1.346;-5.964;6.355
1991-02-02;1.345;-5.958;6.34
1991-02-03;1.344;-5.953;6.328
1991-02-04;1.342;-5.949;6.32
1991-02-05;1.342;-5.946;6.314
1991-02-06;1.34;-5.94;6.302
1991-02-07;1.34;-5.938;6.288
1991-02-08;1.339;-5.933;6.273
1991-02-09;1.338;-5.929;6.266
1991-02-10;1.337;-5.924;6.259
1991-02-11;1.336;-5.921;6.251
1991-02-12;1.335;-5.917;6.236
1991-02-13;1.334;-5.912;6.226
1991-02-14;1.333;-5.908;6.213
1991-02-15;1.332;-5.906;6.204
1991-02-16;1.331;-5.903;6.195
1991-02-17;1.329;-5.899;6.181
1991-02-18;1.329;-5.897;6.173
1991-02-19;1.328;-5.892;6.164
1991-02-20;1.326;-5.891;6.157
1991-02-21;1.326;-5.887;6.145
1991-02-22;1.325;-5.885;6.139
1991-02-23;1.324;-5.882;6.132
1991-02-24;1.324;-5.881;6.119
1991-02-25;1.323;-5.876;6.105
1991-02-26;1.322;-5.874;6.095
1991-02-27;1.321;-5.87;6.084
1991-02-28;1.321;-5.868;6.076
1991-03-01;1.32;-5.864;6.069
1991-03-02;1.319;-5.861;6.054
1991-03-03;1.318;-5.857;6.04
1991-03-04;1.317;-5.854;6.029
1991-03-05;1.316;-5.852;6.021
1991-03-06;1.316;-5.848;6.01
1991-03-07;1.314;-5.845;5.996
1991-03-08;1.313;-5.843;5.991
1991-03-09;1.312;-5.839;5.984
1991-03-10;1.311;-5.835;5.973
1991-03-11;1.309;-5.833;5.963
1991-03-12;1.309;-5.829;5.957
1991-03-13;1.307;-5.825;5.945
1991-03-14;1.306;-5.822;5.931
1991-03-15;1.305;-5.82;5.917
1991-03-16;1.305;-5.817;5.91
1991-03-17;1.304;-5.816;5.896
1991-03-18;1.303;-5.812;5.889
1991-03-19;1.302;-5.811;5.879
1991-03-20;1.301;-5.809;5.872
1991-03-21;1.299;-5.805;5.857
1991-03-22;1.299;-5.802;5.847
1991-03-23;1.297;-5.798;5.838
1991-03-24;1.297;-5.797;5.825
1991-03-25;1.296;-5.795;5.815
1991-03-26;1.296;-5.792;5.802
1991-03-27;1.295;-5.788;5.791
1991-03-28;1.294;-5.784;5.784
1991-03-29;1.293;-5.782;5.775
1991-03-30;1.292;-5.78;5.764
1991-03-31;1.292;-5.777;5.751
1991-04-01;1.291;-5.773;5.737
1991-04-02;1.29;-5.772;5.726
1991-04-03;1.289;-5.769;5.715
1991-04-04;1.289;-5.766;5.7
1991-04-05;1.287;-5.763;5.693
1991-04-06;1.286;-5.762;5.688
1991-04-07;1.285;-5.759;5.682
1991-04-08;1.284;-5.757;5.674
1991-04-09;1.283;-5.754;5.665
1991-04-10;1.282;-5.752;5.659
1991-04-11;1.281;-5.75;5.649
1991-04-12;1.28;-5.746;5.635
1991-04-13;1.279;-5.744;5.626
1991-04-14;1.278;-5.742;5.619
1991-04-15;1.277;-5.738;5.608
1991-04-16;1.276;-5.736;5.598
1991-04-17;1.275;-5.734;5.587
1991-04-18;1.274;-5.732;5.575
1991-04-19;1.273;-5.729;5.561
1991-04-20;1.272;-5.726;5.554
1991-04-21;1.271;-5.723;5.542
1991-04-22;1.271;-5.722;5.533
1991-04-23;1.269;-5.718;5.521
1991-04-24;1.269;-5.717;5.514
1991-04-25;1.268;-5.715;5.504
1991-04-26;1.267;-5.714;5.489
1991-04-27;1.266;-5.712;5.476
1991-04-28;1.264;-5.71;5.462
1991-04-29;1.264;-5.707;5.449
1991-04-30;1.262;-5.705;5.44
1991-05-01;1.262;-5.702;5.427
1991-05-02;1.261;-5.699;5.413
1991-05-03;1.26;-5.697;5.402
1991-05-04;1.259;-5.694;5.391
1991-05-05;1.258;-5.691;5.38
1991-05-06;1.256;-5.689;5.365
1991-05-07;1.255;-5.687;5.357
1991-05-08;1.254;-5.686;5.348
1991-05-09;1.252;-5.684;5.34
1991-05-10;1.251;-5.681;5.334
1991-05-11;1.25;-5.68;5.326
1991-05-12;1.249;-5.678;5.318
1991-05-13;1.248;-5.674;5.313
1991-05-14;1.247;-5.672;5.299
1991-05-15;1.246;-5.67;5.294
1991-05-16;1.245;-5.668;5.285
1991-05-17;1.244;-5.666;5.275
1991-05-18;1.242;-5.662;5.264
1991-05-19;1.241;-5.661;5.251
1991-05-20;1.24;-5.658;5.245
1991-05-21;1.238;-5.655;5.237
1991-05-22;1.237;-5.651;5.223
1991-05-23;1.237;-5.648;5.218
1991-05-24;1.235;-5.645;5.204
1991-05-25;1.234;-5.643;5.198
1991-05-26;1.232;-5.641;5.19
1991-05-27;1.231;-5.639;5.175
1991-05-28;1.23;-5.637;5.168
1991-05-29;1.23;-5.635;5.159
1991-05-30;1.229;-5.634;5.152
1991-05-31;1.229;-5.632;5.141
1991-06-01;1.228;-5.63;5.134
1991-06-02;1.227;-5.627;5.122
1991-06-03;1.226;-5.625;5.113
1991-06-04;1.225;-5.623;5.105
1991-06-05;1.224;-5.621;5.096
1991-06-06;1.223;-5.62;5.086
1991-06-07;1.222;-5.617;5.073
1991-06-08;1.22;-5.615;5.064
1991-06-09;1.22;-5.613;5.05
1991-06-10;1.218;-5.611;5.04
1991-06-11;1.217;-5.609;5.029
1991-06-12;1.215;-5.606;5.022
1991-06-13;1.215;-5.604;5.009
1991-06-14;1.214;-5.601;5.001
1991-06-15;1.213;-5.599;4.986
1991-06-16;1.211;-5.597;4.977
1991-06-17;1.211;-5.595;4.968
1991-06-18;1.21;-5.592;4.963
1991-06-19;1.209;-5.589;4.952
1991-06-20;1.208;-5.588;4.946
1991-06-21;1.207;-5.586;4.934
1991-06-22;1.206;-5.585;4.927
1991-06-23;1.206;-5.582;4.921
1991-06-24;1.204;-5.581;4.914
1991-06-25;1.203;-5.578;4.909
1991-06-26;1.202;-5.576;4.898
1991-06-27;1.202;-5.574;4.891
1991-06-28;1.2;-5.571;4.883
1991-06-29;1.2;-5.569;4.873
1991-06-30;1.199;-5.566;4.867
1991-07-01;1.198;-5.563;4.861
1991-07-02;1.197;-5.561;4.849
1991-07-03;1.195;-5.558;4.843
1991-07-04;1.194;-5.556;4.829
1991-07-05;1.193;-5.554;4.816
1991-07-06;1.192;-5.552;4.804
1991-07-07;1.191;-5.55;4.795
1991-07-08;1.19;-5.548;4.786
1991-07-09;1.189;-5.547;4.775
1991-07-10;1.188;-5.545;4.77
1991-07-11;1.187;-5.544;4.763
1991-07-12;1.187;-5.541;4.752
1991-07-13;1.186;-5.538;4.742
1991-07-14;1.184;-5.537;4.734
1991-07-15;1.183;-5.536;4.72
1991-07-16;1.182;-5.534;4.707
1991-07-17;1.181;-5.532;4.699
1991-07-18;1.18;-5.529;4.693
1991-07-19;1.18;-5.527;4.682
1991-07-20;1.179;-5.524;4.676
1991-07-21;1.178;-5.521;4.668
1991-07-22;1.176;-5.519;4.659
1991-07-23;1.175;-5.517;4.649
1991-07-24;1.174;-5.514;4.639
1991-07-25;1.174;-5.512;4.626
1991-07-26;1.173;-5.51;4.617
1991-07-27;1.172;-5.507;4.604
1991-07-28;1.171;-5.505;4.591
1991-07-29;1.17;-5.502;4.581
1991-07-30;1.168;-5.499;4.576
1991-07-31;1.168;-5.498;4.563
1991-08-01;1.166;-5.495;4.554
1991-08-02;1.166;-5.492;4.545
1991-08-03;1.164;-5.49;4.53
1991-08-04;1.163;-5.488;4.518
1991-08-05;1.162;-5.485;4.508
1991-08-06;1.161;-5.483;4.498
1991-08-07;1.16;-5.48;4.488
1991-08-08;1.159;-5.478;4.475
1991-08-09;1.158;-5.475;4.464
1991-08-10;1.157;-5.474;4.449
1991-08-11;1.156;-5.472;4.436
1991-08-12;1.156;-5.47;4.427
1991-08-13;1.155;-5.468;4.416
1991-08-14;1.154;-5.465;4.405
1991-08-15;1.153;-5.463;4.394
1991-08-16;1.151;-5.461;4.386
1991-08-17;1.15;-5.46;4.379
1991-08-18;1.15;-5.457;4.374
1991-08-19;1.149;-5.456;4.362
1991-08-20;1.148;-5.453;4.355
1991-08-21;1.146;-5.45;4.347
1991-08-22;1.145;-5.448;4.334
1991-08-23;1.144;-5.446;4.322
1991-08-24;1.144;-5.444;4.31
1991-08-25;1.142;-5.442;4.301
1991-08-26;1.142;-5.44;4.295
1991-08-27;1.14;-5.437;4.289
1991-08-28;1.139;-5.434;4.283
1991-08-29;1.138;-5.432;4.276
1991-08-30;1.137;-5.429;4.263
1991-08-31;1.137;-5.428;4.254
1991-09-01;1.136;-5.425;4.242
1991-09-02;1.135;-5.423;4.23
1991-09-03;1.134;-5.42;4.223
1991-09-04;1.133;-5.417;4.208
1991-09-05;1.132;-5.414;4.195
1991-09-06;1.131;-5.412;4.18
1991-09-07;1.13;-5.41;4.174
1991-09-08;1.129;-5.409;4.162
1991-09-09;1.128;-5.408;4.15
1991-09-10;1.128;-5.406;4.143
1991-09-11;1.126;-5.405;4.128
1991-09-12;1.125;-5.403;4.118
1991-09-13;1.124;-5.401;4.106
1991-09-14;1.123;-5.399;4.094
1991-09-15;1.123;-5.397;4.081
1991-09-16;1.121;-5.394;4.075
1991-09-17;1.12;-5.391;4.061
1991-09-18;1.119;-5.389;4.053
1991-09-19;1.119;-5.388;4.039
1991-09-20;1.118;-5.386;4.028
1991-09-21;1.116;-5.384;4.021
1991-09-22;1.116;-5.382;4.016
1991-09-23;1.115;-5.379;4.003
1991-09-24;1.114;-5.377;3.997
1991-09-25;1.113;-5.375;3.986
1991-09-26;1.112;-5.373;3.977
1991-09-27;1.111;-5.372;3.962
1991-09-28;1.111;-5.369;3.953
1991-09-29;1.11;-5.368;3.941
1991-09-30;1.108;-5.365;3.935
1991-10-01;1.107;-5.363;3.925
1991-10-02;1.106;-5.361;3.917
1991-10-03;1.106;-5.359;3.906
1991-10-04;1.104;-5.356;3.895
1991-10-05;1.103;-5.355;3.887
1991-10-06;1.102;-5.353;3.873
1991-10-07;1.101;-5.352;3.866
1991-10-08;1.1;-5.35;3.856
1991-10-09;1.099;-5.347;3.849
1991-10-10;1.097;-5.345;3.842
1991-10-11;1.096;-5.342;3.828
1991-10-12;1.095;-5.34;3.813
1991-10-13;1.094;-5.338;3.805
1991-10-14;1.093;-5.336;3.79
1991-10-15;1.092;-5.334;3.777
1991-10-16;1.091;-5.331;3.769
1991-10-17;1.09;-5.329;3.758
1991-10-18;1.09;-5.327;3.747
1991-10-19;1.089;-5.325;3.738
1991-10-20;1.088;-5.324;3.731
1991-10-21;1.087;-5.323;3.721
1991-10-22;1.086;-5.32;3.712
1991-10-23;1.085;-5.318;3.7
1991-10-24;1.084;-5.316;3.686
1991-10-25;1.083;-5.314;3.677
1991-10-26;1.082;-5.311;3.666
1991-10-27;1.081;-5.309;3.659
1991-10-28;1.08;-5.308;3.648
1991-10-29;1.079;-5.305;3.637
1991-10-30;1.078;-5.304;3.622
1991-10-31;1.077;-5.303;3.609
1991-11-01;1.076;-5.301;3.595
1991-11-02;1.074;-5.299;3.584
1991-11-03;1.073;-5.297;3.569
1991-11-04;1.072;-5.295;3.564
1991-11-05;1.072;-5.294;3.555
1991-11-06;1.071;-5.292;3.542
1991-11-07;1.07;-5.289;3.535
1991-11-08;1.07;-5.288;3.521
1991-11-09;1.069;-5.287;3.51
1991-11-10;1.068;-5.286;3.496
1991-11-11;1.068;-5.284;3.482
1991-11-12;1.066;-5.282;3.47
1991-11-13;1.065;-5.28;3.457
1991-11-14;1.064;-5.277;3.442
1991-11-15;1.063;-5.275;3.436
1991-11-16;1.061;-5.273;3.424
1991-11-17;1.061;-5.27;3.41
1991-11-18;1.06;-5.268;3.403
1991-11-19;1.059;-5.266;3.397
1991-11-20;1.058;-5.264;3.384
1991-11-21;1.057;-5.263;3.374
1991-11-22;1.056;-5.261;3.362
1991-11-23;1.055;-5.26;3.35
1991-11-24;1.054;-5.258;3.338
1991-11-25;1.053;-5.257;3.328
1991-11-26;1.052;-5.255;3.318
1991-11-27;1.05;-5.253;3.307
1991-11-28;1.05;-5.251;3.298
1991-11-29;1.049;-5.249;3.284
1991-11-30;1.048;-5.246;3.277
1991-12-01;1.046;-5.245;3.267
1991-12-02;1.045;-5.242;3.261
1991-12-03;1.045;-5.241;3.25
1991-12-04;1.044;-5.239;3.235
1991-12-05;1.042;-5.237;3.221
1991-12-06;1.042;-5.234;3.208
1991-12-07;1.041;-5.232;3.195
1991-12-08;1.04;-5.231;3.182
1991-12-09;1.038;-5.23;3.175
1991-12-10;1.037;-5.228;3.168
1991-12-11;1.036;-5.226;3.157
1991-12-12;1.035;-5.225;3.143
1991-12-13;1.034;-5.224;3.138
1991-12-14;1.032;-5.222;3.131
1991-12-15;1.032;-5.219;3.118
1991-12-16;1.031;-5.217;3.11
1991-12-17;1.03;-5.215;3.096
1991-12-18;1.029;-5.213;3.086
1991-12-19;1.027;-5.21;3.08
1991-12-20;1.027;-5.208;3.071
1991-12-21;1.026;-5.206;3.059
1991-12-22;1.024;-5.204;3.046
1991-12-23;1.023;-5.202;3.032
1991-12-24;1.022;-5.199;3.025
1991-12-25;1.021;-5.198;3.02
1991-12-26;1.02;-5.195;3.015
1991-12-27;1.019;-5.193;3.007
1991-12-28;1.018;-5.191;2.995
1991-12-29;1.017;-5.188;2.987
1991-12-30;1.016;-5.186;2.975
1991-12-31;1.015;-5.184;2.962
1992-01-01;1.014;-5.182;2.954
1992-01-02;1.013;-5.18;2.947
1992-01-03;1.012;-5.179;2.936
1992-01-04;1.011;-5.177;2.925
1992-01-05;1.01;-5.174;2.912
1992-01-06;1.009;-5.172;2.902
1992-01-07;1.008;-5.171;2.888
1992-01-08;1.007;-5.169;2.879
1992-01-09;1.005;-5.168;2.872
1992-01-10;1.005;-5.166;2.858
1992-01-11;1.004;-5.165;2.848
1992-01-12;1.003;-5.163;2.835
1992-01-13;1.002;-5.162;2.825
1992-01-14;1.001;-5.159;2.817
1992-01-15;1.0;-5.158;2.807
1992-01-16;0.999;-5.157;2.798
1992-01-17;0.998;-5.155;2.791
1992-01-18;0.997;-5.154;2.781
1992-01-19;0.996;-5.152;2.772
1992-01-20;0.996;-5.15;2.765
1992-01-21;0.995;-5.149;2.753
