#Disneyland NPP, unit 13
#date;fha;ao;bc
1983-08-12;1.347;-5.169;5.134
1983-08-13;1.347;-5.159;5.12
1983-08-14;1.346;-5.154;5.111
1983-08-15;1.345;-5.145;5.102
1983-08-16;1.344;-5.14;5.092
1983-08-17;1.343;-5.136;5.08
1983-08-18;1.343;-5.128;5.067
1983-08-19;1.342;-5.122;5.061
1983-08-20;1.341;-5.116;5.054
1983-08-21;1.34;-5.109;5.041
1983-08-22;1.339;-5.105;5.026
1983-08-23;1.338;-5.102;5.014
1983-08-24;1.337;-5.097;5.002
1983-08-25;1.336;-5.093;4.99
1983-08-26;1.335;-5.086;4.979
1983-08-27;1.333;-5.083;4.97
1983-08-28;1.332;-5.08;4.958
1983-08-29;1.331;-5.074;4.948
1983-08-30;1.331;-5.07;4.934
1983-08-31;1.33;-5.064;4.921
1983-09-01;1.329;-5.059;4.913
1983-09-02;1.328;-5.056;4.903
1983-09-03;1.327;-5.05;4.893
1983-09-04;1.326;-5.044;4.885
1983-09-05;1.325;-5.042;4.872
1983-09-06;1.323;-5.04;4.859
1983-09-07;1.323;-5.038;4.851
1983-09-08;1.322;-5.033;4.838
1983-09-09;1.321;-5.031;4.83
1983-09-10;1.32;-5.029;4.824
1983-09-11;1.319;-5.024;4.815
1983-09-12;1.318;-5.022;4.801
1983-09-13;1.317;-5.018;4.791
1983-09-14;1.317;-5.014;4.78
1983-09-15;1.316;-5.01;4.772
1983-09-16;1.315;-5.007;4.762
1983-09-17;1.314;-5.005;4.751
1983-09-18;1.313;-5.001;4.74
1983-09-19;1.312;-4.997;4.733
1983-09-20;1.312;-4.996;4.722
1983-09-21;1.31;-4.991;4.708
1983-09-22;1.309;-4.987;4.7
1983-09-23;1.308;-4.983;4.692
1983-09-24;1.307;-4.981;4.677
1983-09-25;1.306;-4.979;4.667
1983-09-26;1.305;-4.977;4.654
1983-09-27;1.304;-4.974;4.647
1983-09-28;1.303;-4.97;4.641
1983-09-29;1.302;-4.968;4.63
1983-09-30;1.302;-4.965;4.616
1983-10-01;1.301;-4.963;4.611
1983-10-02;1.3;-4.96;4.605
1983-10-03;1.299;-4.956;4.596
1983-10-04;1.297;-4.953;4.584
1983-10-05;1.296;-4.95;4.579
1983-10-06;1.295;-4.949;4.569
1983-10-07;1.294;-4.945;4.562
1983-10-08;1.293;-4.943;4.555
1983-10-09;1.292;-4.939;4.546
1983-10-10;1.291;-4.935;4.533
1983-10-11;1.29;-4.933;4.519
1983-10-12;1.288;-4.93;4.511
1983-10-13;1.287;-4.927;4.506
1983-10-14;1.286;-4.925;4.497
1983-10-15;1.285;-4.922;4.482
1983-10-16;1.284;-4.92;4.473
1983-10-17;1.283;-4.917;4.466
1983-10-18;1.282;-4.913;4.453
1983-10-19;1.28;-4.911;4.438
1983-10-20;1.279;-4.908;4.424
1983-10-21;1.279;-4.906;4.417
1983-10-22;1.278;-4.904;4.404
1983-10-23;1.277;-4.903;4.396
1983-10-24;1.276;-4.901;4.39
1983-10-25;1.275;-4.897;4.382
1983-10-26;1.274;-4.894;4.369
1983-10-27;1.273;-4.892;4.357
1983-10-28;1.272;-4.89;4.35
1983-10-29;1.271;-4.887;4.338
1983-10-30;1.27;-4.885;4.331
1983-10-31;1.269;-4.883;4.318
1983-11-01;1.268;-4.881;4.312
1983-11-02;1.267;-4.878;4.299
1983-11-03;1.266;-4.875;4.292
1983-11-04;1.265;-4.873;4.28
1983-11-05;1.264;-4.871;4.266
1983-11-06;1.262;-4.867;4.258
1983-11-07;1.262;-4.863;4.252
1983-11-08;1.261;-4.862;4.238
1983-11-09;1.26;-4.859;4.223
1983-11-10;1.259;-4.857;4.217
1983-11-11;1.258;-4.854;4.206
1983-11-12;1.257;-4.852;4.195
1983-11-13;1.256;-4.849;4.188
1983-11-14;1.255;-4.848;4.178
1983-11-15;1.253;-4.844;4.166
1983-11-16;1.253;-4.843;4.158
1983-11-17;1.252;-4.841;4.145
1983-11-18;1.251;-4.838;4.139
1983-11-19;1.25;-4.835;4.13
1983-11-20;1.25;-4.832;4.118
1983-11-21;1.248;-4.831;4.109
1983-11-22;1.247;-4.828;4.098
1983-11-23;1.247;-4.827;4.085
1983-11-24;1.246;-4.825;4.073
1983-11-25;1.245;-4.823;4.064
1983-11-26;1.244;-4.819;4.056
1983-11-27;1.242;-4.817;4.044
1983-11-28;1.241;-4.814;4.037
1983-11-29;1.24;-4.812;4.023
1983-11-30;1.239;-4.81;4.016
1983-12-01;1.237;-4.808;4.007
1983-12-02;1.237;-4.806;3.995
1983-12-03;1.236;-4.804;3.983
1983-12-04;1.234;-4.801;3.97
1983-12-05;1.233;-4.799;3.964
1983-12-06;1.232;-4.797;3.958
1983-12-07;1.231;-4.794;3.948
1983-12-08;1.23;-4.792;3.939
1983-12-09;1.229;-4.789;3.924
1983-12-10;1.228;-4.787;3.909
1983-12-11;1.227;-4.786;3.901
1983-12-12;1.226;-4.784;3.895
1983-12-13;1.226;-4.78;3.888
1983-12-14;1.225;-4.777;3.881
1983-12-15;1.224;-4.776;3.868
1983-12-16;1.224;-4.773;3.861
1983-12-17;1.223;-4.772;3.855
1983-12-18;1.222;-4.77;3.842
1983-12-19;1.221;-4.768;3.828
1983-12-20;1.22;-4.765;3.817
1983-12-21;1.219;-4.762;3.805
1983-12-22;1.219;-4.759;3.799
1983-12-23;1.218;-4.758;3.793
1983-12-24;1.217;-4.756;3.786
1983-12-25;1.216;-4.755;3.775
1983-12-26;1.215;-4.751;3.764
1983-12-27;1.214;-4.749;3.756
1983-12-28;1.213;-4.747;3.751
1983-12-29;1.212;-4.745;3.742
1983-12-30;1.211;-4.742;3.735
1983-12-31;1.21;-4.74;3.726
1984-01-01;1.21;-4.738;3.715
1984-01-02;1.209;-4.736;3.702
1984-01-03;1.208;-4.733;3.695
1984-01-04;1.208;-4.731;3.688
1984-01-05;1.207;-4.729;3.68
1984-01-06;1.206;-4.726;3.67
1984-01-07;1.205;-4.724;3.659
1984-01-08;1.204;-4.722;3.654
1984-01-09;1.203;-4.719;3.646
1984-01-10;1.202;-4.716;3.632
1984-01-11;1.201;-4.714;3.618
1984-01-12;1.2;-4.711;3.606
1984-01-13;1.199;-4.709;3.601
1984-01-14;1.198;-4.707;3.594
1984-01-15;1.197;-4.704;3.58
1984-01-16;1.196;-4.701;3.573
1984-01-17;1.194;-4.698;3.558
1984-01-18;1.193;-4.696;3.549
1984-01-19;1.193;-4.694;3.54
1984-01-20;1.192;-4.692;3.528
1984-01-21;1.191;-4.69;3.515
1984-01-22;1.19;-4.688;3.508
1984-01-23;1.19;-4.687;3.497
1984-01-24;1.188;-4.685;3.492
1984-01-25;1.187;-4.682;3.478
1984-01-26;1.187;-4.679;3.47
1984-01-27;1.186;-4.678;3.46
1984-01-28;1.184;-4.677;3.445
1984-01-29;1.184;-4.674;3.439
1984-01-30;1.183;-4.673;3.431
1984-01-31;1.181;-4.671;3.42
1984-02-01;1.18;-4.668;3.411
1984-02-02;1.18;-4.666;3.402
1984-02-03;1.178;-4.663;3.394
1984-02-04;1.178;-4.662;3.386
1984-02-05;1.177;-4.659;3.377
1984-02-06;1.175;-4.656;3.371
1984-02-07;1.174;-4.654;3.363
1984-02-08;1.173;-4.653;3.353
1984-02-09;1.172;-4.652;3.342
1984-02-10;1.171;-4.649;3.336
1984-02-11;1.169;-4.647;3.329
1984-02-12;1.168;-4.645;3.323
1984-02-13;1.168;-4.642;3.313
1984-02-14;1.167;-4.64;3.304
1984-02-15;1.166;-4.637;3.289
1984-02-16;1.165;-4.635;3.277
1984-02-17;1.163;-4.634;3.271
1984-02-18;1.163;-4.631;3.265
1984-02-19;1.161;-4.629;3.254
1984-02-20;1.16;-4.627;3.244
1984-02-21;1.16;-4.625;3.237
1984-02-22;1.159;-4.622;3.228
1984-02-23;1.158;-4.621;3.216
1984-02-24;1.157;-4.619;3.205
1984-02-25;1.156;-4.618;3.197
1984-02-26;1.156;-4.615;3.185
1984-02-27;1.154;-4.612;3.175
1984-02-28;1.154;-4.61;3.168
1984-02-29;1.153;-4.608;3.155
1984-03-01;1.152;-4.605;3.149
1984-03-02;1.152;-4.603;3.142
1984-03-03;1.151;-4.602;3.131
1984-03-04;1.15;-4.599;3.118
1984-03-05;1.15;-4.596;3.106
1984-03-06;1.149;-4.594;3.091
1984-03-07;1.148;-4.592;3.083
1984-03-08;1.147;-4.589;3.068
1984-03-09;1.146;-4.587;3.056
1984-03-10;1.145;-4.584;3.049
1984-03-11;1.144;-4.583;3.042
1984-03-12;1.143;-4.581;3.035
1984-03-13;1.141;-4.579;3.028
1984-03-14;1.14;-4.577;3.017
1984-03-15;1.139;-4.575;3.003
1984-03-16;1.138;-4.573;2.993
1984-03-17;1.137;-4.571;2.986
1984-03-18;1.136;-4.57;2.973
1984-03-19;1.135;-4.569;2.967
1984-03-20;1.134;-4.568;2.962
1984-03-21;1.133;-4.566;2.95
1984-03-22;1.131;-4.564;2.944
1984-03-23;1.131;-4.562;2.931
1984-03-24;1.13;-4.56;2.918
1984-03-25;1.129;-4.559;2.91
1984-03-26;1.128;-4.557;2.898
1984-03-27;1.127;-4.555;2.89
1984-03-28;1.126;-4.553;2.876
1984-03-29;1.125;-4.552;2.869
1984-03-30;1.124;-4.551;2.862
1984-03-31;1.122;-4.549;2.851
1984-04-01;1.121;-4.548;2.845
1984-04-02;1.12;-4.547;2.839
1984-04-03;1.12;-4.546;2.833
1984-04-04;1.118;-4.543;2.824
1984-04-05;1.117;-4.542;2.815
1984-04-06;1.116;-4.539;2.8
1984-04-07;1.115;-4.536;2.793
1984-04-08;1.114;-4.535;2.778
1984-04-09;1.113;-4.532;2.765
1984-04-10;1.112;-4.531;2.754
1984-04-11;1.111;-4.53;2.742
1984-04-12;1.111;-4.528;2.733
1984-04-13;1.11;-4.527;2.724
1984-04-14;1.109;-4.526;2.71
1984-04-15;1.108;-4.524;2.698
1984-04-16;1.107;-4.522;2.691
1984-04-17;1.106;-4.52;2.683
1984-04-18;1.105;-4.518;2.67
1984-04-19;1.104;-4.515;2.656
1984-04-20;1.103;-4.514;2.65
1984-04-21;1.102;-4.512;2.64
1984-04-22;1.101;-4.51;2.629
1984-04-23;1.1;-4.508;2.618
1984-04-24;1.098;-4.506;2.61
1984-04-25;1.098;-4.504;2.595
1984-04-26;1.097;-4.502;2.585
1984-04-27;1.096;-4.5;2.577
1984-04-28;1.095;-4.498;2.565
1984-04-29;1.093;-4.497;2.56
1984-04-30;1.092;-4.495;2.545
1984-05-01;1.091;-4.493;2.531
1984-05-02;1.09;-4.491;2.526
1984-05-03;1.089;-4.489;2.517
1984-05-04;1.088;-4.487;2.502
1984-05-05;1.087;-4.485;2.497
1984-05-06;1.086;-4.484;2.485
1984-05-07;1.085;-4.481;2.475
1984-05-08;1.084;-4.478;2.461
1984-05-09;1.084;-4.477;2.451
1984-05-10;1.083;-4.474;2.445
1984-05-11;1.082;-4.473;2.438
1984-05-12;1.081;-4.471;2.43
1984-05-13;1.08;-4.47;2.424
1984-05-14;1.079;-4.469;2.415
1984-05-15;1.078;-4.468;2.405
1984-05-16;1.078;-4.467;2.397
1984-05-17;1.077;-4.466;2.385
1984-05-18;1.075;-4.464;2.376
1984-05-19;1.075;-4.463;2.369
1984-05-20;1.073;-4.462;2.363
1984-05-21;1.073;-4.459;2.349
1984-05-22;1.072;-4.457;2.34
1984-05-23;1.071;-4.455;2.331
1984-05-24;1.07;-4.453;2.323
1984-05-25;1.069;-4.452;2.313
1984-05-26;1.068;-4.45;2.3
1984-05-27;1.067;-4.449;2.286
1984-05-28;1.066;-4.447;2.271
1984-05-29;1.065;-4.446;2.259
1984-05-30;1.063;-4.444;2.244
1984-05-31;1.062;-4.443;2.237
1984-06-01;1.061;-4.442;2.232
1984-06-02;1.06;-4.44;2.227
1984-06-03;1.059;-4.438;2.212
1984-06-04;1.058;-4.437;2.199
1984-06-05;1.058;-4.434;2.193
1984-06-06;1.056;-4.433;2.187
1984-06-07;1.055;-4.432;2.18
1984-06-08;1.054;-4.43;2.174
1984-06-09;1.053;-4.428;2.162
1984-06-10;1.052;-4.426;2.156
1984-06-11;1.051;-4.425;2.15
1984-06-12;1.05;-4.423;2.142
1984-06-13;1.05;-4.421;2.131
1984-06-14;1.048;-4.42;2.119
1984-06-15;1.047;-4.418;2.111
1984-06-16;1.046;-4.415;2.103
1984-06-17;1.046;-4.414;2.096
1984-06-18;1.045;-4.412;2.089
1984-06-19;1.044;-4.41;2.077
1984-06-20;1.042;-4.408;2.07
1984-06-21;1.042;-4.406;2.065
1984-06-22;1.041;-4.404;2.056
1984-06-23;1.04;-4.401;2.047
1984-06-24;1.039;-4.4;2.039
1984-06-25;1.039;-4.398;2.034
1984-06-26;1.037;-4.397;2.027
1984-06-27;1.036;-4.395;2.014
1984-06-28;1.036;-4.393;2.002
1984-06-29;1.035;-4.391;1.996
1984-06-30;1.034;-4.389;1.991
1984-07-01;1.033;-4.387;1.978
1984-07-02;1.032;-4.385;1.971
1984-07-03;1.031;-4.384;1.96
1984-07-04;1.029;-4.381;1.955
1984-07-05;1.028;-4.38;1.949
1984-07-06;1.028;-4.379;1.939
1984-07-07;1.026;-4.378;1.93
1984-07-08;1.025;-4.376;1.923
1984-07-09;1.024;-4.373;1.917
1984-07-10;1.023;-4.371;1.911
1984-07-11;1.023;-4.369;1.905
1984-07-12;1.022;-4.368;1.896
1984-07-13;1.02;-4.367;1.886
