#Atlantis NPP, unit 7
#date;bc;ao;fha
1985-11-17;5.516;-6.802;1.323
1985-11-18;5.507;-6.787;1.321
1985-11-19;5.493;-6.776;1.32
1985-11-20;5.48;-6.768;1.319
1985-11-21;5.474;-6.761;1.319
1985-11-22;5.468;-6.753;1.317
1985-11-23;5.457;-6.75;1.316
1985-11-24;5.444;-6.742;1.316
1985-11-25;5.433;-6.739;1.314
1985-11-26;5.425;-6.734;1.313
1985-11-27;5.418;-6.73;1.313
1985-11-28;5.405;-6.727;1.312
1985-11-29;5.395;-6.723;1.31
1985-11-30;5.38;-6.72;1.31
1985-12-01;5.367;-6.714;1.309
1985-12-02;5.357;-6.71;1.308
1985-12-03;5.343;-6.708;1.307
1985-12-04;5.333;-6.704;1.307
1985-12-05;5.322;-6.7;1.305
1985-12-06;5.312;-6.698;1.304
1985-12-07;5.299;-6.693;1.304
1985-12-08;5.286;-6.687;1.302
1985-12-09;5.275;-6.684;1.301
1985-12-10;5.269;-6.678;1.3
1985-12-11;5.254;-6.676;1.299
1985-12-12;5.245;-6.673;1.298
1985-12-13;5.233;-6.668;1.297
1985-12-14;5.219;-6.666;1.296
1985-12-15;5.205;-6.662;1.295
1985-12-16;5.196;-6.658;1.294
1985-12-17;5.189;-6.655;1.293
1985-12-18;5.178;-6.653;1.292
1985-12-19;5.169;-6.65;1.291
1985-12-20;5.162;-6.645;1.29
1985-12-21;5.156;-6.642;1.289
1985-12-22;5.15;-6.637;1.288
1985-12-23;5.145;-6.633;1.287
1985-12-24;5.135;-6.629;1.286
1985-12-25;5.12;-6.627;1.285
1985-12-26;5.109;-6.624;1.285
1985-12-27;5.101;-6.621;1.284
1985-12-28;5.087;-6.617;1.283
1985-12-29;5.076;-6.614;1.282
1985-12-30;5.071;-6.61;1.281
1985-12-31;5.061;-6.607;1.281
1986-01-01;5.046;-6.604;1.28
1986-01-02;5.036;-6.601;1.278
1986-01-03;5.025;-6.599;1.278
1986-01-04;5.015;-6.595;1.276
1986-01-05;5.005;-6.592;1.275
1986-01-06;4.996;-6.587;1.275
1986-01-07;4.983;-6.583;1.273
1986-01-08;4.972;-6.581;1.272
1986-01-09;4.962;-6.578;1.271
1986-01-10;4.948;-6.573;1.27
1986-01-11;4.94;-6.571;1.269
1986-01-12;4.929;-6.569;1.268
1986-01-13;4.916;-6.564;1.267
1986-01-14;4.906;-6.56;1.266
1986-01-15;4.9;-6.559;1.265
1986-01-16;4.895;-6.555;1.263
1986-01-17;4.882;-6.552;1.262
1986-01-18;4.877;-6.548;1.261
1986-01-19;4.866;-6.544;1.261
1986-01-20;4.86;-6.543;1.26
1986-01-21;4.846;-6.54;1.259
1986-01-22;4.834;-6.538;1.258
1986-01-23;4.82;-6.535;1.256
1986-01-24;4.81;-6.531;1.255
1986-01-25;4.803;-6.529;1.254
1986-01-26;4.797;-6.525;1.253
1986-01-27;4.784;-6.522;1.253
1986-01-28;4.775;-6.519;1.252
1986-01-29;4.77;-6.516;1.25
1986-01-30;4.763;-6.513;1.25
1986-01-31;4.752;-6.511;1.249
1986-02-01;4.745;-6.508;1.247
1986-02-02;4.731;-6.506;1.246
1986-02-03;4.722;-6.504;1.245
1986-02-04;4.717;-6.503;1.244
1986-02-05;4.708;-6.5;1.243
1986-02-06;4.701;-6.497;1.243
1986-02-07;4.694;-6.494;1.242
1986-02-08;4.682;-6.492;1.24
1986-02-09;4.669;-6.49;1.239
1986-02-10;4.661;-6.488;1.239
1986-02-11;4.649;-6.485;1.238
1986-02-12;4.64;-6.482;1.237
1986-02-13;4.63;-6.479;1.236
1986-02-14;4.621;-6.477;1.235
1986-02-15;4.614;-6.474;1.234
1986-02-16;4.603;-6.472;1.233
1986-02-17;4.588;-6.469;1.232
1986-02-18;4.579;-6.465;1.231
1986-02-19;4.573;-6.462;1.23
1986-02-20;4.56;-6.459;1.228
1986-02-21;4.552;-6.457;1.227
1986-02-22;4.54;-6.455;1.226
1986-02-23;4.53;-6.452;1.225
1986-02-24;4.525;-6.45;1.224
1986-02-25;4.517;-6.447;1.223
1986-02-26;4.507;-6.444;1.223
1986-02-27;4.492;-6.44;1.222
1986-02-28;4.484;-6.438;1.221
1986-03-01;4.469;-6.435;1.22
1986-03-02;4.461;-6.431;1.22
1986-03-03;4.449;-6.428;1.219
1986-03-04;4.439;-6.427;1.218
1986-03-05;4.431;-6.424;1.217
1986-03-06;4.424;-6.422;1.216
1986-03-07;4.416;-6.42;1.215
1986-03-08;4.411;-6.418;1.215
1986-03-09;4.403;-6.415;1.214
1986-03-10;4.392;-6.413;1.213
1986-03-11;4.384;-6.41;1.213
1986-03-12;4.37;-6.406;1.212
1986-03-13;4.356;-6.403;1.211
1986-03-14;4.344;-6.401;1.21
1986-03-15;4.333;-6.4;1.209
1986-03-16;4.323;-6.398;1.208
1986-03-17;4.315;-6.397;1.207
1986-03-18;4.303;-6.395;1.206
1986-03-19;4.297;-6.392;1.205
1986-03-20;4.287;-6.391;1.204
1986-03-21;4.273;-6.388;1.203
1986-03-22;4.266;-6.385;1.202
1986-03-23;4.26;-6.382;1.201
1986-03-24;4.25;-6.379;1.2
1986-03-25;4.239;-6.377;1.198
1986-03-26;4.234;-6.374;1.197
1986-03-27;4.228;-6.371;1.196
1986-03-28;4.22;-6.369;1.195
1986-03-29;4.206;-6.368;1.194
1986-03-30;4.193;-6.365;1.194
1986-03-31;4.184;-6.361;1.192
1986-04-01;4.172;-6.36;1.191
1986-04-02;4.158;-6.358;1.19
1986-04-03;4.145;-6.356;1.189
1986-04-04;4.137;-6.354;1.188
1986-04-05;4.131;-6.352;1.187
1986-04-06;4.119;-6.35;1.186
1986-04-07;4.107;-6.349;1.186
1986-04-08;4.096;-6.346;1.185
1986-04-09;4.09;-6.345;1.184
1986-04-10;4.078;-6.343;1.183
1986-04-11;4.068;-6.342;1.182
1986-04-12;4.058;-6.34;1.181
1986-04-13;4.051;-6.338;1.181
1986-04-14;4.039;-6.335;1.179
1986-04-15;4.026;-6.332;1.178
1986-04-16;4.012;-6.329;1.177
1986-04-17;4.0;-6.327;1.176
1986-04-18;3.988;-6.325;1.174
1986-04-19;3.975;-6.322;1.173
1986-04-20;3.963;-6.32;1.171
1986-04-21;3.954;-6.316;1.17
1986-04-22;3.94;-6.313;1.169
1986-04-23;3.925;-6.312;1.168
1986-04-24;3.913;-6.31;1.167
1986-04-25;3.901;-6.307;1.166
1986-04-26;3.893;-6.304;1.165
1986-04-27;3.881;-6.303;1.165
1986-04-28;3.871;-6.301;1.163
1986-04-29;3.857;-6.299;1.162
1986-04-30;3.845;-6.298;1.161
1986-05-01;3.832;-6.296;1.16
1986-05-02;3.824;-6.294;1.158
1986-05-03;3.812;-6.292;1.157
1986-05-04;3.805;-6.291;1.157
1986-05-05;3.797;-6.289;1.156
1986-05-06;3.79;-6.286;1.155
1986-05-07;3.778;-6.284;1.154
1986-05-08;3.764;-6.282;1.153
1986-05-09;3.751;-6.279;1.151
1986-05-10;3.737;-6.277;1.15
1986-05-11;3.723;-6.276;1.149
1986-05-12;3.71;-6.275;1.148
1986-05-13;3.704;-6.274;1.147
1986-05-14;3.698;-6.272;1.145
1986-05-15;3.689;-6.271;1.144
