#CandyMountain NPP, unit 12
#date;fha;ao;bc
24.7.1980;1.309;-6.384;5.687
25.7.1980;1.308;-6.369;5.672
26.7.1980;1.307;-6.358;5.661
27.7.1980;1.307;-6.347;5.646
28.7.1980;1.306;-6.344;5.635
29.7.1980;1.305;-6.338;5.624
30.7.1980;1.304;-6.33;5.61
31.7.1980;1.303;-6.324;5.6
1.8.1980;1.301;-6.316;5.591
2.8.1980;1.301;-6.314;5.58
3.8.1980;1.3;-6.307;5.57
4.8.1980;1.299;-6.3;5.561
5.8.1980;1.298;-6.297;5.554
6.8.1980;1.297;-6.294;5.545
7.8.1980;1.296;-6.287;5.532
8.8.1980;1.294;-6.282;5.524
9.8.1980;1.293;-6.278;5.518
10.8.1980;1.292;-6.275;5.511
11.8.1980;1.291;-6.271;5.501
12.8.1980;1.29;-6.265;5.49
13.8.1980;1.289;-6.26;5.484
14.8.1980;1.288;-6.254;5.475
15.8.1980;1.287;-6.251;5.464
16.8.1980;1.287;-6.248;5.455
17.8.1980;1.286;-6.244;5.448
18.8.1980;1.286;-6.241;5.436
19.8.1980;1.285;-6.238;5.425
20.8.1980;1.284;-6.234;5.419
21.8.1980;1.282;-6.232;5.411
22.8.1980;1.281;-6.229;5.398
23.8.1980;1.281;-6.225;5.39
24.8.1980;1.28;-6.223;5.383
25.8.1980;1.279;-6.218;5.375
26.8.1980;1.277;-6.214;5.361
27.8.1980;1.276;-6.212;5.351
28.8.1980;1.275;-6.208;5.345
29.8.1980;1.273;-6.204;5.336
30.8.1980;1.272;-6.201;5.329
31.8.1980;1.271;-6.198;5.32
1.9.1980;1.27;-6.196;5.305
2.9.1980;1.269;-6.194;5.295
3.9.1980;1.269;-6.191;5.281
4.9.1980;1.268;-6.189;5.274
5.9.1980;1.267;-6.185;5.265
6.9.1980;1.266;-6.183;5.258
7.9.1980;1.265;-6.179;5.252
8.9.1980;1.264;-6.176;5.238
9.9.1980;1.264;-6.172;5.231
10.9.1980;1.263;-6.167;5.217
11.9.1980;1.262;-6.164;5.202
12.9.1980;1.261;-6.162;5.194
13.9.1980;1.26;-6.158;5.181
14.9.1980;1.259;-6.156;5.167
15.9.1980;1.258;-6.152;5.157
16.9.1980;1.257;-6.151;5.147
17.9.1980;1.256;-6.147;5.139
18.9.1980;1.254;-6.143;5.132
19.9.1980;1.253;-6.14;5.125
20.9.1980;1.252;-6.137;5.116
21.9.1980;1.251;-6.134;5.106
22.9.1980;1.25;-6.13;5.094
23.9.1980;1.249;-6.127;5.079
24.9.1980;1.247;-6.124;5.068
25.9.1980;1.246;-6.12;5.056
26.9.1980;1.245;-6.117;5.046
27.9.1980;1.244;-6.115;5.039
28.9.1980;1.243;-6.113;5.027
29.9.1980;1.242;-6.11;5.017
30.9.1980;1.24;-6.108;5.006
1.10.1980;1.239;-6.107;4.993
2.10.1980;1.238;-6.104;4.985
3.10.1980;1.237;-6.101;4.97
4.10.1980;1.236;-6.097;4.958
5.10.1980;1.235;-6.095;4.948
6.10.1980;1.234;-6.091;4.937
7.10.1980;1.232;-6.089;4.926
8.10.1980;1.232;-6.085;4.92
9.10.1980;1.231;-6.084;4.914
10.10.1980;1.23;-6.08;4.905
11.10.1980;1.229;-6.077;4.894
12.10.1980;1.227;-6.074;4.885
13.10.1980;1.227;-6.071;4.876
14.10.1980;1.226;-6.068;4.871
15.10.1980;1.225;-6.066;4.864
16.10.1980;1.225;-6.063;4.853
17.10.1980;1.224;-6.06;4.847
18.10.1980;1.224;-6.058;4.838
19.10.1980;1.223;-6.056;4.825
20.10.1980;1.222;-6.053;4.813
21.10.1980;1.221;-6.051;4.8
22.10.1980;1.22;-6.047;4.793
23.10.1980;1.219;-6.045;4.78
24.10.1980;1.218;-6.043;4.774
25.10.1980;1.217;-6.041;4.766
26.10.1980;1.216;-6.039;4.755
27.10.1980;1.215;-6.037;4.747
28.10.1980;1.214;-6.034;4.738
29.10.1980;1.214;-6.03;4.726
30.10.1980;1.213;-6.028;4.719
31.10.1980;1.212;-6.027;4.709
1.11.1980;1.211;-6.023;4.696
2.11.1980;1.21;-6.021;4.685
3.11.1980;1.209;-6.018;4.678
4.11.1980;1.208;-6.015;4.663
