  7.7341e-03   2.4945e-01
  1.0937e+00   1.5869e-01
  2.0103e+00   8.2095e-02
  3.0672e+00  -6.2249e-03
  4.0941e+00  -9.2043e-02
  5.0187e+00  -1.6931e-01
  6.0236e+00  -2.5328e-01
  7.0432e+00  -3.3849e-01
  8.0432e+00  -4.2206e-01
  9.0826e+00  -5.0892e-01
  1.0091e+01  -5.9318e-01
  1.1072e+01  -6.7521e-01
  1.2025e+01  -7.5481e-01
  1.3095e+01  -8.4421e-01
  1.4049e+01  -9.2393e-01
  1.5075e+01  -1.0097e+00
  1.6055e+01  -1.0916e+00
  1.7072e+01  -1.1766e+00
  1.8021e+01  -1.2559e+00
  1.9081e+01  -1.3444e+00
  2.0046e+01  -1.4251e+00
  2.1051e+01  -1.5091e+00
  2.2092e+01  -1.5961e+00
  2.3013e+01  -1.6731e+00
  2.4024e+01  -1.7576e+00
  2.5081e+01  -1.8459e+00
  2.6020e+01  -1.9244e+00
  2.7051e+01  -2.0105e+00
  2.8076e+01  -2.0962e+00
  2.9008e+01  -2.1741e+00
  3.0060e+01  -2.2620e+00
  3.1040e+01  -2.3439e+00
  3.2065e+01  -2.4295e+00
  3.3025e+01  -2.5098e+00
  3.4039e+01  -2.5945e+00
  3.5056e+01  -2.6795e+00
  3.6098e+01  -2.7666e+00
  3.7081e+01  -2.8487e+00
  3.8061e+01  -2.9306e+00
  3.9090e+01  -3.0166e+00
  4.0069e+01  -3.0984e+00
  4.1080e+01  -3.1829e+00
  4.2070e+01  -3.2657e+00
  4.3029e+01  -3.3458e+00
  4.4014e+01  -3.4281e+00
  4.5006e+01  -3.5110e+00
  4.6033e+01  -3.5969e+00
  4.7007e+01  -3.6782e+00
  4.8088e+01  -3.7686e+00
  4.9048e+01  -3.8487e+00
  5.0066e+01  -3.9339e+00
  5.1061e+01  -4.0170e+00
  5.2045e+01  -4.0992e+00
  5.3031e+01  -4.1816e+00
  5.4003e+01  -4.2629e+00
  5.5030e+01  -4.3487e+00
  5.6097e+01  -4.4379e+00
  5.7026e+01  -4.5155e+00
  5.8058e+01  -4.6017e+00
  5.9057e+01  -4.6852e+00
  6.0022e+01  -4.7658e+00
  6.1015e+01  -4.8489e+00
  6.2056e+01  -4.9358e+00
  6.3008e+01  -5.0154e+00
  6.4036e+01  -5.1013e+00
  6.5071e+01  -5.1878e+00
  6.6080e+01  -5.2721e+00
  6.7097e+01  -5.3571e+00
  6.8035e+01  -5.4355e+00
  6.9030e+01  -5.5186e+00
  7.0090e+01  -5.6072e+00
  7.1005e+01  -5.6837e+00
  7.2032e+01  -5.7695e+00
  7.3056e+01  -5.8551e+00
  7.4017e+01  -5.9354e+00
  7.5058e+01  -6.0224e+00
  7.6037e+01  -6.1042e+00
  7.7021e+01  -6.1864e+00
  7.8003e+01  -6.2685e+00
  7.9050e+01  -6.3560e+00
  8.0049e+01  -6.4395e+00
  8.1062e+01  -6.5241e+00
  8.2038e+01  -6.6057e+00
  8.3061e+01  -6.6912e+00
  8.4040e+01  -6.7730e+00
  8.5044e+01  -6.8569e+00
  8.6019e+01  -6.9384e+00
  8.7021e+01  -7.0221e+00
  8.8023e+01  -7.1058e+00
  8.9030e+01  -7.1900e+00
  9.0029e+01  -7.2735e+00
  9.1014e+01  -7.3558e+00
  9.2050e+01  -7.4424e+00
  9.3045e+01  -7.5256e+00
  9.4088e+01  -7.6127e+00
  9.5064e+01  -7.6943e+00
  9.6023e+01  -7.7744e+00
  9.7097e+01  -7.8642e+00
  9.8055e+01  -7.9442e+00
  9.9030e+01  -8.0257e+00
  1.0003e+02  -8.1093e+00
  1.0106e+02  -8.1957e+00
  1.0201e+02  -8.2751e+00
  1.0308e+02  -8.3645e+00
  1.0402e+02  -8.4431e+00
  1.0505e+02  -8.5290e+00
  1.0603e+02  -8.6109e+00
  1.0700e+02  -8.6920e+00
  1.0804e+02  -8.7789e+00
  1.0909e+02  -8.8664e+00
  1.1010e+02  -8.9507e+00
  1.1102e+02  -9.0274e+00
  1.1210e+02  -9.1179e+00
  1.1304e+02  -9.1961e+00
  1.1406e+02  -9.2821e+00
  1.1503e+02  -9.3627e+00
  1.1600e+02  -9.4440e+00
  1.1706e+02  -9.5320e+00
  1.1808e+02  -9.6174e+00
