outputs/c_0_0o 0.94800
outputs/c_0_10o 0.99800
outputs/c_0_1o 0.94850
outputs/c_0_2o 0.95000
outputs/c_0_3o 0.95250
outputs/c_0_4o 0.95600
outputs/c_0_5o 0.96050
outputs/c_0_6o 0.96600
outputs/c_0_7o 0.97250
outputs/c_0_8o 0.98000
outputs/c_0_9o 0.98850
outputs/c_10_0o 0.95800
outputs/c_10_10o 1.00800
outputs/c_10_1o 0.95850
outputs/c_10_2o 0.96000
outputs/c_10_3o 0.96250
outputs/c_10_4o 0.96600
outputs/c_10_5o 0.97050
outputs/c_10_6o 0.97600
outputs/c_10_7o 0.98250
outputs/c_10_8o 0.99000
outputs/c_10_9o 0.99850
outputs/c_1_0o 0.94900
outputs/c_1_10o 0.99900
outputs/c_1_1o 0.94950
outputs/c_1_2o 0.95100
outputs/c_1_3o 0.95350
outputs/c_1_4o 0.95700
outputs/c_1_5o 0.96150
outputs/c_1_6o 0.96700
outputs/c_1_7o 0.97350
outputs/c_1_8o 0.98100
outputs/c_1_9o 0.98950
outputs/c_2_0o 0.95000
outputs/c_2_10o 1.00000
outputs/c_2_1o 0.95050
outputs/c_2_2o 0.95200
outputs/c_2_3o 0.95450
outputs/c_2_4o 0.95800
outputs/c_2_5o 0.96250
outputs/c_2_6o 0.96800
outputs/c_2_7o 0.97450
outputs/c_2_8o 0.98200
outputs/c_2_9o 0.99050
outputs/c_3_0o 0.95100
outputs/c_3_10o 1.00100
outputs/c_3_1o 0.95150
outputs/c_3_2o 0.95300
outputs/c_3_3o 0.95550
outputs/c_3_4o 0.95900
outputs/c_3_5o 0.96350
outputs/c_3_6o 0.96900
outputs/c_3_7o 0.97550
outputs/c_3_8o 0.98300
outputs/c_3_9o 0.99150
outputs/c_4_0o 0.95200
outputs/c_4_10o 1.00200
outputs/c_4_1o 0.95250
outputs/c_4_2o 0.95400
outputs/c_4_3o 0.95650
outputs/c_4_4o 0.96000
outputs/c_4_5o 0.96450
outputs/c_4_6o 0.97000
outputs/c_4_7o 0.97650
outputs/c_4_8o 0.98400
outputs/c_4_9o 0.99250
outputs/c_5_0o 0.95300
outputs/c_5_10o 1.00300
outputs/c_5_1o 0.95350
outputs/c_5_2o 0.95500
outputs/c_5_3o 0.95750
outputs/c_5_4o 0.96100
outputs/c_5_5o 0.96550
outputs/c_5_6o 0.97100
outputs/c_5_7o 0.97750
outputs/c_5_8o 0.98500
outputs/c_5_9o 0.99350
outputs/c_6_0o 0.95400
outputs/c_6_10o 1.00400
outputs/c_6_1o 0.95450
outputs/c_6_2o 0.95600
outputs/c_6_3o 0.95850
outputs/c_6_4o 0.96200
outputs/c_6_5o 0.96650
outputs/c_6_6o 0.97200
outputs/c_6_7o 0.97850
outputs/c_6_8o 0.98600
outputs/c_6_9o 0.99450
outputs/c_7_0o 0.95500
outputs/c_7_10o 1.00500
outputs/c_7_1o 0.95550
outputs/c_7_2o 0.95700
outputs/c_7_3o 0.95950
outputs/c_7_4o 0.96300
outputs/c_7_5o 0.96750
outputs/c_7_6o 0.97300
outputs/c_7_7o 0.97950
outputs/c_7_8o 0.98700
outputs/c_7_9o 0.99550
outputs/c_8_0o 0.95600
outputs/c_8_10o 1.00600
outputs/c_8_1o 0.95650
outputs/c_8_2o 0.95800
outputs/c_8_3o 0.96050
outputs/c_8_4o 0.96400
outputs/c_8_5o 0.96850
outputs/c_8_6o 0.97400
outputs/c_8_7o 0.98050
outputs/c_8_8o 0.98800
outputs/c_8_9o 0.99650
outputs/c_9_0o 0.95700
outputs/c_9_10o 1.00700
outputs/c_9_1o 0.95750
outputs/c_9_2o 0.95900
outputs/c_9_3o 0.96150
outputs/c_9_4o 0.96500
outputs/c_9_5o 0.96950
outputs/c_9_6o 0.97500
outputs/c_9_7o 0.98150
outputs/c_9_8o 0.98900
outputs/c_9_9o 0.99750
