#CandyMountain NPP, unit 13
#date;fha;ao;bc
05/05/1985;1.304;-6.52;5.621
05/06/1985;1.303;-6.507;5.61
05/07/1985;1.303;-6.499;5.597
05/08/1985;1.302;-6.492;5.591
05/09/1985;1.301;-6.487;5.584
05/10/1985;1.3;-6.479;5.577
05/11/1985;1.299;-6.473;5.568
05/12/1985;1.298;-6.469;5.559
05/13/1985;1.297;-6.462;5.551
05/14/1985;1.297;-6.457;5.54
05/15/1985;1.296;-6.45;5.532
05/16/1985;1.295;-6.446;5.524
05/17/1985;1.295;-6.442;5.517
05/18/1985;1.293;-6.437;5.507
05/19/1985;1.292;-6.432;5.494
05/20/1985;1.291;-6.427;5.486
05/21/1985;1.29;-6.422;5.479
05/22/1985;1.289;-6.418;5.466
05/23/1985;1.289;-6.414;5.459
05/24/1985;1.288;-6.409;5.449
05/25/1985;1.287;-6.406;5.437
05/26/1985;1.286;-6.402;5.423
05/27/1985;1.285;-6.396;5.41
05/28/1985;1.284;-6.391;5.402
05/29/1985;1.283;-6.387;5.394
05/30/1985;1.282;-6.381;5.388
05/31/1985;1.281;-6.376;5.374
06/01/1985;1.28;-6.373;5.368
06/02/1985;1.279;-6.369;5.362
06/03/1985;1.278;-6.365;5.349
06/04/1985;1.277;-6.361;5.338
06/05/1985;1.276;-6.358;5.326
06/06/1985;1.275;-6.356;5.32
06/07/1985;1.274;-6.351;5.312
06/08/1985;1.273;-6.348;5.304
06/09/1985;1.272;-6.345;5.296
06/10/1985;1.271;-6.342;5.291
06/11/1985;1.269;-6.338;5.284
06/12/1985;1.268;-6.333;5.278
06/13/1985;1.267;-6.331;5.273
06/14/1985;1.267;-6.329;5.26
06/15/1985;1.266;-6.325;5.251
06/16/1985;1.265;-6.321;5.243
06/17/1985;1.264;-6.318;5.232
06/18/1985;1.264;-6.316;5.222
06/19/1985;1.263;-6.314;5.215
06/20/1985;1.262;-6.311;5.202
06/21/1985;1.261;-6.309;5.195
06/22/1985;1.26;-6.304;5.19
06/23/1985;1.259;-6.3;5.179
06/24/1985;1.258;-6.296;5.167
06/25/1985;1.257;-6.292;5.159
06/26/1985;1.256;-6.29;5.147
06/27/1985;1.255;-6.289;5.133
06/28/1985;1.254;-6.286;5.126
06/29/1985;1.253;-6.282;5.112
06/30/1985;1.252;-6.279;5.103
07/01/1985;1.251;-6.275;5.094
07/02/1985;1.25;-6.274;5.084
07/03/1985;1.249;-6.272;5.072
07/04/1985;1.248;-6.269;5.063
07/05/1985;1.247;-6.265;5.053
07/06/1985;1.245;-6.262;5.042
07/07/1985;1.244;-6.26;5.036
07/08/1985;1.243;-6.258;5.026
07/09/1985;1.242;-6.257;5.017
07/10/1985;1.241;-6.254;5.012
07/11/1985;1.241;-6.251;5.006
07/12/1985;1.24;-6.248;5.0
07/13/1985;1.238;-6.244;4.987
07/14/1985;1.238;-6.242;4.974
07/15/1985;1.237;-6.239;4.967
07/16/1985;1.235;-6.237;4.952
07/17/1985;1.234;-6.234;4.941
07/18/1985;1.233;-6.232;4.93
07/19/1985;1.232;-6.228;4.925
07/20/1985;1.231;-6.226;4.913
07/21/1985;1.229;-6.224;4.898
07/22/1985;1.229;-6.222;4.889
07/23/1985;1.228;-6.22;4.877
07/24/1985;1.227;-6.218;4.871
07/25/1985;1.226;-6.215;4.859
07/26/1985;1.226;-6.211;4.854
07/27/1985;1.225;-6.209;4.839
07/28/1985;1.224;-6.206;4.829
07/29/1985;1.224;-6.205;4.817
07/30/1985;1.222;-6.202;4.808
07/31/1985;1.221;-6.2;4.798
08/01/1985;1.22;-6.198;4.787
08/02/1985;1.219;-6.196;4.774
08/03/1985;1.217;-6.193;4.762
08/04/1985;1.216;-6.191;4.752
08/05/1985;1.215;-6.19;4.738
08/06/1985;1.214;-6.188;4.724
08/07/1985;1.213;-6.187;4.718
08/08/1985;1.212;-6.184;4.708
08/09/1985;1.211;-6.181;4.698
08/10/1985;1.209;-6.179;4.687
08/11/1985;1.209;-6.176;4.673
08/12/1985;1.208;-6.174;4.667
08/13/1985;1.207;-6.172;4.659
08/14/1985;1.207;-6.17;4.653
08/15/1985;1.206;-6.169;4.642
08/16/1985;1.204;-6.167;4.63
08/17/1985;1.203;-6.164;4.625
08/18/1985;1.203;-6.16;4.616
08/19/1985;1.201;-6.159;4.606
08/20/1985;1.201;-6.156;4.592
08/21/1985;1.2;-6.154;4.586
08/22/1985;1.198;-6.152;4.571
08/23/1985;1.198;-6.151;4.566
08/24/1985;1.197;-6.149;4.558
08/25/1985;1.195;-6.145;4.549
08/26/1985;1.194;-6.142;4.542
08/27/1985;1.194;-6.14;4.53
08/28/1985;1.192;-6.138;4.52
08/29/1985;1.192;-6.135;4.511
08/30/1985;1.191;-6.132;4.5
08/31/1985;1.19;-6.129;4.487
09/01/1985;1.189;-6.126;4.481
09/02/1985;1.187;-6.123;4.47
09/03/1985;1.187;-6.122;4.46
09/04/1985;1.186;-6.119;4.448
09/05/1985;1.184;-6.118;4.439
09/06/1985;1.184;-6.116;4.426
09/07/1985;1.183;-6.114;4.416
09/08/1985;1.182;-6.11;4.403
09/09/1985;1.181;-6.109;4.39
09/10/1985;1.18;-6.107;4.376
09/11/1985;1.179;-6.105;4.362
09/12/1985;1.178;-6.104;4.354
09/13/1985;1.177;-6.102;4.34
09/14/1985;1.176;-6.099;4.327
09/15/1985;1.175;-6.097;4.314
09/16/1985;1.174;-6.095;4.304
09/17/1985;1.174;-6.092;4.298
09/18/1985;1.173;-6.089;4.285
09/19/1985;1.172;-6.086;4.271
09/20/1985;1.171;-6.084;4.26
09/21/1985;1.17;-6.081;4.253
09/22/1985;1.169;-6.079;4.245
09/23/1985;1.169;-6.077;4.233
09/24/1985;1.167;-6.075;4.22
09/25/1985;1.167;-6.073;4.207
09/26/1985;1.165;-6.071;4.193
09/27/1985;1.164;-6.07;4.183
09/28/1985;1.164;-6.067;4.173
09/29/1985;1.162;-6.064;4.163
09/30/1985;1.161;-6.063;4.151
10/01/1985;1.16;-6.061;4.142
10/02/1985;1.159;-6.06;4.137
10/03/1985;1.158;-6.058;4.131
10/04/1985;1.157;-6.057;4.119
10/05/1985;1.157;-6.055;4.112
10/06/1985;1.156;-6.052;4.103
10/07/1985;1.155;-6.051;4.097
10/08/1985;1.154;-6.049;4.086
10/09/1985;1.153;-6.047;4.071
10/10/1985;1.152;-6.044;4.064
10/11/1985;1.151;-6.043;4.058
10/12/1985;1.15;-6.04;4.045
10/13/1985;1.149;-6.038;4.037
10/14/1985;1.148;-6.036;4.028
10/15/1985;1.147;-6.034;4.013
10/16/1985;1.146;-6.032;4.001
10/17/1985;1.145;-6.029;3.993
10/18/1985;1.144;-6.027;3.983
10/19/1985;1.143;-6.025;3.977
10/20/1985;1.142;-6.022;3.965
10/21/1985;1.141;-6.019;3.953
10/22/1985;1.141;-6.016;3.947
10/23/1985;1.139;-6.015;3.939
10/24/1985;1.138;-6.012;3.924
10/25/1985;1.137;-6.011;3.91
10/26/1985;1.136;-6.009;3.901
10/27/1985;1.135;-6.006;3.895
10/28/1985;1.134;-6.003;3.881
10/29/1985;1.133;-6.0;3.868
10/30/1985;1.132;-5.998;3.863
10/31/1985;1.132;-5.995;3.853
11/01/1985;1.131;-5.994;3.842
11/02/1985;1.13;-5.992;3.829
11/03/1985;1.128;-5.99;3.818
11/04/1985;1.128;-5.989;3.806
11/05/1985;1.126;-5.986;3.796
11/06/1985;1.126;-5.984;3.79
11/07/1985;1.124;-5.981;3.784
11/08/1985;1.124;-5.978;3.773
11/09/1985;1.123;-5.976;3.759
11/10/1985;1.122;-5.974;3.746
11/11/1985;1.12;-5.971;3.739
11/12/1985;1.119;-5.97;3.724
11/13/1985;1.118;-5.967;3.716
11/14/1985;1.117;-5.966;3.709
11/15/1985;1.116;-5.964;3.698
11/16/1985;1.115;-5.962;3.692
11/17/1985;1.114;-5.959;3.687
11/18/1985;1.114;-5.957;3.679
11/19/1985;1.113;-5.954;3.664
11/20/1985;1.111;-5.951;3.658
11/21/1985;1.111;-5.949;3.648
11/22/1985;1.11;-5.947;3.643
11/23/1985;1.109;-5.945;3.635
11/24/1985;1.108;-5.943;3.629
11/25/1985;1.107;-5.94;3.62
11/26/1985;1.106;-5.937;3.615
11/27/1985;1.105;-5.935;3.6
11/28/1985;1.103;-5.932;3.589
11/29/1985;1.102;-5.929;3.579
11/30/1985;1.101;-5.926;3.567
12/01/1985;1.1;-5.924;3.552
12/02/1985;1.099;-5.922;3.542
12/03/1985;1.098;-5.921;3.529
12/04/1985;1.097;-5.919;3.52
12/05/1985;1.096;-5.918;3.508
12/06/1985;1.094;-5.917;3.503
12/07/1985;1.094;-5.915;3.49
12/08/1985;1.092;-5.913;3.478
12/09/1985;1.091;-5.91;3.471
12/10/1985;1.09;-5.909;3.461
12/11/1985;1.09;-5.907;3.447
12/12/1985;1.088;-5.904;3.442
12/13/1985;1.087;-5.902;3.432
12/14/1985;1.086;-5.9;3.423
12/15/1985;1.085;-5.898;3.415
12/16/1985;1.083;-5.895;3.403
12/17/1985;1.082;-5.893;3.389
12/18/1985;1.081;-5.89;3.377
12/19/1985;1.08;-5.888;3.368
12/20/1985;1.079;-5.886;3.361
12/21/1985;1.078;-5.883;3.349
12/22/1985;1.076;-5.882;3.338
12/23/1985;1.076;-5.881;3.33
12/24/1985;1.075;-5.878;3.322
12/25/1985;1.074;-5.875;3.316
12/26/1985;1.073;-5.874;3.308
12/27/1985;1.072;-5.871;3.295
12/28/1985;1.071;-5.869;3.286
12/29/1985;1.071;-5.867;3.28
12/30/1985;1.07;-5.865;3.267
12/31/1985;1.069;-5.864;3.259
01/01/1986;1.068;-5.861;3.251
01/02/1986;1.067;-5.858;3.241
01/03/1986;1.065;-5.856;3.231
01/04/1986;1.065;-5.855;3.226
01/05/1986;1.064;-5.853;3.219
01/06/1986;1.062;-5.851;3.212
01/07/1986;1.061;-5.85;3.198
01/08/1986;1.06;-5.847;3.187
01/09/1986;1.059;-5.845;3.181
