2010/01/01 3d2803 1.0789e+04
2010/01/02 8a2359 1.7956e+04
2010/01/02 3e1231 1.5068e+04
2010/01/02 2bf598 1.8980e+04
2010/01/02 2dd7b4 1.2835e+04
2010/01/03 46df8c 1.5945e+04
2010/01/03 0ab376 1.2674e+04
2010/01/03 1d6614 1.1054e+04
2010/01/03 327a28 1.8346e+04
2010/01/04 0e5782 1.5625e+04
2010/01/04 74e326 1.3729e+04
2010/01/04 201cc3 1.0074e+04
2010/01/05 93d379 1.0661e+04
2010/01/05 4fabd7 1.0502e+04
2010/01/06 764e3a 1.0859e+04
2010/01/06 54b827 1.4929e+04
2010/01/06 48cd1b 1.7301e+04
2010/01/07 35959c 1.3482e+04
2010/01/08 94d75a 1.1862e+04
2010/01/08 71b5f9 1.9240e+04
2010/01/08 519bc2 1.8695e+04
2010/01/08 70b715 1.2063e+04
2010/01/08 7f7ffc 1.1940e+04
2010/01/08 74e326
2010/01/08 88039a 1.1580e+04
2010/01/09 0df9d8 1.6067e+04
2010/01/09 611896 1.8238e+04
2010/01/10 7193d1 1.6343e+04
2010/01/10 3f5c79 1.6837e+04
2010/01/10 7b15da 1.1044e+04
2010/01/11 625be3 1.9899e+04
2010/01/11 3c5dfd 1.8258e+04
2010/01/12 077759 1.9055e+04
2010/01/12 013d98 1.6271e+04
2010/01/13 077759
2010/01/13 27e4ad 1.1694e+04
2010/01/13 5e40f8 1.3013e+04
2010/01/13 60e7e3 1.2838e+04
2010/01/14 10fe51 1.8120e+04
2010/01/14 555877 1.0316e+04
2010/01/14 3f5c79
2010/01/14 53157a 1.8273e+04
2010/01/14 72e76e 1.6607e+04
2010/01/15 23d9e8 1.2787e+04
2010/01/15 26d301 1.7818e+04
2010/01/15 836698 1.3263e+04
2010/01/16 3383af 1.6874e+04
2010/01/16 3812bc 1.0086e+04
2010/01/17 90e32f 1.7706e+04
2010/01/17 7e086a 1.3564e+04
2010/01/17 1c317e 1.9589e+04
2010/01/17 5d7fbf 1.4164e+04
2010/01/17 57185e 1.0296e+04
2010/01/17 5606c8 1.8350e+04
2010/01/17 5c1e2d 1.3220e+04
2010/01/18 637fcb 1.9229e+04
2010/01/18 143d39 1.1079e+04
2010/01/18 371362
2010/01/18 1d4e74 1.4593e+04
2010/01/18 371362 1.6568e+04
2010/01/19 7cf061 1.7408e+04
2010/01/19 33da3c 1.0332e+04
2010/01/19 3a2751 1.4625e+04
2010/01/19 912fef 1.1397e+04
2010/01/20 3ee3a2 1.9324e+04
2010/01/20 249f99 1.2316e+04
2010/01/20 7f6c2e 1.2042e+04
2010/01/20 0182c6 1.8520e+04
2010/01/20 80ffd4 1.0281e+04
2010/01/21 3b3679 1.9383e+04
2010/01/21 4772f7 1.6165e+04
2010/01/21 94aee8 1.4313e+04
2010/01/22 1d4473 1.3941e+04
2010/01/22 2e5d8f 1.9239e+04
2010/01/22 3686b4 1.1234e+04
2010/01/23 2bf598
2010/01/23 3d2803
2010/01/23 56ace8 1.7600e+04
2010/01/23 7cf061
2010/01/23 1f66ae 1.0212e+04
2010/01/23 8a2359
2010/01/23 1e3243 1.4156e+04
2010/01/24 326df5 1.7918e+04
2010/01/24 2cab49 1.9307e+04
2010/01/24 23d9e8
2010/01/24 261d7f 1.0714e+04
