2010/01/01 30623c 1.3614e+04
2010/01/01 13b80e 1.7833e+04
2010/01/01 0ecf78 2.7623e+02
2010/01/01 1ab132 1.4945e+04
2010/01/01 1eb188 1.2916e+04
2010/01/01 0ecf78 1.9448e+04
2010/01/02 748f1f 1.9608e+04
2010/01/03 2e92e3 1.9830e+04
2010/01/04 816e50 1.4040e+04
2010/01/04 08a0fb 1.3787e+04
2010/01/04 58eb36 1.2462e+04
2010/01/05 13b80e 9.6831e+01
2010/01/05 2cc6da 1.5984e+04
2010/01/05 73ecb1 1.7976e+04
2010/01/05 73ecb1 9.6141e+02
2010/01/05 6f7a27 1.6396e+04
2010/01/05 85121a 1.0737e+04
2010/01/06 5991b3 1.8038e+04
2010/01/06 806af4 1.2108e+04
2010/01/07 924466 1.7120e+04
2010/01/07 8527a2 1.4324e+04
2010/01/07 63e612 1.8962e+04
2010/01/07 82d926 1.3098e+04
2010/01/07 748f1f 6.0202e+02
2010/01/09 0c3f6b 1.2079e+04
2010/01/09 30623c 1.3264e+01
2010/01/09 041b1a 1.0284e+04
2010/01/10 61ea05 1.2563e+04
2010/01/10 30e655 1.9646e+04
2010/01/11 6a3bca 1.1248e+04
2010/01/11 7c28c5 1.5299e+04
2010/01/12 621519 1.4038e+04
2010/01/12 818bfc 1.8615e+04
2010/01/12 380679 1.6984e+04
2010/01/13 86287d 1.7263e+04
2010/01/13 0c3f6b 1.1430e+03
2010/01/14 521718 1.0057e+04
2010/01/14 6a3a1a 1.8414e+04
2010/01/14 3c857f 1.8058e+04
2010/01/14 5fa596 1.0416e+04
2010/01/14 175a59 1.3264e+04
2010/01/14 3d833d 1.5474e+04
2010/01/15 20753b 1.3573e+04
2010/01/15 6ae846 1.6375e+04
2010/01/15 36852f 1.4982e+04
2010/01/15 948799 1.9721e+04
2010/01/16 204269 1.7504e+04
2010/01/16 373ba3 1.7586e+04
2010/01/16 08296a 1.5012e+04
2010/01/17 1c1ec4 1.6692e+04
2010/01/17 26f70c 1.9327e+04
2010/01/18 12fc97 1.8144e+04
2010/01/18 023ab2 1.1043e+04
2010/01/19 825b14 1.4392e+04
2010/01/19 0b3a9f 1.2171e+04
2010/01/20 466873 1.8041e+04
2010/01/20 28571f 1.0310e+04
2010/01/21 79d5cf 1.5984e+04
2010/01/21 13c662 1.1941e+04
2010/01/21 204269 5.1447e+02
2010/01/21 53d8a6 1.8243e+04
2010/01/21 4145bc 1.6097e+04
2010/01/22 0b3a9f 1.2150e+03
2010/01/22 95dd30 1.5489e+04
2010/01/22 825b14 2.6365e+02
2010/01/23 35306f 1.8583e+04
2010/01/23 0e22a8 1.9806e+04
2010/01/23 546f3a 1.5607e+04
2010/01/23 6a3a1a 1.2884e+03
2010/01/24 3d6908 1.5840e+04
2010/01/24 01053d 1.3567e+04
2010/01/25 549a87 1.8861e+04
2010/01/25 0a65e8 1.1789e+04
2010/01/25 2fa3bc 1.4935e+04
2010/01/25 974e95 1.7712e+04
2010/01/26 65a423 1.4073e+04
2010/01/26 63e612 6.5554e+02
2010/01/27 23c9f2 1.8303e+04
2010/01/27 2e92e3 2.5166e+02
2010/01/27 466873 1.1267e+02
2010/01/27 5d75fb 1.2236e+04
2010/01/28 16014b 1.9213e+04
2010/01/28 087479 1.9283e+04
2010/01/29 6ffa35 1.7908e+04
2010/01/29 663cb3 1.7078e+04
2010/01/29 725878 1.2823e+04
2010/01/30 37f2d2 1.7254e+04
2010/01/30 6f7a27 2.1820e+02
2010/01/30 339a8a 1.2350e+04
2010/01/31 2817c3 1.2903e+04
2010/01/31 1d4ff4 1.5272e+04
2010/01/31 2fefe2 1.8156e+04
2010/02/02 5991b3 1.3658e+03
2010/02/02 4517d9 1.4137e+04
2010/02/02 0c27dd 1.2007e+04
2010/02/02 92a3dc 1.3735e+04
2010/02/03 7c28c5 1.1706e+03
2010/02/03 1a5da3 1.2165e+04
2010/02/03 8b0283 1.5695e+04
2010/02/03 390325 1.0360e+04
2010/02/03 5a8709 1.0818e+04
2010/02/04 33aaf0 1.6329e+04
2010/02/04 6dcbf7 1.1886e+04
2010/02/05 7712ca 1.4941e+04
2010/02/05 3d833d 4.5089e+02
2010/02/05 410a9a 1.1743e+04
2010/02/05 52d0ab 1.7253e+04
2010/02/05 0093b8 1.5861e+04
2010/02/05 53d8a6 1.4727e+03
2010/02/05 85121a 2.6040e+02
2010/02/06 6ae846 1.5007e+03
2010/02/06 0e22a8 2.6157e+02
2010/02/07 16014b 1.1817e+03
2010/02/07 7d14b6 1.3188e+04
2010/02/07 01f731 1.1939e+04
2010/02/07 23e0f0 1.8919e+04
2010/02/08 087479 1.1423e+03
2010/02/08 93a82a 1.6008e+04
2010/02/08 56f5c9 1.2941e+04
2010/02/09 502a86 1.4589e+04
2010/02/09 806af4 5.8370e+02
2010/02/09 5801a9 1.3864e+04
2010/02/09 1ab132 2.1896e+02
2010/02/09 1a9ec0 1.2032e+04
2010/02/09 2310d5 1.5627e+04
2010/02/10 23e0f0 1.8642e+03
2010/02/10 6b2115 1.9067e+04
2010/02/12 33aaf0 1.5151e+03
2010/02/13 816ee0 1.4211e+04
2010/02/14 5dc01c 1.9983e+04
2010/02/14 88de19 1.3170e+04
2010/02/14 37f2d2 2.1166e+02
2010/02/14 63fd2a 1.1548e+04
2010/02/15 7712ca 3.6031e+02
2010/02/16 966602 1.6053e+04
