0.01	0.2494	0.2943	0.3099	0.9867	0.9579	
0.02	0.5443	0.6556	0.6376	1.4101	0.9209	
0.03	0.7531	0.8746	0.9662	1.1716	0.0652	
0.04	1.0731	1.2534	1.2947	0.5864	-0.7445	
0.05	1.338	1.4801	1.4334	0.07	-0.6817	
0.06	1.5645	1.6494	1.8087	0.1466	0.2771	
0.07	1.5852	1.701	1.6614	0.8387	1.2061	
0.08	1.7658	1.7559	1.949	1.542	1.0411	
0.09	1.8491	2.0068	1.743	2.3038	0.2266	
0.1	1.9308	1.8962	1.8579	1.8894	-0.5915	
0.11	2.0995	1.9384	1.7152	1.2958	-0.4253	
0.12	1.8581	1.9443	1.6408	0.3764	0.5398	
0.13	1.8159	2.0814	1.3302	-0.1092	1.465	
0.14	2.1133	1.7025	1.1968	0.0773	1.2	
0.15	2.025	1.5915	1.0396	0.7168	0.3748	
0.16	1.6855	1.597	1.0007	1.2788	-0.4061	
0.17	1.7002	1.2789	0.8001	1.2469	-0.2267	
0.18	1.6253	1.0071	0.796	0.5212	0.7815	
0.19	1.1805	0.8509	0.8251	-0.4212	1.6762	
0.2	1.1437	0.5343	0.8654	-1.0838	1.4307	
0.21	0.9194	0.3413	0.9315	-1.2302	0.503	
0.22	0.6982	0.122	1.0412	-0.6006	-0.2644	
0.23	0.4763	-0.0927	1.1522	0.1377	0.0134	
0.24	0.2294	-0.267	1.3808	0.5619	0.9662	
0.25	0.0338	-0.4782	1.4831	0.3245	1.6104	
0.26	-0.1729	-0.5535	1.9194	-0.2874	1.5471	
0.27	-0.351	-0.7728	1.9176	-1.0487	0.5286	
0.28	-0.5722	-0.8215	2.0972	-1.0594	-0.0873	
0.29	-0.66	-0.9034	2.6617	-0.4613	0.2404	
0.3	-0.8328	-0.9084	2.3973	0.5104	1.2676	
0.31	-0.8851	-0.8975	2.8167	1.2269	2.1064	
0.32	-0.9844	-0.7597	2.8038	1.5232	1.7941	
0.33	-1.1834	-0.7459	3.0054	1.311	0.7035	
0.34	-1.2332	-0.5786	2.9238	0.5931	0.0483	
0.35	-1.0873	-0.4775	2.7413	0.3218	0.4343	
0.36	-1.264	-0.3209	2.6442	0.6248	1.3729	
0.37	-1.1986	-0.2289	2.5757	1.559	2.1577	
0.38	-1.0541	-0.0664	2.3917	2.3612	1.8938	
0.39	-1.0752	0.0783	1.9746	2.6983	0.7465	
0.4	-0.9344	0.2312	1.6698	2.6266	0.168	
0.41	-0.7932	0.3731	1.3565	1.6509	0.6289	
0.42	-0.5917	0.4453	0.9385	1.0765	1.5369	
0.43	-0.5052	0.5901	0.7599	0.7011	2.4205	
0.44	-0.2945	0.6486	0.4671	1.0693	1.7178	
0.45	-0.1581	0.6754	0.2226	1.8217	0.7854	
0.46	-0.0015	0.8582	0.0587	2.4848	0.3057	
0.47	0.1648	0.7985	-0.0638	1.9428	0.7437	
0.48	0.3019	0.8043	-0.139	1.2175	1.9447	
0.49	0.44	0.7915	-0.1743	0.2328	2.5668	
0.5	0.5454	0.8184	-0.1428	-0.3491	1.7695	
0.51	0.6765	0.7144	-0.0725	-0.3144	0.8004	
0.52	0.7641	0.6541	0.0145	0.267	0.3908	
0.53	0.8284	0.7357	0.1423	0.8586	1.0175	
0.54	0.9347	0.669	0.2506	0.9824	2.0673	
0.55	0.9261	0.6352	0.3768	0.62	2.3058	
0.56	0.9984	0.5168	0.4843	-0.2133	1.9334	
0.57	1.1173	0.4843	0.6036	-0.9451	0.9712	
0.58	1.1631	0.4529	0.591	-0.8556	0.4282	
0.59	1.0158	0.5376	0.6128	-0.2645	1.1141	
0.6	0.9911	0.5067	0.5885	0.6676	2.2551	
0.61	1.038	0.5759	0.5119	1.481	2.4563	
0.62	1.0627	0.6538	0.2954	1.4446	1.9588	
0.63	0.9375	0.7106	0.114	0.8052	0.9017	
0.64	0.8502	0.7408	-0.139	0.277	0.4876	
0.65	0.8535	0.9457	-0.3797	0.1363	1.2126	
0.66	0.78	1.0129	-0.6794	0.5911	2.296	
0.67	0.6726	1.1681	-0.9967	1.5042	2.5761	
0.68	0.6836	1.2353	-1.2634	2.6552	1.8767	
0.69	0.5819	1.3	-1.6413	2.78	0.8894	
0.7	0.5507	1.418	-2.0489	2.1842	0.6044	
0.71	0.601	1.5942	-1.9594	1.6991	1.2799	
0.72	0.542	1.8887	-2.194	1.1266	2.2285	
