0.01	0.2201	0.2051	0.3893	0.3596	0.2539	0.5211	
0.02	0.4306	0.3847	0.795	0.7025	0.4476	0.8978	
0.03	0.6071	0.5939	1.0125	0.9406	0.6963	1.1178	
0.04	0.7361	0.7049	1.4002	1.2941	0.8511	1.2867	
0.05	1.0517	0.8107	1.4852	1.5712	1.1873	1.0561	
0.06	1.0998	1.1139	1.7907	1.61	1.1813	0.6706	
0.07	1.2305	1.2126	1.725	1.9097	1.318	0.2658	
0.08	1.3295	1.3646	1.7724	1.8325	1.3968	-0.1128	
0.09	1.3549	1.2556	1.8885	2.3037	1.6308	-0.3665	
0.1	1.526	1.3842	1.6655	2.2123	1.5146	-0.3504	
0.11	1.4164	1.4261	1.476	2.1807	1.6545	-0.1627	
0.12	1.4119	1.532	1.1847	2.0333	1.6639	0.2179	
0.13	1.3676	1.5414	1.0515	1.9508	1.5317	0.793	
0.14	1.2792	1.5341	0.6754	1.7968	1.6035	1.2394	
0.15	1.1323	1.4905	0.4188	1.3556	1.5269	1.6853	
0.16	1.0153	1.5352	0.1723	1.0689	1.2395	1.9158	
0.17	0.967	1.4156	-0.0665	0.9818	1.1706	1.8019	
0.18	0.8421	1.4762	-0.2831	0.6153	1.0558	1.7147	
0.19	0.7328	1.3961	-0.4579	0.3741	0.9141	1.4254	
0.2	0.596	1.2769	-0.5137	0.093	0.7723	0.9773	
0.21	0.527	0.9879	-0.5897	-0.1925	0.6704	0.566	
0.22	0.3508	0.9619	-0.5931	-0.4167	0.5045	0.276	
0.23	0.2988	0.82	-0.5478	-0.5892	0.3877	0.173	
0.24	0.1999	0.7961	-0.5043	-0.7415	0.3654	0.3052	
0.25	0.1608	0.7065	-0.3638	-0.8773	0.2826	0.6634	
0.26	0.1572	0.6155	-0.2352	-1.1112	0.3059	1.2125	
0.27	0.1413	0.5411	-0.088	-1.1112	0.332	1.6173	
0.28	0.19	0.4678	0.0293	-1.153	0.3738	1.9583	
0.29	0.2196	0.4377	0.135	-1.1581	0.426	2.4383	
0.3	0.319	0.3782	0.2157	-0.9569	0.514	2.427	
0.31	0.4146	0.3277	0.2592	-0.8359	0.5724	1.9699	
0.32	0.5889	0.3474	0.2325	-0.7447	0.8235	1.4795	
0.33	0.6922	0.3753	0.1991	-0.5422	0.8904	1.0989	
0.34	0.8944	0.4402	0.1599	-0.3645	1.0495	0.7471	
0.35	1.0642	0.4681	0.0382	-0.1599	1.0964	0.3897	
0.36	1.2407	0.5944	-0.0898	0.0796	1.3895	0.2231	
0.37	1.5056	0.6666	-0.2437	0.2921	1.5174	0.3098	
0.38	1.7234	0.7083	-0.4175	0.4871	1.7955	0.5259	
0.39	1.9762	0.8411	-0.5512	0.7509	1.6052	1.0266	
0.4	2.1412	1.0222	-0.6902	0.9839	1.8389	1.3427	
0.41	2.2437	1.2917	-0.7766	1.1432	2.0726	1.6562	
0.42	2.1865	1.3966	-0.8347	1.3573	2.074	1.9621	
0.43	2.5821	1.4203	-0.7084	1.3358	2.1853	2.0102	
0.44	2.6469	1.6831	-0.741	1.3419	1.8846	1.8968	
0.45	2.5957	1.7524	-0.5948	1.4638	2.0271	1.4854	
0.46	2.3984	2.1256	-0.3826	1.7229	1.968	0.8934	
0.47	2.8674	2.2882	-0.1169	1.5256	1.6403	0.3654	
