0.01	0.9327	0.5505	0.1785	0.2603	
0.02	-0.7826	0.9963	0.3646	0.5377	
0.03	0.9626	1.3404	0.6136	0.752	
0.04	0.6576	1.1767	0.7038	0.9327	
0.05	-0.2017	0.7712	0.8557	1.0187	
0.06	1.7473	0.3948	1.0615	1.2408	
0.07	0.2652	-0.0514	1.1428	1.2421	
0.08	0.5588	-0.308	1.3268	1.2026	
0.09	1.8276	-0.2892	1.4322	1.1923	
0.1	0.0657	0.0294	1.6622	1.138	
0.11	1.4188	0.504	1.5672	1.1398	
0.12	1.4666	1.0455	1.8177	0.859	
0.13	0.1359	1.7272	1.7636	0.7328	
0.14	1.9105	2.1343	2.0116	0.5305	
0.15	0.8115	1.9335	1.8512	0.3473	
0.16	0.5192	1.7023	1.9241	0.1533	
0.17	2.1605	1.325	1.8855	0.0116	
0.18	0.1337	0.8017	1.7915	-0.1064	
0.19	1.0604	0.4266	1.742	-0.1935	
0.2	1.4181	0.2446	1.9212	-0.2398	
0.21	-0.278	0.3449	1.8827	-0.2581	
0.22	1.2556	0.7517	1.546	-0.1896	
0.23	0.4935	1.1352	1.7483	-0.0959	
0.24	-0.3588	1.6842	1.4928	0.0568	
0.25	1.288	2.1099	1.4755	0.2528	
0.26	-0.4429	2.1769	1.3949	0.4298	
0.27	-0.0972	2.1091	1.3779	0.6342	
0.28	0.8454	1.667	1.1476	0.853	
0.29	-1.0354	1.1267	1.0715	1.0936	
0.3	0.2389	0.6392	1.1439	1.5498	
0.31	-0.0397	0.3075	0.9352	1.7335	
0.32	-1.3362	0.204	0.879	1.7686	
0.33	0.384	0.3978	0.8713	1.9441	
0.34	-0.9584	0.7118	0.9226	2.0881	
0.35	-1.1433	1.2505	0.9064	2.0566	
0.36	0.2417	1.8427	0.9044	2.216	
0.37	-1.5712	2.0212	0.8134	2.0994	
0.38	-0.5116	1.8101	0.912	2.1737	
0.39	-0.1959	1.6174	0.9088	1.9288	
0.4	-1.8626	1.1065	0.9798	1.7999	
0.41	0.0836	0.5466	0.9729	1.5514	
0.42	-0.7248	0.002	1.0054	1.5206	
0.43	-1.2869	-0.3019	1.2404	1.1223	
0.44	0.4545	-0.3253	1.3458	1.0609	
0.45	-1.1749	-0.0423	1.4365	0.9041	
0.46	-0.4681	0.3641	1.4485	0.7406	
0.47	0.542	0.8992	1.7326	0.5851	
0.48	-1.079	1.1235	1.5495	0.4815	
0.49	0.4923	1.3426	2.0071	0.5343	
0.5	0.2473	1.1552	2.0458	0.4952	
0.51	-0.6433	0.7909	1.8889	0.5808	
0.52	1.2809	0.1819	2.0028	0.678	
0.53	-0.016	-0.3541	2.4567	0.9521	
0.54	0.2472	-0.8218	2.3123	0.9876	
0.55	1.6583	-0.8813	2.723	1.3059	
0.56	-0.1057	-0.897	2.7138	1.4623	
0.57	1.3087	-0.412	2.5836	1.8544	
0.58	1.5575	0.0401	2.6321	1.9824	
0.59	0.1416	0.4958	2.4932	2.2965	
0.6	1.881	0.8385	2.7651	2.1759	
0.61	1.117	0.8186	2.7415	2.5588	
0.62	0.7957	0.6085	2.7728	2.6905	
0.63	2.4325	0.1009	2.7704	2.8106	
0.64	0.6411	-0.4179	2.9134	2.9362	
0.65	1.4199	-0.905	2.7868	2.7487	
0.66	2.008	-1.2428	2.6292	2.6472	
0.67	0.375	-1.2639	2.5046	2.376	
0.68	2.2325	-0.8924	2.3059	2.0161	
0.69	1.4921	-0.3457	2.3098	1.9727	
0.7	0.5107	0.1934	2.0285	1.6565	
0.71	2.0782	0.6074	2.0843	1.6282	
0.72	0.6469	0.8536	1.639	1.323	
0.73	0.8229	0.877	1.7115	1.1497	
0.74	1.9367	0.4906	1.5411	1.0385	
0.75	-0.0891	0.0514	1.1811	0.9577	
0.76	1.2992	-0.4355	0.9918	0.7809	
0.77	0.944	-0.7868	0.9056	0.6746	
0.78	-0.4094	-0.8195	0.765	0.7422	
0.79	1.3005	-0.6957	0.5015	0.853	
0.8	0.0013	-0.213	0.3585	0.9043	
0.81	-0.2597	0.3453	0.2058	0.9536	
0.82	1.0405	0.9718	0.0701	1.3076	
0.83	-0.8479	1.3806	-0.0586	1.5043	
0.84	0.0748	1.5419	-0.1957	1.7555	
0.85	0.3911	1.4313	-0.3058	1.8614	
0.86	-1.271	1.0422	-0.4074	2.0871	
0.87	0.4065	0.5663	-0.5039	2.3438	
0.88	-0.3953	0.1384	-0.4841	2.3071	
0.89	-1.0858	-0.0901	-0.5569	2.6146	
0.9	0.565	-0.0327	-0.6715	2.6772	
0.91	-1.1715	0.277	-0.6468	2.6088	
0.92	-0.4897	0.9241	-0.7023	2.5614	
0.93	0.4492	1.424	-0.6203	2.4285	
0.94	-1.4353	1.9643	-0.6591	2.6115	
0.95	0.2213	2.0845	-0.6461	2.1163	
0.96	0.0067	2.3395	-0.5417	2.1478	
0.97	-1.058	1.9974	-0.5068	1.8224	
0.98	0.8865	1.6082	-0.4624	1.6346	
0.99	-0.3579	1.2707	-0.3751	1.3231	
1.0	-0.2795	0.8472	-0.3031	1.1582	
1.01	1.2795	0.6744	-0.2822	0.954	
1.02	-0.5577	0.7727	-0.1985	0.843	
1.03	0.7229	1.1461	-0.1317	0.6462	
1.04	1.0652	1.7389	-0.077	0.5218	
1.05	-0.2313	2.2614	-0.0355	0.493	
1.06	1.6859	2.6144	0.008	0.4236	
1.07	0.8606	2.7645	0.0425	0.4426	
1.08	0.4667	2.6033	0.0595	0.5844	
