0.01	0.2967	0.1514	0.2036	0.4951	0.049	0.1728	
0.02	0.5729	0.3173	0.3807	0.934	0.0898	0.3531	
0.03	0.7529	0.424	0.6024	1.1328	0.1365	0.5017	
0.04	0.952	0.5625	0.7577	1.3928	0.1633	0.7283	
0.05	1.1403	0.6565	0.9026	1.5508	0.2368	0.7534	
0.06	1.0838	0.8608	1.204	1.3788	0.2658	0.9821	
0.07	1.2279	1.0102	1.3642	1.1846	0.3547	0.9999	
0.08	1.1222	1.0319	1.5816	1.0395	0.335	1.2677	
0.09	1.0668	1.166	1.7807	0.7743	0.4471	1.2881	
0.1	0.8924	1.3435	1.8986	0.4489	0.4508	1.3366	
0.11	0.852	1.3837	1.9359	0.2394	0.5088	1.3847	
0.12	0.6283	1.392	1.8655	0.1531	0.5374	1.4157	
0.13	0.4152	1.4857	2.151	0.1936	0.6434	1.6161	
0.14	0.1845	1.4062	2.1541	0.3647	0.5597	1.5461	
0.15	0.0031	1.5549	2.3181	0.6294	0.676	1.6072	
0.16	-0.1604	1.6954	2.4052	0.9371	0.6806	1.5394	
0.17	-0.2974	1.6698	2.0952	1.3523	0.8701	1.2978	
0.18	-0.3537	1.4363	2.1518	1.8203	0.762	1.3155	
0.19	-0.342	1.5271	2.1614	1.8759	0.8131	1.3857	
0.2	-0.2939	1.6037	2.1034	2.2963	0.8057	1.3236	
0.21	-0.2199	1.6227	2.2266	2.3256	1.0029	1.0575	
0.22	-0.0626	1.4583	1.8139	2.2397	0.9308	1.15	
0.23	0.1427	1.3784	1.8639	1.8111	1.1334	1.025	
0.24	0.3861	1.3723	1.8847	1.388	0.9893	0.9046	
0.25	0.6079	1.289	1.5085	0.9377	1.0567	0.8077	
0.26	1.0039	1.1557	1.5505	0.5198	1.0812	0.7053	
0.27	1.1664	1.2065	1.541	0.12	1.1131	0.6395	
0.28	1.307	1.0392	1.3382	-0.1838	1.1355	0.5421	
0.29	1.5546	0.8829	1.1116	-0.3922	1.335	0.406	
0.3	1.7667	0.8187	0.9547	-0.4127	1.1144	0.3732	
0.31	2.0224	0.7104	0.8115	-0.3683	1.44	0.3481	
0.32	1.834	0.7075	0.6592	-0.1738	1.1246	0.3031	
0.33	1.8843	0.6979	0.458	0.109	1.563	0.2932	
0.34	2.0717	0.5267	0.3415	0.3581	1.3146	0.2835	
0.35	1.7781	0.4678	0.1776	0.6306	1.6212	0.2936	
0.36	1.8055	0.438	0.0354	0.8649	1.34	0.2876	
0.37	1.6345	0.3832	-0.1044	0.924	1.5741	0.3727	
0.38	1.3568	0.3779	-0.2413	0.9481	1.4521	0.4215	
0.39	1.1017	0.3736	-0.3772	0.6748	1.6246	0.4902	
0.4	0.9307	0.3193	-0.4917	0.3848	1.4191	0.5814	
0.41	0.7682	0.2924	-0.5309	0.0431	1.7452	0.7294	
0.42	0.5724	0.3104	-0.6595	-0.3914	1.6099	0.8459	
0.43	0.4511	0.3548	-0.6669	-0.8115	1.724	0.9766	
0.44	0.3802	0.3901	-0.7063	-1.0216	1.4879	1.0516	
0.45	0.3882	0.4341	-0.8527	-1.2878	1.8635	1.3667	
0.46	0.4261	0.412	-0.8955	-1.4049	1.5265	1.3757	
0.47	0.542	0.5248	-0.8259	-1.2751	2.0526	1.7269	
0.48	0.6407	0.5606	-0.7508	-1.0327	1.7299	1.8574	
0.49	0.8201	0.6104	-0.7335	-0.6317	1.8395	2.0151	
0.5	1.2029	0.8205	-0.8276	-0.2625	1.4932	2.1266	
0.51	1.4894	0.7802	-0.6985	0.2022	1.9223	2.3046	
0.52	1.7234	0.867	-0.7182	0.6118	1.612	2.2822	
0.53	1.9365	0.9882	-0.649	0.9353	1.9093	2.5493	
0.54	2.151	1.2342	-0.5515	1.038	1.622	2.3292	
0.55	2.5123	1.3231	-0.4509	1.1778	2.0901	2.5593	
0.56	2.4744	1.3972	-0.3105	1.1732	1.5922	2.5169	
0.57	2.3299	1.3888	-0.2418	0.9565	2.0355	2.5915	
0.58	2.8179	1.7665	-0.1061	0.7163	1.8417	2.805	
0.59	2.7529	1.9263	0.013	0.3979	2.0752	2.5947	
0.6	2.4828	2.0322	0.1351	0.175	1.8859	2.6194	
0.61	2.1456	1.9506	0.276	0.0165	2.2367	2.6989	
0.62	2.2811	1.9105	0.3878	-0.0311	1.8945	3.0066	
0.63	1.8772	2.1765	0.4864	0.0487	2.0749	2.8543	
0.64	1.8108	2.4082	0.6778	0.2724	1.646	2.646	
0.65	1.4541	2.5283	0.7881	0.6418	2.3159	2.4292	
0.66	1.2894	2.6181	0.9099	1.0222	1.6924	2.2034	
0.67	1.0334	2.3872	1.047	1.5388	2.0008	2.1378	
0.68	1.0071	2.6094	1.0776	2.1019	1.8361	2.1059	
0.69	0.8546	2.4114	1.2607	2.3326	2.3664	1.9689	
0.7	0.7219	2.8087	1.2858	2.5685	1.8717	1.8461	
0.71	0.8152	2.6698	1.2861	3.0243	2.2489	1.6875	
0.72	0.7997	2.8326	1.5887	2.919	1.5696	1.8403	
0.73	1.0214	2.4665	1.5537	2.5183	2.348	1.6329	
0.74	1.1594	2.3269	1.6639	2.3536	1.7671	1.4105	
0.75	1.3615	2.391	1.6047	2.0432	2.3169	1.3279	
0.76	1.5012	2.618	1.7565	1.5192	1.5242	1.1368	
0.77	1.8105	2.5794	1.7372	1.3865	1.9712	1.1833	
0.78	1.9214	2.0973	1.635	1.146	1.7282	1.0268	
0.79	2.0745	2.0002	1.8748	0.8776	2.0489	1.0667	
0.8	2.7305	2.1493	1.9084	0.8865	1.6939	0.9764	
0.81	2.7918	2.0937	1.7706	1.086	2.2122	0.8205	
0.82	2.9155	1.9303	1.8409	1.2912	1.4648	0.8177	
0.83	2.8165	1.8367	1.6193	1.6762	2.1533	0.8629	
0.84	2.9836	1.6064	1.5482	1.8742	1.4913	0.8808	
0.85	2.8585	1.4684	1.4977	2.0204	2.1765	0.8955	
0.86	2.6402	1.4373	1.4651	2.4393	1.3795	0.9479	
0.87	2.638	1.1968	1.6276	2.6474	2.1768	1.0434	
0.88	2.1814	1.2694	1.5375	2.1536	1.4922	1.1462	
0.89	2.0843	0.977	1.4882	2.3384	1.8721	1.1726	
0.9	1.7653	0.9249	1.2638	1.8007	1.4466	1.3233	
0.91	1.5568	0.9115	1.4122	1.4614	2.092	1.3541	
0.92	1.3752	0.7574	1.3332	0.9041	1.3645	1.4835	
0.93	1.1753	0.6055	1.1732	0.4661	1.8987	1.5279	
0.94	0.9505	0.5334	1.2715	0.0751	1.2513	1.6763	
0.95	0.9563	0.482	1.0611	-0.221	1.9673	1.9846	
0.96	0.8242	0.4359	1.0548	-0.3945	1.2529	1.9774	
0.97	0.9048	0.3303	0.9954	-0.4451	1.8849	2.2013	
0.98	0.971	0.2882	1.0682	-0.3407	1.2318	1.954	
0.99	1.0824	0.2862	0.9686	-0.1513	1.845	2.3733	
