0.01	0.286	
0.02	0.5557	
0.03	0.7361	
0.04	1.0184	
0.05	1.3363	
0.06	1.4055	
0.07	1.5748	
0.08	1.5753	
0.09	1.686	
0.1	1.9113	
0.11	1.9809	
0.12	2.1461	
0.13	1.899	
0.14	1.9261	
0.15	1.6824	
0.16	1.6118	
0.17	1.4959	
0.18	1.5393	
0.19	1.3543	
0.2	1.1801	
0.21	0.9983	
0.22	0.767	
0.23	0.5145	
0.24	0.3299	
0.25	0.1655	
0.26	-0.0048	
0.27	-0.1632	
0.28	-0.3241	
0.29	-0.4694	
0.3	-0.5018	
0.31	-0.6016	
0.32	-0.7414	
0.33	-0.6924	
0.34	-0.6702	
0.35	-0.7785	
0.36	-0.7158	
0.37	-0.6326	
0.38	-0.5332	
0.39	-0.4867	
0.4	-0.3871	
0.41	-0.2886	
0.42	-0.1892	
0.43	-0.0986	
0.44	-0.0011	
0.45	0.0994	
0.46	0.1762	
0.47	0.2595	
0.48	0.354	
0.49	0.432	
0.5	0.4413	
0.51	0.4992	
0.52	0.4649	
0.53	0.5462	
0.54	0.4858	
0.55	0.4663	
0.56	0.4273	
0.57	0.3996	
0.58	0.3108	
0.59	0.2648	
0.6	0.2081	
0.61	0.1625	
0.62	0.1002	
0.63	0.065	
0.64	0.0275	
0.65	0.0079	
0.66	0.0019	
0.67	0.0131	
0.68	0.0383	
0.69	0.0882	
0.7	0.1664	
0.71	0.2299	
0.72	0.3084	
0.73	0.4442	
0.74	0.6294	
0.75	0.7401	
0.76	0.8416	
0.77	1.0007	
0.78	1.3311	
0.79	1.3217	
0.8	1.3985	
0.81	1.8139	
0.82	1.6709	
0.83	1.8795	
0.84	1.9138	
0.85	2.2068	
0.86	2.4698	
0.87	2.3892	
0.88	2.0914	
0.89	2.328	
0.9	2.4781	
0.91	2.3192	
0.92	2.2439	
0.93	2.1199	
0.94	1.7488	
0.95	1.638	
0.96	1.2961	
0.97	1.194	
0.98	0.9241	
0.99	0.7012	
1.0	0.5515	
1.01	0.2805	
1.02	0.043	
1.03	-0.1794	
1.04	-0.3595	
1.05	-0.5876	
1.06	-0.7281	
1.07	-0.8656	
1.08	-1.0436	
1.09	-1.0553	
1.1	-1.1703	
1.11	-1.1561	
1.12	-1.2035	
1.13	-1.0779	
1.14	-1.014	
1.15	-0.8509	
1.16	-0.7282	
1.17	-0.6371	
1.18	-0.4389	
1.19	-0.1848	
1.2	0.0291	
1.21	0.2819	
1.22	0.533	
1.23	0.7781	
1.24	1.0671	
1.25	1.1683	
1.26	1.4539	
1.27	1.4776	
1.28	1.8443	
1.29	2.0518	
1.3	2.0175	
1.31	2.3966	
1.32	2.3982	
1.33	2.288	
1.34	2.5587	
1.35	2.1782	
1.36	2.4018	
1.37	2.1371	
1.38	2.1076	
1.39	2.3128	
1.4	2.1927	
1.41	2.0628	
1.42	1.8784	
1.43	1.8157	
1.44	1.6072	
1.45	1.2837	
1.46	1.2336	
1.47	1.1403	
1.48	1.0236	
1.49	0.9227	
1.5	0.7882	
1.51	0.813	
1.52	0.665	
1.53	0.5859	
1.54	0.6386	
1.55	0.6151	
1.56	0.6733	
1.57	0.6885	
1.58	0.6845	
1.59	0.6983	
1.6	0.7453	
1.61	0.8403	
1.62	0.9228	
1.63	0.9002	
1.64	1.0429	
1.65	0.9471	
1.66	1.0789	
1.67	1.0964	
1.68	1.0978	
1.69	1.1639	
1.7	1.2374	
1.71	1.1622	
1.72	1.0657	
1.73	0.9831	
1.74	0.9573	
1.75	0.7757	
1.76	0.6927	
1.77	0.6378	
1.78	0.4999	
1.79	0.4672	
1.8	0.3057	
1.81	0.2121	
1.82	0.1029	
1.83	0.003	
1.84	-0.085	
1.85	-0.1409	
1.86	-0.1783	
1.87	-0.1995	
1.88	-0.2072	
1.89	-0.1868	
1.9	-0.148	
1.91	-0.0899	
1.92	0.0112	
1.93	0.1397	
1.94	0.2908	
1.95	0.4225	
1.96	0.6668	
1.97	0.8679	
1.98	0.9438	
1.99	1.2464	
2.0	1.4957	
2.01	1.6573	
2.02	1.6904	
2.03	2.1974	
2.04	2.4316	
2.05	2.3002	
2.06	2.3948	
2.07	2.6551	
2.08	3.0016	
2.09	2.7379	
2.1	2.7833	
2.11	2.8072	
2.12	2.6168	
2.13	2.6951	
2.14	2.8948	
2.15	2.587	
2.16	2.4943	
2.17	2.0692	
2.18	2.176	
2.19	1.7758	
2.2	1.5973	
2.21	1.4272	
2.22	1.0638	
2.23	0.7907	
2.24	0.5817	
2.25	0.3265	
2.26	0.0682	
2.27	-0.1463	
2.28	-0.3646	
2.29	-0.5465	
2.3	-0.638	
2.31	-0.7104	
2.32	-0.8456	
2.33	-0.8609	
2.34	-0.9761	
2.35	-0.9076	
2.36	-0.8801	
2.37	-0.8205	
2.38	-0.7511	
2.39	-0.5984	
2.4	-0.4275	
2.41	-0.2936	
2.42	-0.1378	
2.43	0.0354	
2.44	0.2033	
2.45	0.3954	
2.46	0.5778	
2.47	0.8117	
2.48	0.9995	
2.49	1.0602	
2.5	1.213	
2.51	1.1888	
2.52	1.3935	
2.53	1.44	
2.54	1.6983	
2.55	1.5007	
2.56	1.4725	
2.57	1.7337	
2.58	1.7127	
2.59	1.3798	
2.6	1.4198	
2.61	1.2687	
2.62	1.3232	
2.63	1.3394	
2.64	1.1288	
2.65	1.0156	
2.66	1.0594	
2.67	0.9713	
2.68	0.8099	
2.69	0.7615	
2.7	0.7272	
2.71	0.7029	
2.72	0.5959	
2.73	0.614	
2.74	0.5967	
2.75	0.6433	
2.76	0.6507	
2.77	0.8045	
2.78	0.7299	
2.79	0.9446	
2.8	0.8461	
2.81	1.0446	
2.82	1.1648	
2.83	1.2167	
2.84	1.232	
2.85	1.1541	
2.86	1.3517	
2.87	1.3752	
2.88	1.2796	
2.89	1.3515	
2.9	1.207	
2.91	1.2172	
2.92	0.9881	
2.93	0.9287	
2.94	0.864	
2.95	0.7708	
2.96	0.6254	
2.97	0.4122	
2.98	0.2685	
2.99	0.0738	
3.0	-0.1138	
3.01	-0.2742	
3.02	-0.5001	
3.03	-0.6427	
3.04	-0.8569	
3.05	-0.9109	
3.06	-1.0672	
3.07	-1.1936	
3.08	-1.3543	
3.09	-1.3127	
3.1	-1.4404	
3.11	-1.502	
3.12	-1.3597	
3.13	-1.1972	
3.14	-1.1719	
3.15	-0.9956	
3.16	-0.9579	
3.17	-0.6796	
3.18	-0.4846	
3.19	-0.3265	
3.2	-0.0842	
3.21	0.1457	
3.22	0.3616	
3.23	0.6702	
3.24	0.8235	
3.25	1.1295	
3.26	1.2882	
3.27	1.4253	
3.28	1.725	
3.29	1.8123	
3.3	1.9151	
3.31	2.0576	
3.32	2.0273	
3.33	2.2742	
3.34	1.9778	
3.35	2.2858	
3.36	2.0123	
3.37	1.79	
3.38	1.8044	
3.39	1.7644	
3.4	1.3311	
3.41	1.3565	
3.42	1.0362	
3.43	0.8042	
3.44	0.5617	
3.45	0.3162	
3.46	0.0904	
3.47	-0.1384	
3.48	-0.3388	
3.49	-0.5639	
3.5	-0.6658	
3.51	-0.8714	
3.52	-1.0699	
3.53	-1.1461	
3.54	-1.2695	
3.55	-1.2648	
3.56	-1.4024	
3.57	-1.3283	
3.58	-1.4259	
3.59	-1.3823	
3.6	-1.2725	
3.61	-1.1054	
3.62	-1.1292	
3.63	-1.0928	
3.64	-0.9625	
3.65	-0.7252	
3.66	-0.6509	
3.67	-0.5764	
3.68	-0.4605	
3.69	-0.3521	
3.7	-0.2306	
3.71	-0.1754	
3.72	-0.1069	
3.73	-0.0613	
3.74	-0.0205	
3.75	-0.0042	
3.76	-0.002	
3.77	-0.0148	
3.78	-0.0454	
3.79	-0.086	
3.8	-0.1292	
3.81	-0.1786	
3.82	-0.2345	
3.83	-0.3448	
3.84	-0.4076	
3.85	-0.4207	
3.86	-0.5464	
3.87	-0.5731	
3.88	-0.5913	
3.89	-0.6678	
3.9	-0.662	
3.91	-0.6653	
3.92	-0.6036	
3.93	-0.6148	
3.94	-0.5406	
3.95	-0.474	
3.96	-0.3398	
3.97	-0.2534	
3.98	-0.1665	
3.99	-0.0398	
4.0	0.0888	
4.01	0.1961	
4.02	0.3055	
4.03	0.415	
4.04	0.5809	
4.05	0.6417	
4.06	0.7274	
4.07	0.7473	
4.08	0.8703	
4.09	0.8105	
4.1	0.8097	
4.11	0.7807	
4.12	0.827	
4.13	0.712	
4.14	0.6122	
4.15	0.5136	
4.16	0.3517	
4.17	0.1459	
4.18	-0.0496	
4.19	-0.2735	
4.2	-0.4595	
4.21	-0.745	
4.22	-0.9073	
4.23	-1.0896	
4.24	-1.4437	
4.25	-1.6818	
4.26	-1.8557	
4.27	-1.9598	
4.28	-2.3914	
4.29	-2.3982	
4.3	-2.3696	
4.31	-2.3864	
4.32	-2.4815	
4.33	-2.4288	
4.34	-2.5665	
4.35	-2.6635	
4.36	-2.6547	
4.37	-2.3459	
4.38	-2.4231	
4.39	-2.1907	
4.4	-1.8787	
