0.01	0.2698	0.1899	0.468	0.4875	0.2144	0.731	
0.02	0.518	0.378	0.8139	0.7736	0.4143	1.1189	
0.03	0.8318	0.6443	1.0329	1.0892	0.6767	1.0387	
0.04	0.943	0.7813	1.2649	1.1017	0.7808	0.5398	
0.05	1.2585	0.8868	1.2891	1.0558	0.9703	-0.1069	
0.06	1.2083	1.1394	1.1536	0.6697	1.1009	-0.6656	
0.07	1.436	1.1904	0.902	0.322	1.3047	-0.8081	
0.08	1.4041	1.4835	0.6418	-0.0763	1.3749	-0.442	
0.09	1.5146	1.6273	0.3029	-0.4312	1.5878	0.2325	
0.1	1.4004	1.6464	-0.0001	-0.5436	1.7866	0.9496	
0.11	1.38	1.8169	-0.2114	-0.5065	1.6952	1.439	
0.12	1.3001	2.0979	-0.2805	-0.3868	1.6176	1.3588	
0.13	1.0178	2.1773	-0.1954	0.0017	1.8033	0.9651	
0.14	0.8062	2.1357	0.0086	0.4821	1.5728	0.3007	
0.15	0.7031	2.1264	0.3559	0.9657	1.7641	-0.2469	
0.16	0.5823	1.9595	0.7738	1.3788	1.6716	-0.4231	
0.17	0.4471	2.0993	1.1629	1.4449	1.5555	-0.1927	
0.18	0.2547	2.1049	1.593	1.7435	1.4053	0.4114	
0.19	0.1874	2.2723	1.7653	1.6086	1.2782	1.0121	
0.2	0.1008	2.2734	2.2335	1.22	1.3126	1.5581	
0.21	0.0759	1.9753	2.0065	0.9136	1.0229	1.5511	
0.22	0.0978	1.8161	2.088	0.4934	1.0197	1.3995	
0.23	0.168	1.7026	1.7922	0.1843	1.0059	0.7143	
0.24	0.2803	1.6571	1.4734	-0.0363	0.8481	0.1282	
0.25	0.4232	1.7169	1.0446	-0.0634	0.7007	-0.134	
0.26	0.5445	1.4543	0.7452	0.0856	0.6187	0.031	
0.27	0.7883	1.3385	0.4508	0.4257	0.6285	0.5795	
0.28	1.0775	1.0626	0.2929	0.7904	0.6683	1.282	
0.29	1.1576	1.0594	0.2747	1.4236	0.6608	1.6452	
0.3	1.5157	0.8296	0.3851	1.5911	0.626	2.081	
0.31	1.6069	0.687	0.6091	1.8817	0.6126	1.6821	
0.32	2.1287	0.5354	0.9367	2.2742	0.8144	1.1282	
0.33	2.0598	0.2959	1.3065	1.9906	0.8048	0.4209	
0.34	2.1422	0.1456	1.4997	1.8311	0.8883	0.1246	
0.35	2.3831	-0.0142	1.7921	1.4008	0.978	0.1919	
0.36	2.5291	-0.1909	2.0242	0.9991	1.2875	0.7234	
0.37	2.7042	-0.3361	2.1352	0.6256	1.2669	1.3515	
0.38	2.4239	-0.4969	2.2223	0.4109	1.6521	1.8922	
0.39	2.3714	-0.6648	1.9015	0.2952	1.8032	2.2308	
0.4	2.4932	-0.7637	1.6239	0.4463	1.9246	1.7777	
0.41	2.2742	-0.9191	1.3222	0.657	1.9374	1.4653	
0.42	2.052	-0.883	0.7946	1.1796	2.0753	0.6854	
0.43	1.8745	-1.1071	0.5162	1.4613	2.2543	0.3651	
0.44	1.601	-1.2126	0.2276	1.8323	2.6856	0.3547	
0.45	1.3183	-1.2445	0.0496	2.4135	2.6894	0.7534	
0.46	1.0725	-1.3693	0.0284	2.3807	2.8586	1.4688	
0.47	0.8949	-1.2291	0.1377	2.4627	2.8731	1.9709	
0.48	0.8117	-1.1738	0.394	2.08	2.9693	2.3746	
0.49	0.6242	-1.3144	0.6399	1.888	3.0564	2.0031	
0.5	0.5971	-1.3289	1.0724	1.4995	2.9784	1.5555	
0.51	0.537	-1.1383	1.26	1.05	2.7322	1.0379	
0.52	0.5394	-1.0984	1.5152	0.7006	2.8467	0.4884	
0.53	0.5125	-1.1329	1.5757	0.6056	2.8932	0.3995	
0.54	0.642	-1.0661	1.6144	0.5808	2.4721	0.8495	
0.55	0.7964	-0.978	1.4768	0.9087	2.3135	1.5466	
0.56	0.9323	-0.7687	1.3134	1.1323	2.4067	2.127	
0.57	1.0989	-0.752	0.8251	1.7121	2.1354	2.5686	
0.58	1.204	-0.5688	0.4449	2.1852	2.0999	2.0731	
0.59	1.4494	-0.4185	-0.0022	2.6	1.7599	1.9295	
0.6	1.7826	-0.3101	-0.3343	2.6906	1.6897	1.1086	
0.61	1.884	-0.1325	-0.5422	2.5168	1.2889	0.595	
0.62	1.8281	0.0309	-0.6678	2.2468	1.2785	0.4104	
0.63	2.155	0.1878	-0.6113	2.0753	1.0866	0.7096	
0.64	2.0926	0.389	-0.5236	1.6376	0.8529	1.301	
0.65	2.1516	0.5009	-0.2114	1.2369	0.7046	1.9425	
0.66	2.3759	0.6354	0.0956	0.8904	0.619	2.545	
0.67	2.121	0.8784	0.4288	0.661	0.4696	2.48	
0.68	1.8844	1.0215	0.7178	0.7094	0.3546	1.9149	
0.69	2.0773	1.1126	0.9558	0.9523	0.2586	1.0969	
0.7	1.8786	1.3421	0.9327	1.1983	0.2027	0.6498	
0.71	1.4156	1.4739	0.9416	1.6622	0.1654	0.3742	
0.72	1.4419	1.579	0.7295	2.1398	0.151	0.6544	
0.73	0.9943	1.6027	0.3438	2.52	0.1566	1.091	
0.74	0.9262	1.9593	-0.0278	2.3658	0.2161	1.8623	
0.75	0.5489	1.7901	-0.4522	2.3837	0.2509	2.3686	
0.76	0.4069	1.8804	-0.7298	2.4565	0.2914	2.51	
0.77	0.1757	2.049	-1.0811	2.0599	0.4246	2.0089	
0.78	-0.0033	2.2197	-1.1753	1.4534	0.4853	1.1784	
0.79	-0.1438	2.1908	-1.1877	1.1925	0.6237	0.6565	
0.8	-0.2487	2.1503	-1.1635	0.7655	0.6778	0.3136	
0.81	-0.2807	2.1815	-0.8904	0.5431	0.7927	0.4274	
0.82	-0.2948	2.2461	-0.4944	0.5486	0.844	0.8974	
0.83	-0.2516	2.3271	-0.1261	0.6887	1.0338	1.5434	
0.84	-0.1691	2.0567	0.26	1.0189	1.0366	2.132	
0.85	-0.0496	2.32	0.4971	1.5467	1.1313	2.1533	
0.86	0.0936	2.1935	0.6509	1.8461	1.2048	1.8811	
0.87	0.272	2.0511	0.6969	2.2131	1.2224	1.2159	
0.88	0.4564	1.833	0.6399	2.3568	1.1397	0.5275	
0.89	0.5674	1.7297	0.4193	2.476	1.117	0.2137	
0.9	0.7708	1.6469	0.0856	2.4818	1.2508	0.2746	
0.91	0.8808	1.6413	-0.2624	2.037	1.1458	0.7747	
