0.01	1.15	0.1787	
0.02	0.2452	0.3623	
0.03	-0.2743	0.5188	
0.04	1.3469	0.7102	
0.05	1.7007	0.838	
0.06	0.5011	0.9668	
0.07	0.4678	1.0049	
0.08	1.9666	1.0777	
0.09	1.7077	1.2568	
0.1	0.2064	1.4862	
0.11	0.5381	1.6092	
0.12	1.6017	1.4083	
0.13	0.858	1.5514	
0.14	-0.5145	1.7075	
0.15	0.2371	1.5643	
0.16	1.0441	1.5087	
0.17	-0.3512	1.6687	
0.18	-1.197	1.4952	
0.19	0.0038	1.5322	
0.2	0.4082	1.4087	
0.21	-1.0688	1.2833	
0.22	-1.1301	1.3364	
0.23	0.3352	1.3652	
0.24	0.2936	1.2168	
0.25	-0.9864	1.0078	
0.26	-0.4049	1.1067	
0.27	1.0821	0.9511	
0.28	0.7194	0.8838	
0.29	-0.2888	0.8123	
0.3	0.9932	0.7477	
0.31	2.3366	0.5563	
0.32	1.1117	0.5816	
0.33	0.5723	0.5458	
0.34	2.1612	0.438	
0.35	2.3744	0.4863	
0.36	1.2386	0.4804	
0.37	0.965	0.4335	
0.38	2.3733	0.4393	
0.39	2.0354	0.5377	
0.4	0.6085	0.5702	
0.41	0.8174	0.5908	
0.42	2.0958	0.757	
0.43	1.2121	0.7913	
0.44	-0.2973	0.9552	
0.45	0.482	1.0486	
0.46	1.2486	1.1435	
0.47	0.013	1.2643	
0.48	-0.8147	1.4601	
0.49	0.3876	1.4587	
0.5	0.7985	1.7641	
0.51	-0.5834	1.9556	
0.52	-0.7735	2.053	
0.53	0.7693	2.2108	
0.54	0.9142	2.0618	
0.55	-0.3676	2.4956	
0.56	0.1841	2.2627	
0.57	1.6423	2.2993	
0.58	1.4317	2.6715	
0.59	0.328	2.7656	
0.6	1.3521	2.9842	
0.61	2.6385	2.5074	
0.62	1.8271	2.8497	
0.63	0.939	3.0854	
0.64	2.4645	3.0651	
0.65	2.6117	2.5856	
0.66	1.4987	2.7544	
0.67	1.0382	2.7741	
0.68	2.3156	2.4943	
0.69	2.0675	2.8316	
0.7	0.5174	2.4799	
0.71	0.6853	2.5489	
0.72	1.7303	2.2398	
0.73	0.9381	2.156	
0.74	-0.4603	2.1265	
0.75	0.2951	1.8543	
0.76	1.0587	1.8264	
0.77	-0.1027	1.7792	
0.78	-0.9325	1.6166	
0.79	0.255	1.4506	
0.8	0.8884	1.3241	
0.81	-0.5214	1.0385	
0.82	-0.6771	0.9179	
0.83	0.8432	0.8322	
0.84	1.091	0.865	
0.85	-0.2544	0.7036	
0.86	0.2643	0.6691	
0.87	1.9808	0.595	
0.88	1.3645	0.5991	
0.89	0.3657	0.4989	
0.9	1.2886	0.5631	
0.91	2.432	0.5469	
0.92	1.4816	0.6048	
0.93	0.8094	0.5612	
0.94	1.8971	0.6582	
0.95	2.5703	0.6735	
0.96	0.9611	0.7892	
0.97	0.5984	0.8621	
0.98	1.9066	0.8661	
0.99	1.5576	1.0833	
1.0	-0.0621	1.1491	
1.01	0.0404	1.2589	
1.02	1.1401	1.3299	
1.03	0.3463	1.3756	
1.04	-1.0458	1.4162	
1.05	-0.4301	1.4278	
1.06	0.5719	1.4701	
1.07	-0.6545	1.6712	
1.08	-1.6377	1.8041	
1.09	-0.256	1.8237	
1.1	0.3863	1.653	
1.11	-0.8531	1.7978	
1.12	-1.1302	1.7627	
1.13	0.5828	1.9526	
1.14	0.7464	1.632	
1.15	-0.6083	1.7099	
1.16	-0.0628	1.7888	
1.17	1.5182	1.6714	
1.18	1.1702	1.4463	
1.19	-0.0651	1.4185	
1.2	0.9161	1.4387	
1.21	2.0715	1.1316	
1.22	0.9048	1.0737	
1.23	0.0883	0.9798	
1.24	1.1829	0.7569	
1.25	1.6677	0.5991	
1.26	0.1807	0.4479	
1.27	-0.2876	0.3353	
1.28	0.8506	0.1755	
1.29	0.7123	0.0158	
1.3	-1.0008	-0.1192	
1.31	-0.996	-0.2631	
1.32	0.2498	-0.4028	
1.33	-0.6009	-0.5755	
1.34	-1.9633	-0.5994	
1.35	-1.2223	-0.7189	
1.36	-0.237	-0.8227	
1.37	-1.2894	-0.8332	
1.38	-2.0674	-1.0516	
1.39	-0.8776	-0.9954	
1.4	-0.1976	-0.9786	
1.41	-1.367	-0.9354	
1.42	-1.4994	-1.0489	
1.43	0.0417	-0.9739	
1.44	0.2722	-0.9747	
1.45	-1.1023	-0.9799	
1.46	-0.524	-0.946	
1.47	0.9669	-0.8595	
1.48	0.5296	-0.755	
1.49	-0.6735	-0.5911	
1.5	0.2943	-0.5438	
1.51	1.4403	-0.3974	
1.52	0.28	-0.3372	
1.53	-0.7382	-0.2228	
1.54	0.4324	-0.1262	
1.55	0.994	-0.0246	
1.56	-0.6602	0.0646	
1.57	-1.214	0.1461	
1.58	-0.0061	0.2052	
1.59	-0.2126	0.2753	
1.6	-2.0647	0.3365	
1.61	-1.7324	0.4137	
1.62	-0.6496	0.4057	
1.63	-1.2593	0.3992	
1.64	-2.7298	0.4504	
1.65	-1.9375	0.4633	
1.66	-0.9046	0.3741	
1.67	-1.8084	0.3609	
1.68	-2.8037	0.3399	
1.69	-1.4229	0.2305	
1.7	-0.5566	0.1604	
1.71	-1.7846	0.0641	
1.72	-2.0701	-0.0362	
1.73	-0.2197	-0.1476	
1.74	0.0471	-0.2461	
1.75	-1.3536	-0.3924	
1.76	-0.8641	-0.4732	
1.77	0.769	-0.5879	
1.78	0.2829	-0.7882	
1.79	-1.0158	-0.9054	
1.8	-0.1241	-0.9522	
1.81	1.0581	-1.1236	
1.82	-0.1462	-1.1954	
1.83	-1.2366	-1.3262	
1.84	-0.1176	-1.316	
1.85	0.3544	-1.5594	
1.86	-1.1962	-1.4363	
1.87	-1.9299	-1.6305	
1.88	-0.5766	-1.6687	
1.89	-0.707	-1.5573	
1.9	-2.3697	-1.6041	
1.91	-2.1843	-1.7416	
1.92	-0.9376	-1.7415	
1.93	-1.5894	-1.5432	
1.94	-3.1682	-1.4522	
1.95	-2.1247	-1.4846	
1.96	-0.9419	-1.3565	
1.97	-2.0085	-1.239	
1.98	-2.5585	-1.2709	
1.99	-1.3155	-1.1146	
2.0	-0.3321	-0.8311	
2.01	-1.3575	-0.8393	
2.02	-1.7538	-0.689	
2.03	0.0047	-0.5226	
2.04	0.2943	-0.3881	
2.05	-0.9314	-0.2528	
2.06	-0.6444	-0.127	
2.07	0.9702	-0.0148	
2.08	0.4559	0.0974	
2.09	-0.9063	0.1963	
2.1	-0.0887	0.2787	
2.11	0.9883	0.4068	
2.12	-0.1193	0.4294	
2.13	-1.1679	0.4951	
2.14	-0.1847	0.4966	
2.15	0.3622	0.5307	
2.16	-1.3471	0.5682	
2.17	-1.7553	0.5869	
2.18	-0.5694	0.4977	
2.19	-0.5852	0.5135	
2.2	-2.4212	0.4305	
2.21	-2.3695	0.4055	
2.22	-0.7267	0.3347	
2.23	-1.1398	0.2283	
2.24	-2.6102	0.1662	
2.25	-1.8344	0.0636	
2.26	-0.3816	-0.0427	
2.27	-1.2301	-0.1622	
2.28	-2.0138	-0.2509	
2.29	-0.6029	-0.3737	
2.3	0.3418	-0.4846	
2.31	-0.695	-0.6049	
2.32	-1.0162	-0.6905	
2.33	0.7594	-0.8402	
2.34	1.0324	-0.7842	
2.35	-0.2691	-0.9377	
2.36	-0.011	-1.005	
2.37	1.3971	-1.0653	
2.38	0.968	-1.0754	
2.39	-0.2937	-1.0601	
2.4	0.354	-1.1148	
2.41	1.5028	-1.0186	
2.42	0.2942	-1.1619	
2.43	-0.8811	-0.9413	
2.44	0.1642	-0.9014	
2.45	0.7357	-0.9379	
2.46	-0.7614	-0.8792	
2.47	-1.4338	-0.784	
2.48	-0.1615	-0.6692	
2.49	-0.1215	-0.5312	
2.5	-1.5335	-0.3646	
2.51	-1.7438	-0.2664	
2.52	-0.1241	-0.1529	
2.53	-0.5273	-0.0101	
2.54	-1.7667	0.1247	
2.55	-0.9709	0.2417	
2.56	0.4471	0.3446	
2.57	-0.3076	0.5073	
2.58	-1.1516	0.6115	
2.59	0.3717	0.677	
2.6	1.4545	0.7332	
2.61	0.2743	0.9211	
2.62	-0.0158	1.0301	
2.63	1.4924	0.9826	
2.64	2.0796	1.0814	
2.65	0.5257	1.079	
2.66	0.7726	1.1163	
2.67	2.2851	1.1098	
2.68	1.9081	1.0252	
2.69	0.2854	0.9925	
2.7	0.9507	0.9738	
2.71	1.847	0.8368	
2.72	0.7891	0.8239	
2.73	-0.415	0.6252	
2.74	0.5543	0.518	
2.75	1.1984	0.4596	
2.76	-0.3685	0.297	
2.77	-0.8995	0.2178	
2.78	0.3417	0.0684	
2.79	0.4796	-0.0603	
2.8	-1.0795	-0.2124	
2.81	-1.0211	-0.3204	
2.82	0.5406	-0.4525	
2.83	0.2742	-0.6215	
2.84	-0.9012	-0.7194	
2.85	-0.0849	-0.8481	
2.86	1.3019	-0.8934	
2.87	0.619	-0.9698	
2.88	-0.1727	-1.0007	
2.89	1.1623	-0.9759	
2.9	2.016	-1.1943	
2.91	1.0485	-1.0706	
2.92	0.6862	-1.2702	
2.93	2.3483	-1.1007	
2.94	2.4257	-1.0828	
2.95	1.1706	-1.0229	
2.96	1.3396	-1.1218	
2.97	2.6708	-0.9662	
2.98	2.1789	-0.904	
2.99	0.6037	-0.8816	
3.0	1.1018	-0.7996	
3.01	2.1898	-0.6972	
3.02	1.0076	-0.5411	
3.03	-0.2101	-0.4394	
3.04	0.8073	-0.3543	
3.05	1.4567	-0.2513	
3.06	-0.1117	-0.1377	
3.07	-0.7545	-0.0458	
3.08	0.562	0.0493	
3.09	0.7151	0.126	
3.1	-0.7664	0.2184	
3.11	-0.6098	0.2808	
3.12	1.0042	0.3187	
3.13	0.7573	0.3756	
3.14	-0.4931	0.4112	
3.15	0.4044	0.3588	
3.16	1.6758	0.3621	
3.17	1.228	0.3897	
3.18	0.288	0.3554	
3.19	1.5796	0.2792	
3.2	2.8074	0.2262	
3.21	1.5185	0.1336	
3.22	0.9572	0.0452	
3.23	2.4731	-0.0505	
3.24	2.7428	-0.1783	
3.25	1.3246	-0.2893	
3.26	1.1322	-0.4041	
3.27	2.7738	-0.5876	
3.28	1.8486	-0.756	
3.29	0.398	-0.7983	
3.3	0.8525	-1.0844	
3.31	1.8702	-1.2021	
3.32	0.722	-1.2776	
3.33	-0.5117	-1.3045	
3.34	0.3806	-1.5659	
3.35	1.137	-1.5713	
3.36	-0.3548	-1.6526	
3.37	-0.9484	-1.8249	
3.38	0.3508	-1.7959	
3.39	0.6234	-2.1714	
3.4	-0.8504	-1.8603	
3.41	-0.6273	-2.0858	
3.42	0.8458	-1.8892	
3.43	0.7943	-2.0011	
3.44	-0.5068	-1.9423	
3.45	0.3371	-2.1966	
3.46	1.9019	-2.0165	
3.47	1.042	-1.834	
3.48	0.1917	-1.7554	
3.49	1.4053	-1.6931	
3.5	2.2653	-1.589	
3.51	1.1574	-1.4486	
3.52	0.6808	-1.58	
3.53	2.1199	-1.2563	
3.54	2.1761	-1.2841	
3.55	0.6604	-1.0391	
3.56	0.5691	-1.0878	
3.57	1.7299	-0.9132	
3.58	1.2931	-0.8219	
3.59	-0.2941	-0.6613	
3.6	0.0756	-0.5538	
3.61	1.1484	-0.4525	
3.62	0.0122	-0.3931	
3.63	-1.3982	-0.3779	
3.64	-0.3517	-0.2729	
3.65	0.3662	-0.2352	
3.66	-0.9976	-0.2084	
3.67	-1.4949	-0.1948	
3.68	-0.2301	-0.2208	
3.69	0.1177	-0.2383	
3.7	-1.3611	-0.254	
3.71	-1.2671	-0.2696	
3.72	0.5106	-0.343	
