0.01	0.1683	0.1849	0.2202	0.3402	0.2682	
0.02	0.3319	0.3462	0.4365	0.7177	0.4607	
0.03	0.5093	0.5568	0.6564	0.8691	0.6903	
0.04	0.7064	0.6926	0.83	1.156	1.0522	
0.05	0.7349	0.9213	0.9538	1.4622	1.1634	
0.06	0.8768	1.0663	1.0585	1.3633	1.3267	
0.07	1.0433	1.0552	1.3	1.4071	1.7563	
0.08	1.315	1.3081	1.4641	1.5074	1.6692	
0.09	1.2836	1.2055	1.6097	1.3216	1.9204	
0.1	1.5465	1.3046	1.8963	1.2367	1.9975	
0.11	1.4585	1.213	1.9512	1.1545	2.1476	
0.12	1.5032	1.4189	2.1055	0.9762	2.0306	
0.13	1.6336	1.2945	2.0904	0.6543	2.5223	
0.14	1.5408	1.3877	1.8536	0.4959	2.1553	
0.15	1.6833	1.3257	2.2386	0.322	2.2277	
0.16	1.8643	1.1515	1.9979	0.2259	2.1375	
0.17	1.7695	1.095	2.0086	0.1609	2.0706	
0.18	1.6803	0.9212	2.1992	0.1684	2.0436	
0.19	1.7292	0.8249	2.1249	0.2393	2.2515	
0.2	1.7891	0.6463	1.9673	0.3552	2.0705	
0.21	1.7892	0.5358	2.1066	0.5536	1.9232	
0.22	1.6159	0.4583	1.8002	0.7655	1.7205	
0.23	1.6865	0.2928	1.6686	0.9719	1.7305	
0.24	1.6177	0.1929	1.797	1.2092	1.7589	
0.25	1.3724	0.0979	1.4606	1.5253	1.3852	
0.26	1.3631	0.025	1.4256	1.7014	1.2819	
0.27	1.1584	-0.0341	1.4203	1.9603	1.2437	
0.28	1.0992	-0.0817	1.299	1.8579	1.1288	
0.29	1.0746	-0.0941	1.1407	2.1346	1.0784	
0.3	1.1136	-0.0867	1.2204	1.9862	0.9308	
0.31	0.9934	-0.0674	0.9604	2.0882	0.7292	
0.32	0.9003	-0.0218	0.9603	1.9406	0.6839	
0.33	0.7735	0.0486	0.9042	1.7295	0.66	
0.34	0.7676	0.1363	0.874	1.3287	0.5296	
0.35	0.7728	0.2578	0.7934	1.1279	0.5079	
0.36	0.7596	0.3921	0.7265	0.8557	0.5127	
0.37	0.7108	0.5408	0.7362	0.4608	0.4605	
0.38	0.59	0.7007	0.6701	0.1792	0.4274	
0.39	0.6001	0.8239	0.6876	-0.096	0.4992	
0.4	0.6177	0.9942	0.7663	-0.3037	0.4857	
0.41	0.7336	1.2159	0.827	-0.4662	0.5425	
0.42	0.7364	1.3371	0.7401	-0.6117	0.5686	
0.43	0.7605	1.6882	0.8241	-0.606	0.6605	
0.44	0.7805	1.7151	0.9506	-0.5153	0.6289	
0.45	0.9253	1.8348	1.0068	-0.4115	0.76	
0.46	0.9823	2.1361	1.0974	-0.3149	0.7568	
0.47	1.047	2.2247	1.2145	-0.1231	0.8934	
0.48	1.1291	2.2704	1.1748	0.0726	0.928	
0.49	1.1961	2.1282	1.2827	0.2655	0.9247	
0.5	1.3044	2.3573	1.4308	0.477	0.9806	
0.51	1.4369	2.4639	1.414	0.6344	0.9497	
0.52	1.6382	2.4179	1.4587	0.7684	0.9369	
0.53	1.6339	2.3384	1.5756	0.7123	1.0897	
0.54	1.8326	2.1238	1.8346	0.6857	0.9738	
0.55	1.9995	2.2842	1.6708	0.6378	1.0078	
0.56	1.92	2.139	1.6411	0.5459	0.8307	
0.57	2.1751	1.8839	1.8057	0.3215	0.7873	
0.58	2.0657	1.9247	1.8626	0.1029	0.7382	
0.59	2.4275	1.5987	1.6761	-0.1588	0.6703	
0.6	2.2544	1.6108	1.7577	-0.4294	0.649	
0.61	2.6582	1.6178	1.7864	-0.6947	0.5133	
0.62	2.5122	1.4597	1.658	-0.9099	0.3693	
0.63	2.8211	1.1589	1.7806	-1.018	0.1966	
0.64	2.7675	1.0943	1.7101	-1.2726	0.0682	
