0.01	0.3884	0.2206	0.17	1.1268	0.4552	0.2454	
0.02	0.7876	0.4995	0.3178	1.9592	0.8187	-0.1996	
0.03	1.0725	0.7068	0.4626	1.8577	1.2369	0.7451	
0.04	1.2568	0.8989	0.5831	1.0546	1.3766	-0.405	
0.05	1.6601	1.067	0.7622	0.2589	1.7281	1.0733	
0.06	1.8005	1.2049	0.8452	-0.4508	1.5719	-0.4376	
0.07	2.0631	1.2874	1.1223	-0.681	1.535	1.3183	
0.08	2.0503	1.2321	1.1278	-0.5108	1.412	-0.4421	
0.09	2.0804	1.1106	1.2345	-0.1685	1.1023	1.6476	
0.1	1.9852	1.163	1.2636	0.0912	0.9904	-0.3563	
0.11	1.752	1.0274	1.4646	0.0328	0.6232	1.6954	
0.12	1.6527	0.8863	1.4067	-0.3113	0.512	-0.1122	
0.13	1.2756	0.8373	1.4328	-0.7705	0.3846	1.5302	
0.14	1.2338	0.6222	1.5232	-0.8333	0.3169	0.2041	
0.15	0.8028	0.4999	1.4805	-0.3812	0.4025	1.4295	
0.16	0.5192	0.3123	1.5512	0.4833	0.5546	0.5706	
0.17	0.2187	0.1546	1.5061	1.3703	0.8687	1.1645	
0.18	-0.1073	-0.0121	1.6177	2.0353	1.1635	1.0839	
0.19	-0.4098	-0.1387	1.611	1.9978	1.5407	0.9037	
0.2	-0.6705	-0.246	1.2737	1.1981	1.7548	1.3851	
0.21	-0.9208	-0.2933	1.4277	0.1191	2.1121	0.6005	
0.22	-0.9733	-0.3578	1.2	-1.022	2.2649	1.8875	
0.23	-1.1197	-0.2877	1.1871	-1.4596	2.4206	0.3907	
0.24	-1.3855	-0.2754	1.0735	-1.3252	2.4281	2.1027	
0.25	-1.1838	-0.1647	0.9906	-0.7332	2.3911	0.2434	
0.26	-1.2545	-0.0195	1.0033	0.1686	2.1163	2.0652	
0.27	-1.1265	0.1436	0.772	0.7733	1.7874	0.1967	
0.28	-1.0231	0.3684	0.7097	0.9482	1.2403	2.1828	
0.29	-0.9795	0.5418	0.6515	0.7528	1.0016	0.3012	
0.3	-0.6483	0.7315	0.5444	0.4342	0.5605	2.0412	
0.31	-0.5138	1.0672	0.5114	0.2732	0.202	0.4512	
0.32	-0.3152	1.2179	0.4181	0.4618	-0.062	1.6591	
0.33	-0.0711	1.407	0.3833	0.9782	-0.2465	0.7185	
0.34	0.1479	1.7646	0.3331	1.5233	-0.3286	1.3977	
0.35	0.3419	1.6618	0.3303	1.4203	-0.2359	1.0032	
0.36	0.5797	2.0667	0.3067	0.8683	-0.1372	1.1879	
