0.01	0.1402	0.5745	0.2597	-1.2612	0.6425	0.2288	
0.02	0.2682	1.0056	0.4947	-1.6605	1.147	0.4074	
0.03	0.4287	1.5019	0.7021	-0.952	1.193	0.6098	
0.04	0.601	1.8159	0.9044	0.122	1.3076	0.7606	
0.05	0.6285	1.9516	1.188	0.7467	0.9977	0.8995	
0.06	0.7739	2.1185	1.2195	0.5539	0.6794	1.0642	
0.07	1.0215	2.0899	1.4065	0.131	0.2622	1.2778	
0.08	0.9607	1.6406	1.4005	0.1684	-0.0326	1.258	
0.09	1.1133	1.2117	1.3354	0.7742	-0.1587	1.4832	
0.1	1.2685	0.9225	1.2447	1.244	-0.0128	1.3365	
0.11	1.4286	0.4262	1.038	1.0538	0.3222	1.3299	
0.12	1.4037	-0.0337	0.9666	-0.0866	0.9316	1.385	
0.13	1.5027	-0.4578	0.8535	-1.2599	1.2859	1.5298	
0.14	1.6926	-0.8934	0.6473	-1.708	1.7563	1.2864	
0.15	1.5836	-1.1517	0.4988	-0.8747	1.9806	1.2672	
0.16	1.7228	-1.3639	0.2977	0.5585	2.0878	1.1062	
0.17	1.6547	-1.4239	0.1371	1.5449	1.8846	0.9718	
0.18	1.7801	-1.5837	0.0041	1.4517	1.3889	0.96	
0.19	1.6837	-1.2211	-0.0863	0.7201	0.9476	0.8834	
0.2	1.6712	-1.0311	-0.1342	0.1741	0.5107	0.6615	
0.21	1.6428	-0.7474	-0.1222	0.1921	0.1747	0.5848	
0.22	1.5315	-0.3864	-0.073	0.6914	0.1219	0.4708	
0.23	1.6307	-0.0037	0.023	0.7119	0.3	0.345	
0.24	1.5879	0.3646	0.1756	0.0207	0.7294	0.3183	
0.25	1.5323	0.7134	0.3225	-0.9686	1.2178	0.2226	
0.26	1.4009	0.8965	0.5302	-1.2481	1.5943	0.1787	
0.27	1.5693	1.0839	0.7539	-0.4349	1.8595	0.1771	
0.28	1.3528	1.1172	0.9371	1.1778	1.8149	0.1624	
0.29	1.3164	1.2426	1.203	2.3385	1.5284	0.2011	
0.3	1.1703	1.1676	1.4086	2.2437	0.9246	0.2951	
0.31	1.0502	1.0303	1.6476	0.9985	0.4799	0.3579	
0.32	1.177	0.9598	2.0768	-0.0764	-0.1086	0.5195	
0.33	1.0447	0.7517	2.0834	-0.4927	-0.559	0.5508	
