0.01	0.1593	0.2691	0.283	
0.02	0.3685	0.4704	0.5569	
0.03	0.5057	0.7594	0.7071	
0.04	0.6787	0.9889	0.887	
0.05	0.7748	1.0827	1.1962	
0.06	0.9374	1.3845	1.3361	
0.07	1.0397	1.3207	1.3159	
0.08	1.2446	1.6069	1.6015	
0.09	1.2509	1.5812	1.5265	
0.1	1.3622	1.6859	1.6106	
0.11	1.5196	1.5703	1.3396	
0.12	1.798	1.642	1.2103	
0.13	1.6043	1.537	1.2137	
0.14	1.8851	1.3418	1.0067	
0.15	2.0161	1.3271	0.9071	
0.16	2.0397	1.2146	0.8102	
0.17	2.1227	1.013	0.5636	
0.18	1.8864	0.9616	0.4268	
0.19	1.9585	0.753	0.3662	
0.2	1.9416	0.6311	0.2394	
0.21	2.1512	0.5664	0.1618	
0.22	1.8839	0.4666	0.1544	
0.23	1.9128	0.3985	0.1539	
0.24	1.6906	0.3753	0.1771	
0.25	1.716	0.3908	0.2794	
0.26	1.5661	0.4484	0.3841	
0.27	1.7831	0.4864	0.5736	
0.28	1.5358	0.5875	0.6893	
0.29	1.3738	0.751	0.8545	
0.3	1.5199	0.9738	1.0285	
0.31	1.2838	1.1426	1.3027	
0.32	1.1957	1.2197	1.5258	
0.33	1.2002	1.3824	1.7107	
0.34	0.9731	1.6111	1.7983	
0.35	1.0355	1.8197	2.0371	
0.36	0.8653	2.2329	1.9841	
0.37	0.7597	2.1082	2.2943	
0.38	0.715	2.0922	2.3935	
0.39	0.6112	2.5009	2.327	
0.4	0.5848	2.3371	2.0694	
0.41	0.5703	2.3154	2.2614	
0.42	0.568	2.512	1.8878	
0.43	0.4909	2.3789	1.8199	
0.44	0.4195	2.225	1.6269	
0.45	0.4141	2.2384	1.4088	
0.46	0.4299	1.9604	1.2387	
0.47	0.4208	2.1188	0.8836	
0.48	0.5048	1.7347	0.7788	
0.49	0.4577	1.6922	0.4741	
0.5	0.552	1.3041	0.3014	
0.51	0.5934	1.005	0.1607	
0.52	0.5897	0.8439	0.0262	
0.53	0.5999	0.727	-0.0655	
0.54	0.6851	0.5168	-0.1377	
0.55	0.7942	0.3137	-0.1372	
0.56	0.7504	0.193	-0.1221	
0.57	0.9168	0.0667	-0.0749	
0.58	0.9539	-0.0083	0.0169	
0.59	0.9769	-0.0577	0.1443	
0.6	1.0493	-0.0643	0.2864	
0.61	1.088	-0.0394	0.4031	
0.62	1.1246	0.0177	0.5481	
0.63	1.2648	0.0963	0.6753	
0.64	1.2584	0.1922	0.8496	
0.65	1.5273	0.3301	0.9277	
0.66	1.5734	0.4643	1.1567	
0.67	1.3208	0.5803	1.2839	
0.68	1.6012	0.8277	1.2074	
0.69	1.4021	0.922	1.2861	
0.7	1.6634	1.0114	1.1001	
0.71	1.41	1.2001	1.1817	
0.72	1.493	1.1679	1.0657	
0.73	1.6126	1.2057	0.858	
0.74	1.3351	1.3914	0.6759	
0.75	1.3983	1.2292	0.4702	
0.76	1.4148	1.1625	0.2393	
0.77	1.2353	1.1473	-0.01	
0.78	1.2765	1.1267	-0.245	
0.79	1.0371	0.951	-0.4937	
0.8	1.0347	0.8155	-0.6132	
0.81	0.9009	0.536	-0.8521	
0.82	0.8178	0.375	-0.9176	
0.83	0.701	0.1904	-1.1345	
0.84	0.5723	-0.0292	-1.0785	
0.85	0.4894	-0.236	-1.1656	
0.86	0.3429	-0.4356	-1.0727	
0.87	0.2191	-0.6161	-1.1975	
0.88	0.1265	-0.7991	-1.1032	
0.89	-0.0029	-0.8797	-0.8087	
0.9	-0.1206	-0.9561	-0.7608	
0.91	-0.2385	-0.9456	-0.49	
0.92	-0.3703	-0.972	-0.305	
0.93	-0.4727	-1.0154	-0.1259	
0.94	-0.5738	-1.0055	0.0824	
0.95	-0.6513	-0.856	0.2656	
0.96	-0.6655	-0.7284	0.4519	
0.97	-0.8239	-0.4983	0.6688	
0.98	-0.9087	-0.3698	0.7181	
0.99	-0.9233	-0.1764	0.868	
1.0	-0.8897	0.0291	0.9808	
1.01	-0.9585	0.2279	0.9058	
1.02	-0.909	0.4547	0.8468	
1.03	-1.0085	0.7075	0.8911	
1.04	-0.8605	0.7797	0.8016	
1.05	-0.9264	0.987	0.6241	
1.06	-0.8791	1.0475	0.4618	
1.07	-0.7635	1.1901	0.3423	
1.08	-0.6706	1.1999	0.1863	
1.09	-0.5767	1.2377	0.0266	
1.1	-0.5522	1.2639	-0.1166	
1.11	-0.477	1.3233	-0.2598	
1.12	-0.3505	1.2305	-0.3927	
1.13	-0.1965	1.2375	-0.4363	
1.14	-0.0832	1.1605	-0.5103	
1.15	0.0498	0.8631	-0.4811	
1.16	0.1967	0.8512	-0.4605	
1.17	0.3548	0.6848	-0.3449	
1.18	0.4372	0.5358	-0.2353	
1.19	0.6519	0.368	-0.0628	
1.2	0.7472	0.2344	0.1429	
1.21	0.9094	0.14	0.3955	
1.22	1.066	0.0614	0.6418	
1.23	1.1887	0.0058	0.8333	
1.24	1.381	-0.0229	1.0648	
