0.01	0.3999	
0.02	0.7157	
0.03	0.9571	
0.04	1.3066	
0.05	1.1612	
0.06	1.2068	
0.07	1.0319	
0.08	0.6384	
0.09	0.4172	
0.1	0.0927	
0.11	-0.1392	
0.12	-0.2634	
0.13	-0.2977	
0.14	-0.1977	
0.15	0.0096	
0.16	0.3165	
0.17	0.7431	
0.18	1.1548	
0.19	1.6334	
0.2	1.8767	
0.21	2.1912	
0.22	2.2596	
0.23	2.0953	
0.24	1.7628	
0.25	1.5254	
0.26	1.352	
0.27	1.1774	
0.28	0.732	
0.29	0.622	
0.3	0.4875	
0.31	0.4924	
0.32	0.6069	
0.33	0.9257	
0.34	1.3154	
0.35	1.647	
0.36	1.8595	
0.37	2.5726	
0.38	2.7306	
0.39	2.502	
0.4	2.7982	
0.41	2.6069	
0.42	2.3354	
0.43	2.0361	
0.44	1.8316	
0.45	1.2997	
0.46	1.2371	
0.47	0.9793	
0.48	0.9247	
0.49	0.9079	
0.5	1.2014	
0.51	1.3611	
0.52	1.85	
0.53	2.1245	
0.54	2.5178	
0.55	2.7657	
0.56	2.6977	
0.57	3.1098	
0.58	3.1413	
0.59	2.8008	
0.6	2.4845	
0.61	2.2065	
0.62	1.847	
0.63	1.2833	
0.64	1.124	
0.65	0.9901	
0.66	0.8865	
0.67	0.9546	
0.68	1.1466	
0.69	1.4289	
0.7	2.0715	
0.71	2.2009	
0.72	2.4602	
0.73	2.6508	
0.74	2.9315	
0.75	2.6531	
0.76	2.569	
0.77	2.3909	
0.78	1.9893	
0.79	1.6958	
0.8	1.1868	
0.81	0.9238	
0.82	0.6053	
0.83	0.5673	
0.84	0.5367	
0.85	0.7234	
0.86	0.9083	
0.87	1.2172	
0.88	1.4394	
0.89	1.9073	
0.9	2.2028	
0.91	2.0461	
0.92	2.4127	
0.93	2.2432	
0.94	1.7916	
0.95	1.58	
0.96	1.1671	
0.97	0.6885	
0.98	0.3159	
0.99	0.0389	
1.0	-0.1432	
1.01	-0.2361	
1.02	-0.1656	
1.03	0.0134	
