0.01	0.654	1.0132	
0.02	-0.7161	0.7999	
0.03	1.4134	-0.2959	
0.04	-0.1465	-0.7732	
0.05	0.5569	0.1165	
0.06	1.1959	1.2239	
0.07	-0.1685	1.2132	
0.08	1.7179	0.2759	
0.09	0.2748	-0.4341	
0.1	1.14	0.2273	
0.11	1.423	1.5574	
0.12	0.1883	1.6833	
0.13	1.9699	0.7855	
0.14	0.5144	-0.0887	
0.15	1.2096	0.3186	
0.16	1.6921	1.4791	
0.17	0.3222	1.9217	
0.18	2.3479	1.089	
0.19	0.4395	0.2047	
0.2	1.2718	0.3409	
0.21	1.4386	1.3312	
0.22	0.1793	1.9847	
0.23	2.0175	1.4884	
0.24	0.1898	0.4187	
0.25	1.1006	0.3343	
0.26	1.041	1.2539	
0.27	-0.1438	2.0947	
0.28	1.5482	1.7756	
0.29	-0.2391	0.6813	
0.3	0.7546	0.2288	
0.31	0.6807	1.1179	
0.32	-0.6374	2.0358	
0.33	1.1855	2.07	
0.34	-0.7437	0.7336	
0.35	0.2694	0.1211	
0.36	0.1927	0.8563	
0.37	-0.989	1.9727	
0.38	0.7458	1.9214	
0.39	-1.1163	0.8452	
0.4	0.0203	-0.0281	
0.41	-0.1199	0.4544	
0.42	-1.221	1.3922	
0.43	0.5582	1.8506	
0.44	-1.1772	0.8546	
0.45	-0.0361	-0.1813	
0.46	-0.1937	0.0181	
0.47	-1.1239	0.9902	
0.48	0.6408	1.5044	
0.49	-1.1083	0.7791	
0.5	0.1765	-0.3423	
0.51	-0.039	-0.3579	
0.52	-0.8016	0.6195	
0.53	0.9846	1.2604	
0.54	-0.8996	0.6477	
0.55	0.5919	-0.4504	
0.56	0.3675	-0.7885	
0.57	-0.3187	0.1486	
0.58	1.521	1.0758	
0.59	-0.3872	0.5682	
0.6	1.0696	-0.6035	
0.61	0.8797	-1.1151	
0.62	0.2331	-0.2659	
0.63	2.0838	0.7218	
0.64	0.1569	0.6083	
0.65	1.7755	-0.5374	
0.66	1.314	-1.2444	
0.67	0.7473	-0.6983	
0.68	2.235	0.4264	
0.69	0.6649	0.5652	
0.7	2.2993	-0.445	
0.71	1.5868	-1.2622	
0.72	1.2234	-0.9172	
0.73	2.6472	0.1788	
0.74	0.9377	0.571	
0.75	2.4532	-0.3152	
0.76	1.7287	-1.3865	
0.77	1.2401	-1.0691	
0.78	2.6389	-0.0113	
0.79	0.7727	0.6127	
0.8	2.5012	-0.0535	
0.81	1.6034	-1.0376	
0.82	1.3098	-1.1097	
0.83	2.4847	-0.1258	
0.84	0.5337	0.7483	
0.85	2.0071	0.2791	
0.86	1.2676	-0.8689	
0.87	0.9026	-1.1489	
0.88	1.9846	-0.1402	
0.89	0.1293	0.8616	
0.9	1.8217	0.6917	
0.91	0.694	-0.4024	
0.92	0.4097	-0.9617	
0.93	1.5739	-0.1029	
0.94	-0.3475	1.0784	
0.95	1.1955	1.0608	
0.96	0.2136	0.0787	
0.97	0.0005	-0.638	
0.98	1.2296	-0.0035	
0.99	-0.7221	1.2598	
1.0	1.015	1.488	
1.01	-0.1865	0.6584	
1.02	-0.2691	-0.2586	
1.03	0.9209	0.1383	
1.04	-1.0423	1.4445	
1.05	0.811	1.9456	
1.06	-0.3198	1.049	
1.07	-0.2821	0.1921	
1.08	0.818	0.2932	
1.09	-1.0294	1.4129	
1.1	0.9272	2.3869	
1.11	-0.2453	1.6125	
1.12	-0.0535	0.6748	
1.13	1.0239	0.4671	
1.14	-0.6228	1.5794	
1.15	1.1687	2.399	
1.16	0.0783	2.2135	
1.17	0.3657	1.0579	
1.18	1.4721	0.6989	
1.19	-0.2142	1.5264	
1.2	1.8844	2.695	
1.21	0.552	2.5851	
1.22	0.9949	1.3648	
1.23	1.8414	0.8245	
1.24	0.2758	1.6037	
1.25	2.1419	2.3479	
1.26	0.9107	2.7024	
1.27	1.4957	1.6066	
1.28	2.1926	0.874	
1.29	0.6732	1.2382	
1.3	2.4445	2.5336	
1.31	1.3188	2.8061	
1.32	1.9242	2.068	
1.33	2.5427	0.9936	
1.34	0.9012	1.128	
1.35	2.6844	2.4603	
1.36	1.3429	2.7895	
1.37	1.7556	1.9144	
1.38	2.5823	0.9902	
1.39	0.9779	0.7966	
1.4	2.5944	1.8647	
1.41	1.2914	2.4765	
1.42	1.9668	2.1834	
1.43	2.3743	0.8194	
1.44	0.7045	0.6104	
1.45	2.6919	1.5708	
1.46	0.7517	2.3889	
1.47	1.4681	1.9255	
1.48	1.7255	0.7338	
1.49	0.2569	0.2478	
1.5	2.0782	0.9902	
1.51	0.2763	1.8431	
1.52	0.8689	1.8086	
1.53	1.3086	0.7394	
1.54	-0.289	-0.0536	
1.55	1.3834	0.4949	
1.56	-0.3161	1.6356	
1.57	0.5221	1.5357	
1.58	0.619	0.586	
1.59	-0.7269	-0.3045	
1.6	1.128	0.005	
1.61	-0.7258	1.1002	
1.62	0.1321	1.5352	
1.63	0.2866	0.5954	
1.64	-0.9222	-0.4973	
1.65	0.8131	-0.4399	
1.66	-0.9072	0.6998	
1.67	0.0376	1.2882	
1.68	0.1337	0.5609	
1.69	-1.1059	-0.5653	
1.7	0.8498	-0.7764	
1.71	-0.8985	0.2482	
1.72	0.1742	1.1205	
1.73	0.2709	0.5821	
1.74	-0.829	-0.5336	
1.75	1.0119	-0.9105	
1.76	-0.7312	-0.0514	
1.77	0.5444	0.8658	
1.78	0.6123	0.6661	
1.79	-0.3649	-0.3777	
1.8	1.5925	-1.0369	
1.81	-0.2696	-0.2867	
1.82	1.0958	0.8859	
1.83	0.9846	0.9086	
1.84	0.105	-0.1695	
1.85	2.0007	-0.9608	
1.86	0.1549	-0.4275	
1.87	1.6116	0.7944	
1.88	1.4417	0.9789	
1.89	0.5654	0.1662	
1.9	2.0884	-0.7635	
1.91	0.5127	-0.4266	
1.92	1.7077	0.712	
1.93	1.5379	1.4057	
1.94	0.7335	0.6429	
1.95	2.6243	-0.4395	
1.96	0.6228	-0.3089	
1.97	1.8928	0.7635	
1.98	1.4856	1.6232	
1.99	0.8176	1.0912	
2.0	2.4822	-0.0112	
2.01	0.4199	-0.1715	
2.02	1.7141	0.8303	
2.03	1.3674	1.9868	
2.04	0.5483	1.4381	
2.05	2.1446	0.4274	
2.06	0.0003	0.0673	
2.07	1.4011	1.032	
2.08	0.7907	1.8842	
2.09	0.0487	2.0894	
2.1	1.4564	0.9083	
2.11	-0.5945	0.3159	
2.12	0.871	1.1262	
2.13	0.1224	2.405	
2.14	-0.4512	2.2924	
2.15	0.8855	1.4345	
2.16	-1.2349	0.6526	
2.17	0.342	1.183	
2.18	-0.4698	2.045	
2.19	-0.9593	2.8127	
2.2	0.3325	1.8718	
2.21	-1.5746	0.8865	
2.22	-0.0192	1.0854	
2.23	-0.826	2.4326	
2.24	-1.3094	2.6379	
2.25	0.0349	2.0088	
2.26	-1.7231	1.1093	
2.27	-0.1956	1.0122	
2.28	-1.0775	2.2062	
2.29	-1.2991	2.8955	
2.3	-0.0345	2.2634	
2.31	-1.9523	1.1986	
2.32	-0.098	0.9247	
2.33	-1.0304	2.0525	
2.34	-1.2362	2.58	
2.35	0.1445	2.6755	
2.36	-1.5729	1.3694	
2.37	0.2122	0.7934	
2.38	-0.8055	1.5523	
2.39	-0.7777	2.6744	
2.4	0.5069	2.64	
2.41	-1.3069	1.3813	
2.42	0.662	0.6561	
2.43	-0.3709	1.1952	
2.44	-0.2359	2.3796	
2.45	0.9769	2.6068	
2.46	-0.7421	1.5681	
2.47	1.0211	0.5017	
2.48	0.0138	0.7784	
2.49	0.1736	1.7716	
2.5	1.3023	2.2731	
2.51	-0.4023	1.4715	
2.52	1.5966	0.2499	
2.53	0.2293	0.3176	
2.54	0.4806	1.463	
2.55	1.5332	2.0215	
2.56	-0.3171	1.3551	
2.57	1.4262	0.0861	
2.58	0.2236	-0.1386	
2.59	0.5208	0.7292	
2.6	1.4527	1.4977	
2.61	-0.4207	1.1871	
2.62	1.2928	-0.0848	
2.63	-0.0258	-0.4914	
2.64	0.252	0.2777	
2.65	0.9197	1.235	
2.66	-0.7855	1.0718	
2.67	0.9273	-0.1913	
2.68	-0.4662	-0.8188	
2.69	-0.1745	-0.2197	
2.7	0.4229	0.7792	
2.71	-1.2597	0.947	
2.72	0.532	-0.2162	
2.73	-1.1607	-0.9724	
2.74	-0.7209	-0.6049	
2.75	-0.1701	0.5099	
2.76	-1.8077	0.7969	
2.77	-0.0402	-0.1584	
2.78	-1.5464	-1.0591	
2.79	-1.2694	-0.876	
2.8	-0.7048	0.1955	
2.81	-2.5048	0.788	
2.82	-0.5104	-0.0152	
2.83	-2.2447	-1.1265	
2.84	-1.4775	-1.0042	
2.85	-0.997	-0.0342	
2.86	-2.7812	0.6784	
2.87	-0.7209	0.1957	
2.88	-2.1869	-0.8848	
2.89	-1.6198	-1.1823	
2.9	-1.2067	-0.1889	
2.91	-2.3501	0.7171	
2.92	-0.6439	0.446	
2.93	-2.0933	-0.6411	
2.94	-1.3303	-1.0414	
2.95	-1.0114	-0.235	
2.96	-2.4712	0.8955	
2.97	-0.3123	0.8456	
2.98	-2.1538	-0.2268	
2.99	-1.006	-0.8976	
3.0	-0.6777	-0.2084	
3.01	-1.9395	0.8572	
3.02	0.1212	1.0636	
3.03	-1.3934	0.2087	
3.04	-0.4133	-0.6302	
3.05	-0.2334	-0.1434	
3.06	-1.2586	1.0751	
3.07	0.5317	1.4454	
3.08	-1.0298	0.7703	
3.09	0.0353	-0.2631	
3.1	0.151	-0.0479	
3.11	-0.8391	1.0436	
3.12	0.9238	1.9647	
3.13	-0.8749	1.1141	
3.14	0.3755	0.1516	
3.15	0.3755	0.0922	
3.16	-0.6757	1.2121	
3.17	1.0304	2.0002	
3.18	-0.6763	1.4995	
3.19	0.4155	0.4928	
3.2	0.301	0.2233	
3.21	-0.7071	1.0404	
3.22	1.0667	2.0409	
3.23	-0.8564	1.9731	
3.24	0.2791	0.8932	
3.25	-0.0011	0.3553	
3.26	-0.9096	1.1183	
3.27	0.6215	1.9958	
3.28	-1.4491	2.0286	
3.29	-0.0861	1.2416	
3.3	-0.5341	0.3774	
3.31	-1.3379	0.9971	
3.32	0.1196	2.1804	
3.33	-1.9326	2.3758	
3.34	-0.6246	1.3331	
3.35	-1.0953	0.4236	
3.36	-1.9706	0.6507	
3.37	-0.4102	1.8906	
3.38	-2.4997	2.203	
3.39	-1.0163	1.356	
3.4	-1.5699	0.4251	
3.41	-2.3339	0.3849	
3.42	-0.7671	1.3779	
3.43	-2.7748	2.3106	
3.44	-1.3504	1.4478	
3.45	-1.8664	0.3536	
3.46	-2.475	0.0836	
3.47	-1.0235	1.0561	
3.48	-2.9495	1.9348	
3.49	-1.2835	1.3676	
3.5	-1.8996	0.2233	
3.51	-2.693	-0.2654	
3.52	-0.9067	0.5377	
3.53	-3.0007	1.3572	
3.54	-1.1834	1.2552	
3.55	-1.8075	0.1071	
3.56	-2.1553	-0.6668	
3.57	-0.7237	-0.0345	
3.58	-2.4915	1.004	
3.59	-0.774	1.0784	
3.6	-1.5388	-0.0318	
3.61	-1.7915	-1.0173	
3.62	-0.2154	-0.5566	
3.63	-1.843	0.5205	
3.64	-0.2158	0.8711	
3.65	-0.944	-0.1672	
3.66	-1.2399	-1.093	
3.67	0.2453	-1.0279	
3.68	-1.3931	-0.0089	
3.69	0.308	0.468	
3.7	-0.5927	-0.2342	
3.71	-0.6062	-1.4444	
3.72	0.6484	-1.6201	
3.73	-1.13	-0.5002	
3.74	0.7282	0.2618	
3.75	-0.292	-0.2779	
3.76	-0.3454	-1.3453	
3.77	0.884	-1.8242	
3.78	-0.9877	-0.9757	
3.79	0.8128	0.0089	
3.8	-0.2415	-0.2691	
3.81	-0.254	-1.378	
3.82	0.8844	-2.0327	
