0.01	0.2948	0.6659	0.1966	0.1628	
0.02	0.6786	1.1725	0.3657	0.3556	
0.03	0.9913	0.9701	0.5382	0.4659	
0.04	1.1751	0.3283	0.8201	0.6185	
0.05	1.6482	-0.3292	0.9445	0.763	
0.06	1.696	-0.7671	0.9623	0.9103	
0.07	1.987	-0.6598	1.1674	1.0807	
0.08	2.0685	-0.0044	1.3512	1.0843	
0.09	2.5234	0.7787	1.2269	1.3858	
0.1	2.3232	1.2485	1.4877	1.3357	
0.11	2.6923	1.4686	1.2921	1.5471	
0.12	2.7344	0.9294	1.3477	1.6566	
0.13	2.8764	0.272	1.24	1.7342	
0.14	2.9939	-0.2674	1.2158	1.8444	
0.15	2.9802	-0.4341	1.0869	1.9408	
0.16	2.9166	0.0123	1.0263	1.7138	
0.17	2.9374	0.7609	0.8703	2.02	
0.18	2.904	1.4275	0.8078	1.9128	
0.19	2.5028	1.6241	0.6337	1.7484	
0.2	2.6096	1.3914	0.4652	1.8404	
0.21	2.3837	0.8713	0.3463	1.9241	
0.22	1.9594	0.2176	0.2603	1.7752	
0.23	1.9115	-0.1178	0.1438	1.7875	
0.24	1.4826	0.0693	0.0644	1.6685	
0.25	1.2423	0.7451	0.0046	1.6372	
0.26	0.9864	1.4603	-0.0388	1.5691	
0.27	0.683	2.0173	-0.0551	1.6122	
0.28	0.4353	1.953	-0.0412	1.4401	
0.29	0.1708	1.3329	0.002	1.3144	
0.3	-0.0796	0.6786	0.0632	1.379	
0.31	-0.356	0.2392	0.1643	1.1602	
0.32	-0.5912	0.1937	0.3017	1.0683	
0.33	-0.7737	0.644	0.3954	0.9617	
0.34	-1.0408	1.4605	0.531	0.9676	
0.35	-1.292	2.2248	0.7521	0.7798	
0.36	-1.3678	2.0372	0.8815	0.6635	
0.37	-1.5844	1.9565	1.1672	0.6114	
0.38	-1.5769	1.2577	1.3541	0.5602	
0.39	-1.9179	0.6557	1.4088	0.4721	
0.4	-2.0532	0.3617	1.5493	0.3466	
0.41	-2.0115	0.6253	1.7978	0.3053	
0.42	-2.0573	1.2883	2.0903	0.2418	
0.43	-2.0873	2.0446	2.0518	0.16	
0.44	-2.1494	2.2905	2.1728	0.1192	
0.45	-1.9126	2.4945	2.4907	0.0873	
0.46	-1.8827	1.7054	2.3524	0.0566	
0.47	-1.9558	1.0843	2.4411	0.0392	
0.48	-1.6559	0.559	2.3782	0.0289	
0.49	-1.6728	0.5588	2.5756	0.0284	
0.5	-1.5158	1.0343	2.1305	0.034	
