0.01	0.311	0.1791	0.4605	
0.02	0.6719	0.364	0.8821	
0.03	0.9112	0.5833	1.2201	
0.04	1.1866	0.6883	1.4021	
0.05	1.4201	0.8685	1.149	
0.06	1.7392	0.987	1.138	
0.07	1.6993	1.1373	0.9236	
0.08	1.6159	1.3033	0.5447	
0.09	1.8944	1.4182	0.184	
0.1	1.7569	1.4905	-0.0584	
0.11	1.6087	1.7505	-0.1894	
0.12	1.4819	1.8662	-0.2021	
0.13	1.4548	1.8518	-0.0592	
0.14	1.273	1.7985	0.234	
0.15	1.0364	2.0501	0.6256	
0.16	0.8331	2.2202	0.9713	
0.17	0.5749	1.9285	1.4497	
0.18	0.4361	2.2182	1.9831	
0.19	0.3024	2.0289	1.943	
0.2	0.1582	2.0133	2.2251	
0.21	0.0469	2.0745	2.2347	
0.22	-0.0124	2.1044	1.7397	
0.23	-0.0316	1.7216	1.5311	
0.24	-0.0207	1.7077	1.1878	
0.25	0.0327	1.5774	0.733	
0.26	0.1135	1.6183	0.4339	
0.27	0.2092	1.4448	0.2487	
0.28	0.3506	1.2838	0.2155	
0.29	0.4741	1.2542	0.3376	
0.3	0.5996	1.0749	0.623	
0.31	0.6625	0.8736	0.9782	
0.32	0.8198	0.7457	1.3364	
0.33	0.8071	0.581	1.8201	
0.34	0.8685	0.4104	2.1101	
0.35	0.79	0.2431	2.1676	
0.36	0.9018	0.0919	2.09	
0.37	0.7532	-0.049	1.8951	
0.38	0.664	-0.1798	1.4686	
0.39	0.4736	-0.3149	1.209	
0.4	0.254	-0.4846	0.8425	
0.41	0.0175	-0.5408	0.3793	
0.42	-0.226	-0.6076	0.0428	
0.43	-0.4277	-0.7149	-0.1498	
0.44	-0.7492	-0.9043	-0.213	
0.45	-0.9547	-0.8777	-0.1232	
0.46	-1.2025	-0.9813	0.1029	
0.47	-1.1698	-1.0362	0.3747	
0.48	-1.4736	-1.1595	0.705	
0.49	-1.4225	-1.0352	1.1331	
0.5	-1.4547	-1.1292	1.3956	
0.51	-1.5223	-1.0367	1.4632	
0.52	-1.4066	-1.008	1.2151	
0.53	-1.1598	-1.1103	1.0888	
0.54	-1.029	-0.9267	0.722	
0.55	-0.7548	-1.0595	0.3564	
0.56	-0.5009	-0.8651	-0.0857	
0.57	-0.1986	-0.8359	-0.5158	
0.58	0.1236	-0.7265	-0.7542	
0.59	0.4311	-0.6444	-1.0327	
0.6	0.6964	-0.5193	-1.0015	
0.61	1.0704	-0.5093	-0.9112	
0.62	1.3669	-0.3799	-0.6699	
0.63	1.6789	-0.2259	-0.2925	
0.64	1.6686	-0.1431	0.0328	
0.65	1.6833	-0.0223	0.3311	
0.66	1.9609	0.0935	0.5823	
0.67	2.0359	0.2139	0.7073	
0.68	2.0433	0.3134	0.6493	
0.69	1.7538	0.4656	0.448	
0.7	1.9923	0.5705	0.1205	
0.71	1.5377	0.6792	-0.2371	
0.72	1.4176	0.7986	-0.6328	
0.73	1.4506	0.854	-0.9847	
0.74	1.1314	0.9895	-1.3525	
0.75	1.1683	1.0297	-1.2678	
0.76	0.8501	1.0751	-1.382	
0.77	0.8134	1.0248	-1.018	
0.78	0.7557	1.2819	-0.8517	
0.79	0.6728	1.1956	-0.4346	
0.8	0.6338	1.3635	0.0078	
0.81	0.6986	1.2007	0.3477	
0.82	0.7486	1.1954	0.6583	
0.83	0.801	1.3545	0.7553	
0.84	0.9158	1.2716	0.7059	
0.85	1.0836	1.2438	0.6255	
0.86	1.0662	1.1867	0.3319	
0.87	1.2914	1.377	0.0016	
0.88	1.3628	1.2497	-0.3624	
0.89	1.4041	1.1381	-0.5834	
0.9	1.5056	1.2503	-0.7358	
0.91	1.6276	1.2482	-0.8266	
0.92	1.8053	1.0933	-0.6446	
0.93	1.6648	1.1227	-0.4501	
0.94	1.6417	1.1544	-0.0584	
0.95	1.5671	0.9255	0.3857	
0.96	1.4627	0.918	0.924	
0.97	1.1831	0.8592	1.2476	
0.98	0.9597	0.8435	1.546	
0.99	0.704	0.9253	1.7553	
1.0	0.4354	0.8193	1.5742	
1.01	0.1418	0.8735	1.5488	
1.02	-0.1229	0.7913	1.3092	
1.03	-0.4064	0.8182	0.8431	
1.04	-0.6188	0.7301	0.6268	
1.05	-0.8097	0.6875	0.3666	
1.06	-0.9436	0.6459	0.2258	
1.07	-1.0385	0.6964	0.2224	
1.08	-1.0888	0.6807	0.3432	
1.09	-1.1221	0.6989	0.669	
1.1	-1.2059	0.79	1.0782	
1.11	-0.9577	0.8041	1.6003	
1.12	-0.8309	0.8434	2.0852	
1.13	-0.6575	0.8777	2.4669	
1.14	-0.4011	0.8947	2.5667	
1.15	-0.1165	0.9205	2.6513	
1.16	0.1915	0.8871	2.6528	
1.17	0.4327	0.8604	2.5913	
1.18	0.7543	0.9306	2.2244	
1.19	1.0498	0.9574	1.6041	
1.2	1.3728	0.9765	1.2684	
1.21	1.6281	1.0392	1.0356	
1.22	1.6362	1.1963	0.9734	
1.23	1.6688	1.0766	0.959	
1.24	1.8377	1.0747	1.0186	
1.25	2.0783	1.2398	1.1836	
1.26	1.7667	1.1956	1.5133	
1.27	2.032	1.3575	2.1863	
1.28	1.7054	1.2203	2.4033	
1.29	1.8528	1.1716	2.711	
1.3	1.5645	1.1435	3.1171	
1.31	1.5809	1.2986	2.8349	
1.32	1.4134	1.2503	2.8401	
1.33	1.2132	1.2329	2.2866	
1.34	1.1198	1.0525	2.2152	
1.35	0.9382	1.2077	1.7922	
1.36	0.8777	1.1926	1.1701	
1.37	0.9314	1.0233	0.9487	
1.38	0.8646	0.99	0.6354	
1.39	0.9559	0.8633	0.6872	
1.4	1.0108	0.7768	0.7824	
1.41	1.2772	0.7714	0.9707	
1.42	1.3727	0.6483	1.2553	
1.43	1.5638	0.6696	1.5118	
1.44	1.6727	0.5461	1.9053	
1.45	1.994	0.4429	2.136	
1.46	2.1423	0.4038	2.1986	
1.47	2.3143	0.2713	2.292	
1.48	2.0019	0.2379	2.1192	
1.49	2.2223	0.136	1.5407	
1.5	2.4248	0.073	1.2127	
1.51	2.1937	0.0	0.7471	
1.52	2.3339	-0.0583	0.3077	
1.53	2.1195	-0.1124	0.0043	
1.54	1.8895	-0.1881	-0.2169	
1.55	1.8529	-0.1949	-0.2638	
1.56	1.4328	-0.2309	-0.1437	
1.57	1.2025	-0.266	0.0788	
1.58	0.9191	-0.3121	0.3674	
1.59	0.6764	-0.2882	0.7394	
1.6	0.3598	-0.2945	1.1157	
1.61	0.0537	-0.2718	1.2237	
1.62	-0.2096	-0.2404	1.2964	
1.63	-0.4415	-0.1912	1.2976	
1.64	-0.5942	-0.1426	0.9595	
1.65	-0.8198	-0.081	0.735	
1.66	-0.8367	-0.0073	0.3146	
1.67	-1.0171	0.0834	-0.1033	
1.68	-0.963	0.168	-0.4517	
1.69	-0.9366	0.2955	-0.7966	
1.7	-0.7947	0.3936	-0.921	
1.71	-0.6154	0.5084	-0.9327	
1.72	-0.3665	0.626	-0.6875	
1.73	-0.1517	0.8516	-0.4698	
1.74	0.1028	0.8254	-0.0833	
1.75	0.3318	0.9604	0.3116	
1.76	0.6368	1.183	0.5892	
1.77	0.8788	1.372	0.925	
1.78	1.0252	1.3791	1.037	
1.79	1.3627	1.6829	1.0077	
1.8	1.4552	1.9027	0.8349	
1.81	1.5392	1.9323	0.4496	
1.82	1.4814	2.0447	0.1284	
1.83	1.7042	2.3218	-0.2243	
1.84	1.6605	2.1073	-0.5646	
1.85	1.7262	2.5384	-0.7476	
1.86	1.6391	2.4389	-0.7505	
1.87	1.3774	2.6697	-0.7778	
1.88	1.2227	2.7702	-0.4794	
1.89	1.245	2.8102	-0.1086	
1.9	0.9965	2.5975	0.3448	
1.91	0.9831	2.6492	0.7723	
1.92	0.8821	2.8802	1.0391	
1.93	0.8743	2.8224	1.3583	
1.94	0.8147	2.6848	1.5733	
1.95	0.7508	2.5752	1.4391	
1.96	0.778	2.6845	1.4573	
1.97	0.8716	2.5922	1.1083	
1.98	0.9887	2.5898	0.8255	
1.99	1.1394	2.3819	0.4526	
2.0	1.4957	2.5011	0.2099	
2.01	1.7348	2.1873	0.0425	
2.02	1.7345	2.2963	0.031	
2.03	2.0907	1.939	0.1753	
2.04	2.068	1.9759	0.4618	
2.05	2.1242	1.6088	0.8619	
2.06	2.5516	1.5221	1.4047	
2.07	2.4347	1.502	1.8215	
2.08	2.6821	1.2804	2.1734	
2.09	2.4216	0.9993	2.4308	
2.1	2.4718	0.9278	2.7125	
2.11	2.2597	0.7305	2.3826	
2.12	2.0778	0.5243	2.3946	
2.13	2.1472	0.3608	2.0381	
2.14	1.7878	0.1686	1.5596	
2.15	1.5614	0.0216	1.2454	
2.16	1.2142	-0.1439	0.9796	
2.17	1.0172	-0.2962	0.7549	
2.18	0.6586	-0.4103	0.8678	
2.19	0.3012	-0.5409	0.9614	
2.2	0.0263	-0.6861	1.2715	
2.21	-0.2533	-0.6781	1.5276	
2.22	-0.4293	-0.8224	2.0752	
2.23	-0.6781	-0.9768	2.3289	
2.24	-0.8147	-0.9882	2.5155	
