0.01	0.7915	
0.02	0.9626	
0.03	0.3302	
0.04	-0.4579	
0.05	-0.7349	
0.06	-0.2584	
0.07	0.7622	
0.08	1.3803	
0.09	1.0325	
0.1	0.1651	
0.11	-0.5708	
0.12	-0.4077	
0.13	0.4228	
0.14	1.4174	
0.15	1.5244	
0.16	0.9206	
0.17	-0.015	
0.18	-0.3771	
0.19	0.144	
0.2	1.1911	
0.21	1.8549	
0.22	1.4405	
0.23	0.6575	
0.24	-0.0767	
0.25	0.0016	
0.26	0.8206	
0.27	1.8375	
0.28	1.817	
0.29	1.265	
0.3	0.4166	
0.31	0.0397	
0.32	0.5069	
0.33	1.5682	
0.34	2.2743	
0.35	2.0424	
0.36	0.9712	
0.37	0.3027	
0.38	0.3086	
0.39	1.0659	
0.4	2.0749	
0.41	2.3008	
0.42	1.8323	
0.43	0.7535	
0.44	0.3729	
0.45	0.7055	
0.46	1.8809	
0.47	2.1889	
0.48	2.3426	
0.49	1.2045	
0.5	0.5925	
0.51	0.605	
0.52	1.275	
0.53	2.0723	
0.54	2.2855	
0.55	2.0739	
0.56	0.9487	
0.57	0.4828	
0.58	0.9395	
0.59	1.7134	
0.6	2.4251	
0.61	2.216	
0.62	1.6045	
0.63	0.7825	
0.64	0.6505	
0.65	1.3346	
0.66	2.2042	
0.67	2.4426	
0.68	2.1229	
0.69	1.1746	
0.7	0.5942	
0.71	0.8536	
0.72	1.912	
0.73	2.4555	
0.74	2.4628	
0.75	1.692	
0.76	0.7197	
0.77	0.6472	
0.78	1.3416	
0.79	2.3347	
0.8	2.4712	
0.81	1.8246	
0.82	1.035	
0.83	0.5215	
0.84	0.8828	
0.85	1.8235	
0.86	2.2533	
0.87	2.3558	
0.88	1.5565	
0.89	0.6239	
0.9	0.476	
0.91	1.1762	
0.92	1.9891	
0.93	2.4543	
0.94	1.8368	
0.95	0.9652	
0.96	0.3296	
0.97	0.5948	
0.98	1.459	
0.99	2.2169	
1.0	2.1324	
1.01	1.3023	
1.02	0.4308	
1.03	0.2256	
1.04	0.8757	
1.05	1.714	
1.06	2.1706	
1.07	1.6436	
1.08	0.7571	
