0.01	0.204	0.408	0.3272	0.1683	
0.02	0.4039	0.7316	0.5792	0.3463	
0.03	0.5853	1.1563	0.9085	0.5579	
0.04	0.8932	1.2496	0.9586	0.6752	
0.05	0.9355	1.1256	1.1518	0.8669	
0.06	1.0895	0.9465	1.2125	1.0648	
0.07	1.2748	0.8	1.1228	1.0549	
0.08	1.5095	0.4053	0.9845	1.3019	
0.09	1.5211	0.0779	0.6325	1.3022	
0.1	1.7602	-0.1953	0.4321	1.472	
0.11	1.9642	-0.3381	0.1924	1.4971	
0.12	1.9555	-0.4296	-0.0739	1.7765	
0.13	2.0912	-0.2654	-0.2725	1.5336	
0.14	2.0524	-0.0254	-0.4745	1.7952	
0.15	2.0516	0.3627	-0.4842	1.8213	
0.16	1.9917	0.8297	-0.5387	1.9364	
0.17	2.0621	1.1647	-0.4254	1.5851	
0.18	1.8666	1.6372	-0.2482	1.75	
0.19	1.965	1.9393	0.0055	1.8613	
0.2	1.6272	1.9427	0.3312	1.6206	
0.21	1.6396	2.1102	0.6003	1.4647	
0.22	1.6461	1.7691	1.0324	1.5086	
0.23	1.5517	1.5522	1.1341	1.3474	
0.24	1.3534	1.2742	1.524	1.371	
0.25	1.278	0.8393	1.5475	1.2647	
0.26	1.2446	0.5198	1.6359	1.0703	
0.27	1.1573	0.3257	1.8579	0.9828	
0.28	1.0645	0.2706	1.6782	1.0325	
0.29	1.0135	0.3879	1.4632	0.7773	
0.3	0.9566	0.6097	1.2361	0.6956	
0.31	0.8668	0.9968	1.0554	0.6157	
0.32	0.9078	1.2893	0.6986	0.5123	
0.33	0.8927	1.9856	0.4533	0.4437	
0.34	0.9085	2.0925	0.2637	0.4331	
0.35	0.8832	2.3707	0.1236	0.327	
0.36	0.847	2.7165	0.0332	0.288	
0.37	0.9735	2.6452	0.037	0.2778	
0.38	1.0472	2.5717	0.1431	0.2411	
0.39	1.0477	1.9183	0.3214	0.2019	
0.4	1.1719	1.5991	0.5524	0.1963	
0.41	1.4151	1.3882	0.8626	0.2145	
0.42	1.4347	1.0646	1.087	0.2387	
0.43	1.7214	0.8644	1.3701	0.2459	
0.44	1.742	0.8125	1.8329	0.3039	
0.45	1.8112	0.8637	2.1859	0.3741	
0.46	1.8622	1.1057	2.2615	0.4346	
0.47	1.9246	1.2639	2.3913	0.4348	
0.48	2.1107	1.702	2.1632	0.5811	
0.49	2.1684	2.0163	2.1795	0.6885	
0.5	2.5222	2.41	2.0377	0.7007	
0.51	2.6177	2.62	1.7271	0.814	
0.52	2.6373	2.8189	1.5459	0.9628	
0.53	2.7254	2.6753	1.1031	1.0147	
0.54	2.4403	2.5552	0.9507	1.079	
0.55	2.5532	2.427	0.7307	1.0919	
0.56	2.4844	2.0171	0.5205	1.2908	
0.57	2.4191	1.6116	0.4193	1.1719	
0.58	2.4542	1.1911	0.4108	1.4086	
0.59	2.6527	0.96	0.5549	1.3422	
0.6	2.2285	0.9329	0.7505	1.4318	
0.61	2.4324	0.9877	0.8613	1.504	
0.62	2.3207	1.1544	1.1901	1.4052	
0.63	1.9207	1.5191	1.4437	1.3728	
0.64	2.1082	1.8238	1.7737	1.2686	
0.65	1.8029	2.3891	1.9979	1.4372	
0.66	1.7282	2.4877	2.2835	1.3496	
0.67	1.3314	2.6017	2.5534	1.3308	
0.68	1.2648	3.1095	2.6806	1.0723	
0.69	1.0328	2.7678	2.4057	1.0907	
0.7	0.9016	2.5801	2.3267	0.9561	
0.71	0.6621	2.2926	2.267	0.776	
0.72	0.4795	1.7854	1.9218	0.7126	
0.73	0.2657	1.4695	1.7828	0.5947	
