0.01	0.9374	0.3212	0.1677	0.223	0.1589	
0.02	1.6321	0.5928	0.2856	0.5269	0.3387	
0.03	1.9813	0.9012	0.4398	0.658	0.5325	
0.04	2.105	1.0377	0.5857	0.937	0.6397	
0.05	1.6476	1.0859	0.8116	1.1288	0.7829	
0.06	0.7779	1.1737	0.7894	1.2421	0.951	
0.07	-0.1177	1.0229	0.9802	1.3727	1.0989	
0.08	-0.8856	1.0967	1.0113	1.709	1.3096	
0.09	-1.4101	0.8847	1.2059	1.4951	1.5398	
0.1	-1.6754	0.6427	1.3402	1.7464	1.5832	
0.11	-1.3437	0.3602	1.2911	1.6357	1.6502	
0.12	-0.9628	0.0969	1.4371	1.6165	1.7074	
0.13	-0.1033	-0.1174	1.6151	1.6754	1.7569	
0.14	0.6888	-0.3216	1.6465	1.6615	2.0308	
0.15	1.4447	-0.4272	1.6967	1.5581	1.992	
0.16	1.6995	-0.5443	1.4629	1.4495	1.8148	
0.17	2.087	-0.484	1.6472	1.4802	1.9501	
0.18	1.744	-0.3557	1.5235	1.1768	2.0947	
0.19	1.123	-0.2012	1.68	1.0758	2.1058	
0.2	0.4774	0.0252	1.5717	0.904	2.0214	
0.21	-0.124	0.3332	1.5805	0.8761	2.0296	
0.22	-0.5472	0.6584	1.4213	0.8444	2.0911	
0.23	-0.7283	0.9376	1.2615	0.698	1.9205	
0.24	-0.7072	1.3134	1.188	0.5559	2.099	
0.25	-0.3863	1.5255	1.2493	0.6096	2.0449	
0.26	0.0518	1.606	1.2501	0.5587	1.8504	
0.27	0.5406	1.8386	1.007	0.5927	1.8899	
0.28	1.0415	1.69	0.8947	0.6198	1.5943	
0.29	1.4308	1.81	0.8345	0.5976	1.4781	
0.3	1.523	1.6999	0.8168	0.6389	1.6876	
0.31	1.2888	1.5493	0.7794	0.8083	1.6148	
0.32	1.0647	1.3777	0.6074	0.9076	1.4648	
0.33	0.8527	0.9758	0.5712	0.9655	1.2381	
0.34	0.5595	0.8148	0.5005	1.3089	1.3367	
0.35	0.3776	0.5424	0.4354	1.5135	1.1146	
0.36	0.2887	0.3199	0.4083	1.4872	1.2637	
0.37	0.3424	0.1595	0.3568	1.6147	1.0124	
0.38	0.4673	0.106	0.3398	2.0508	1.1296	
0.39	0.5311	0.092	0.3838	2.1809	1.0424	
0.4	0.7097	0.1849	0.3603	1.9608	0.9722	
0.41	0.7276	0.3081	0.3611	2.459	1.0668	
0.42	0.7364	0.542	0.4103	2.2768	0.9949	
0.43	0.6342	0.8645	0.4539	2.3199	0.8893	
0.44	0.5634	1.0524	0.4431	2.3828	0.9421	
0.45	0.6265	1.5613	0.464	2.5139	0.9618	
0.46	0.5895	1.7736	0.6073	2.3871	1.0891	
0.47	0.8519	1.9697	0.6751	2.1451	1.0958	
0.48	1.0609	2.3689	0.7054	2.1943	1.0632	
0.49	1.264	2.4906	0.8877	1.9635	1.1308	
0.5	1.3739	2.3577	0.8908	1.8509	1.2714	
0.51	1.5003	2.3748	1.1138	1.9603	1.264	
0.52	1.3394	2.2171	1.0736	1.5874	1.2675	
0.53	1.1259	1.9543	1.3989	1.3199	1.4499	
0.54	0.8036	1.6658	1.5244	1.3171	1.5559	
0.55	0.3527	1.5141	1.4008	1.003	1.7036	
0.56	0.0135	1.3174	1.6036	0.854	1.7006	
0.57	-0.1854	0.981	1.7617	0.6111	1.6969	
0.58	-0.1384	0.7205	1.9607	0.3623	1.8281	
0.59	0.1407	0.6983	2.0064	0.1829	1.906	
0.6	0.6169	0.5637	1.9439	0.0269	2.0439	
0.61	1.1232	0.4903	2.3011	-0.1138	1.9987	
0.62	1.9497	0.5312	2.4329	-0.2371	2.4023	
0.63	2.0596	0.7338	2.5701	-0.3007	2.2456	
0.64	2.2631	0.8751	2.6303	-0.3244	2.3992	
0.65	2.2441	1.1342	2.4911	-0.3669	2.209	
0.66	1.7658	1.5516	2.5582	-0.3964	2.2732	
0.67	1.1028	1.7861	2.4395	-0.3381	2.2208	
0.68	0.4147	2.1315	2.3967	-0.293	2.5042	
0.69	-0.2682	2.4809	2.3473	-0.201	2.7272	
0.7	-0.7007	2.3201	2.4996	-0.0881	2.684	
0.71	-0.7574	2.715	2.5712	0.0303	2.4979	
0.72	-0.4558	2.4729	2.4606	0.1497	2.2095	
0.73	0.1952	2.8635	2.6427	0.3152	2.3742	
0.74	0.9391	2.4056	2.1576	0.4415	2.3934	
0.75	2.0379	2.5063	2.0945	0.5707	2.4312	
0.76	2.484	2.0635	2.3217	0.7397	1.99	
0.77	2.7176	1.8528	2.0813	0.735	2.0942	
0.78	3.0132	1.6183	2.0788	0.8343	1.7941	
0.79	2.4959	1.1944	1.7548	0.9838	1.8707	
0.8	1.5178	1.0371	1.8286	0.9176	1.7809	
0.81	0.703	0.9168	1.7844	0.9946	1.6615	
0.82	-0.1435	0.7293	1.4104	0.9894	1.5648	
0.83	-0.7371	0.6689	1.2678	0.9713	1.3838	
0.84	-1.0202	0.8062	1.2001	0.9998	1.1277	
0.85	-0.8188	0.9362	1.2196	0.7613	0.8893	
