0.01	0.4663	0.4963	0.2407	0.3129	0.1734	
0.02	0.7836	0.9282	0.5393	0.6555	0.3168	
0.03	1.0753	1.1155	0.6751	0.9706	0.4682	
0.04	1.1515	1.4172	0.8754	1.092	0.5918	
0.05	0.8912	1.6507	1.0886	1.406	0.8435	
0.06	0.5783	1.5347	1.3807	1.4967	1.0153	
0.07	0.1962	1.3971	1.3046	1.8625	0.9748	
0.08	-0.182	1.0978	1.438	1.8472	1.2176	
0.09	-0.5039	0.896	1.4057	1.6975	1.2651	
0.1	-0.6783	0.7381	1.3396	1.944	1.4307	
0.11	-0.7447	0.4359	1.4249	1.7098	1.4205	
0.12	-0.451	0.2857	1.2721	1.6374	1.4757	
0.13	-0.0999	0.2423	1.27	1.6055	1.4466	
0.14	0.3675	0.2777	1.0873	1.5696	1.4067	
0.15	0.796	0.4179	0.8381	1.498	1.4292	
0.16	1.2446	0.6351	0.7865	1.2925	1.1771	
0.17	1.5348	1.0451	0.6157	0.9447	1.2133	
0.18	1.5252	1.2592	0.4686	0.7899	1.064	
0.19	1.2818	1.677	0.3348	0.5784	1.0866	
0.2	0.9748	1.9946	0.2607	0.3127	0.8804	
0.21	0.594	2.0537	0.1869	0.134	0.9434	
0.22	0.2017	2.234	0.1618	-0.0358	0.7215	
0.23	-0.1351	2.0649	0.1884	-0.1827	0.6244	
0.24	-0.3457	1.9349	0.2483	-0.2911	0.5394	
0.25	-0.3377	1.4498	0.2868	-0.4385	0.4208	
0.26	-0.1422	1.1947	0.46	-0.514	0.3185	
0.27	0.2322	0.8297	0.6653	-0.5363	0.2261	
0.28	0.6494	0.3605	0.8267	-0.5524	0.1612	
0.29	1.1697	-0.0447	1.0657	-0.4963	0.1009	
0.3	1.5072	-0.3699	1.2585	-0.4277	0.0441	
0.31	1.7989	-0.494	1.3483	-0.3447	0.0117	
0.32	1.8981	-0.5991	1.6285	-0.2701	-0.0044	
0.33	1.7534	-0.545	1.9661	-0.1697	-0.003	
0.34	1.2847	-0.4168	1.9415	-0.0749	0.018	
0.35	0.9816	-0.189	2.465	0.0234	0.0568	
0.36	0.6386	0.0852	2.4573	0.1101	0.1166	
0.37	0.2087	0.39	2.686	0.1871	0.1726	
0.38	0.0214	0.5617	2.9288	0.2747	0.2641	
0.39	-0.0017	0.7899	2.7314	0.299	0.3671	
0.4	0.1742	0.8701	2.6079	0.3098	0.532	
0.41	0.4817	0.7267	2.5218	0.2987	0.6421	
0.42	1.0294	0.5491	2.7518	0.2875	0.7695	
0.43	1.5226	0.315	2.5559	0.2187	0.8707	
0.44	1.9532	0.0114	2.2631	0.1664	1.09	
0.45	2.1229	-0.3149	1.9621	0.0701	1.2091	
0.46	2.1401	-0.7017	1.788	-0.0476	1.4623	
