0.01	0.4658	0.6158	0.2227	0.2483	0.4639	
0.02	0.8047	0.9103	0.4655	0.4844	0.9766	
0.03	0.9618	1.1078	0.6335	0.7521	1.0362	
0.04	1.1813	0.7916	0.9388	1.0043	1.2323	
0.05	1.0768	0.3746	1.0863	1.0569	0.9573	
0.06	0.6555	-0.1531	1.3308	1.2133	0.5817	
0.07	0.3106	-0.6344	1.4486	1.321	0.1513	
0.08	-0.0534	-0.7059	1.6255	1.1877	-0.2434	
0.09	-0.3546	-0.5539	1.7881	1.1303	-0.5123	
0.1	-0.5576	-0.0994	1.9325	1.1596	-0.5512	
0.11	-0.6019	0.4834	1.8	1.0516	-0.42	
0.12	-0.4626	1.1619	1.837	0.8929	-0.0536	
0.13	-0.189	1.348	1.9693	0.7149	0.3998	
0.14	0.195	1.4253	1.8061	0.5194	0.9749	
0.15	0.6863	0.9816	1.7575	0.3025	1.3791	
0.16	1.1162	0.5779	1.639	0.1095	1.6361	
0.17	1.46	0.0519	1.5964	-0.0364	1.6367	
0.18	1.5437	-0.2891	1.4728	-0.1703	1.55	
0.19	1.4402	-0.3863	1.4136	-0.2583	1.174	
0.2	1.2445	-0.136	1.2937	-0.2488	0.8338	
0.21	0.9675	0.3575	1.1332	-0.2689	0.3977	
0.22	0.633	1.0198	1.0544	-0.179	0.0543	
0.23	0.2307	1.466	0.9686	-0.0755	-0.0753	
0.24	-0.0584	1.7559	0.7079	0.0851	0.0148	
0.25	-0.2141	1.5672	0.5826	0.2875	0.3163	
0.26	-0.1637	1.412	0.4239	0.4522	0.7761	
0.27	0.0472	0.8025	0.3026	0.7629	1.2165	
0.28	0.4461	0.2253	0.174	0.9772	1.7732	
0.29	0.7971	-0.0705	0.0513	1.3608	2.1556	
0.3	1.1697	-0.0551	-0.0549	1.3622	2.2905	
0.31	1.5589	0.273	-0.1268	1.5755	2.1658	
0.32	2.08	0.9006	-0.1952	1.6916	1.6445	
0.33	1.8194	1.3136	-0.2683	2.1108	1.2571	
0.34	1.8469	1.691	-0.323	2.1815	0.8038	
0.35	1.5054	1.9881	-0.3305	2.1351	0.4859	
0.36	1.3359	2.0272	-0.311	1.9508	0.2443	
0.37	0.7725	1.3912	-0.2968	2.1746	0.2691	
0.38	0.4727	0.8118	-0.2896	1.9544	0.5285	
0.39	0.2359	0.4117	-0.2251	1.6363	0.8843	
0.4	0.196	0.1502	-0.193	1.7236	1.2466	
0.41	0.3051	0.2388	-0.1188	1.2598	1.912	
0.42	0.63	0.5817	-0.0386	1.1422	2.2198	
0.43	0.9766	1.0906	0.0374	0.9922	2.3062	
0.44	1.4583	1.6694	0.1163	0.8527	2.2253	
0.45	1.7201	2.1384	0.1992	0.6684	2.0621	
0.46	2.3693	2.1178	0.2335	0.4844	1.5236	
0.47	2.5384	1.8293	0.3032	0.3802	1.1555	
0.48	2.1631	1.617	0.419	0.3483	0.6253	
0.49	2.1853	0.9215	0.434	0.3383	0.3976	
0.5	1.7659	0.4549	0.4927	0.4363	0.3258	
0.51	1.3331	0.3062	0.5225	0.507	0.5103	
0.52	0.9996	0.5073	0.5138	0.6916	0.7326	
0.53	0.6963	0.8387	0.4826	0.767	1.2636	
0.54	0.4986	1.6533	0.4606	0.9547	1.6486	
0.55	0.5213	2.1802	0.4127	1.3082	2.1739	
0.56	0.6894	2.5442	0.3928	1.3757	2.0396	
0.57	0.971	2.1004	0.2963	1.614	2.371	
0.58	1.4054	2.1211	0.2109	1.9996	2.0953	
0.59	2.0307	1.5783	0.112	2.1289	1.616	
0.6	2.4332	0.9213	0.0076	2.2848	1.0495	
0.61	2.7163	0.4844	-0.105	2.4223	0.6379	
0.62	2.6722	0.4202	-0.2046	2.4036	0.3121	
0.63	2.2878	0.6231	-0.304	2.4741	0.186	
0.64	2.042	1.1542	-0.401	2.3351	0.258	
0.65	1.9553	1.787	-0.5887	2.4486	0.5073	
0.66	1.5041	2.3627	-0.6695	1.9693	0.9461	
0.67	0.9969	2.4951	-0.7453	1.9585	1.4344	
0.68	0.7642	2.2204	-0.8834	1.589	1.7061	
0.69	0.664	1.9593	-0.8362	1.5453	1.9905	
0.7	0.767	1.3126	-0.884	1.2114	2.1286	
