0.01	0.5981	0.2721	0.231	0.2087	
0.02	1.0274	0.4755	0.4359	0.4354	
0.03	1.4451	0.8351	0.6265	0.5585	
0.04	1.9057	1.1094	0.871	0.8397	
0.05	2.0695	1.2002	1.0495	0.9475	
0.06	2.2097	1.3436	1.1784	1.2789	
0.07	1.8889	1.5298	1.3531	1.3441	
0.08	1.6722	1.8719	1.5489	1.4185	
0.09	1.3858	1.8012	1.84	1.8734	
0.1	0.9057	2.054	1.834	1.9797	
0.11	0.4964	2.4073	2.0967	1.9874	
0.12	0.0553	2.2097	2.0966	2.1992	
0.13	-0.3859	2.3443	2.0428	2.0193	
0.14	-0.6763	2.4907	2.2623	2.2387	
0.15	-1.1097	2.3044	2.3643	2.3479	
0.16	-1.2516	2.0679	2.0972	2.6407	
0.17	-1.2399	2.2826	2.2672	2.456	
0.18	-1.0334	2.0099	2.3532	2.5868	
0.19	-0.8826	2.1669	2.3711	2.626	
0.2	-0.6294	1.7772	2.0471	2.7632	
0.21	-0.3103	1.9509	2.23	2.5049	
0.22	0.0991	1.6041	2.1226	2.3646	
0.23	0.5182	1.4003	2.2829	2.6885	
0.24	0.8643	1.2689	2.0367	2.6532	
0.25	1.0268	1.0802	2.0653	2.6236	
0.26	1.2821	0.923	1.9681	2.4973	
0.27	1.6326	0.8216	1.5705	2.2207	
0.28	1.6076	0.6281	1.6925	2.2753	
0.29	1.5656	0.6135	1.4599	2.0674	
0.3	1.4434	0.4072	1.5663	2.0903	
0.31	1.4334	0.295	1.431	2.0094	
0.32	1.1523	0.2335	1.4001	1.7402	
0.33	0.8949	0.1234	1.0956	1.6217	
0.34	0.8006	0.0712	1.0423	1.5349	
0.35	0.669	0.0223	1.1244	1.2649	
0.36	0.5721	-0.0074	1.0075	1.323	
0.37	0.5449	-0.0201	1.0299	1.0415	
0.38	0.5056	-0.0121	0.9469	0.9358	
0.39	0.5615	0.0076	0.9379	0.8325	
0.4	0.6457	0.0483	0.9472	0.6709	
0.41	0.7697	0.0875	1.0098	0.5719	
0.42	0.7797	0.153	1.0327	0.5506	
0.43	0.8774	0.221	0.9129	0.4531	
0.44	1.0456	0.3077	1.0554	0.3137	
0.45	0.9107	0.4046	0.9682	0.2091	
0.46	0.8876	0.4771	1.0207	0.1438	
0.47	0.8813	0.5182	1.0689	0.0706	
0.48	0.7538	0.6884	1.2009	0.0087	
0.49	0.5699	0.73	1.3017	-0.0484	
0.5	0.3741	0.8041	1.3716	-0.1014	
0.51	0.2971	0.7607	1.2549	-0.1348	
0.52	0.1722	0.8375	1.395	-0.174	
0.53	0.1545	0.9594	1.5464	-0.1782	
0.54	0.1897	0.9323	1.4745	-0.2079	
0.55	0.3147	0.9433	1.5642	-0.2342	
0.56	0.5394	1.0107	1.6259	-0.2171	
0.57	0.7142	0.9551	1.6727	-0.226	
0.58	1.1427	0.8823	1.6253	-0.1904	
0.59	1.5052	0.8291	1.541	-0.1835	
0.6	1.7676	0.7615	1.5006	-0.188	
0.61	2.1776	0.8228	1.3888	-0.1686	
0.62	2.208	0.6773	1.5782	-0.1356	
0.63	2.4892	0.6344	1.4818	-0.1004	
0.64	2.4198	0.5114	1.2626	-0.0925	
0.65	2.5936	0.4808	1.1048	-0.0566	
0.66	2.0805	0.3882	1.1085	-0.0353	
0.67	2.1509	0.2741	0.9088	-0.0165	
0.68	1.6187	0.1862	0.808	0.0033	
0.69	1.1421	0.13	0.6208	0.0204	
0.7	0.7299	0.0567	0.4589	0.029	
0.71	0.1914	0.0073	0.3187	0.0419	
0.72	-0.2119	-0.0335	0.1408	0.0461	
0.73	-0.5673	-0.0714	-0.0496	0.0381	
0.74	-0.8211	-0.0857	-0.2363	0.0339	
0.75	-0.8585	-0.0862	-0.4942	0.0183	
