01.01.2013;270421;07:42;14:35
01.01.2013;622789;07:39;14:59
01.01.2013;818782;08:16;14:14
01.01.2013;197848;08:03;15:38
01.01.2013;268580;08:36;15:52
01.01.2013;700033;08:23;14:04
01.01.2013;221436;08:16;14:40
01.01.2013;268803;07:38;15:04
01.01.2013;189485;07:17;15:16
01.01.2013;834714;07:05;14:40
01.01.2013;493751;07:27;15:04
01.01.2013;707845;08:22;15:46
01.01.2013;516338;08:21;15:39
01.01.2013;527723;07:49;14:46
01.01.2013;138441;08:40;15:43
01.01.2013;651153;07:27;15:55
01.01.2013;310278;08:34;14:44
01.01.2013;143223;07:05;15:59
01.01.2013;808002;08:55;15:03
01.01.2013;740892;08:38;15:06
01.01.2013;457629;07:04;15:04
01.01.2013;435704;08:00;14:59
01.01.2013;114448;07:47;15:08
01.01.2013;284405;08:56;14:18
01.01.2013;868396;07:26;14:09
01.01.2013;132088;07:52;14:18
01.01.2013;687813;07:18;15:46
01.01.2013;625010;07:21;14:42
01.01.2013;762183;07:53;14:03
01.01.2013;167405;08:27;15:57
01.01.2013;853786;08:34;14:52
01.01.2013;276895;07:16;15:06
01.01.2013;847201;08:01;15:36
01.01.2013;921844;08:36;14:05
01.01.2013;378414;07:04;15:19
01.01.2013;412696;08:46;14:43
01.01.2013;843839;08:15;14:50
01.01.2013;371263;08:51;15:31
01.01.2013;101699;08:51;15:24
01.01.2013;652262;08:44;14:46
01.01.2013;679110;07:12;15:35
01.01.2013;683679;07:36;15:14
01.01.2013;936509;08:57;14:33
01.01.2013;883617;07:35;14:43
01.01.2013;307307;08:56;14:09
01.01.2013;485985;07:07;15:47
01.01.2013;470704;07:56;15:04
01.01.2013;604994;07:48;15:33
01.01.2013;812681;07:55;15:49
01.01.2013;407113;07:46;15:28
01.01.2013;769300;07:34;14:57
01.01.2013;581388;07:57;15:54
01.01.2013;996624;08:22;15:36
01.01.2013;441256;07:12;14:52
01.01.2013;395923;07:32;14:35
01.01.2013;379447;08:26;15:31
01.01.2013;740408;07:31;15:58
01.01.2013;477614;07:56;15:47
01.01.2013;528098;07:24;14:10
01.01.2013;522392;08:29;15:15
01.01.2013;785913;08:21;14:32
01.01.2013;824129;07:27;15:34
01.01.2013;814478;07:22;15:10
01.01.2013;720978;08:29;15:56
01.01.2013;220395;07:37;15:21
01.01.2013;350856;08:16;15:24
01.01.2013;333493;07:48;15:08
01.01.2013;241000;07:51;14:54
01.01.2013;198977;07:10;15:02
01.01.2013;101309;07:32;15:57
01.01.2013;180264;08:39;15:14
01.01.2013;298147;07:56;14:58
01.01.2013;653602;08:06;15:09
01.01.2013;106918;08:13;15:37
01.01.2013;619532;08:37;14:23
01.01.2013;890412;07:07;14:05
01.01.2013;808264;07:38;14:01
01.01.2013;600753;07:05;14:22
01.01.2013;932209;07:18;15:42
01.01.2013;327828;08:10;15:08
01.01.2013;278597;07:33;14:59
01.01.2013;107495;08:36;15:52
01.01.2013;972528;07:45;15:59
01.01.2013;202690;08:25;15:37
01.01.2013;682557;08:19;14:31
01.01.2013;768828;07:06;15:31
01.01.2013;535810;07:55;15:40
01.01.2013;306154;08:21;15:38
01.01.2013;980249;07:31;15:19
01.01.2013;162907;07:21;14:58
01.01.2013;494204;08:01;15:51
01.01.2013;722686;07:58;14:07
01.01.2013;562768;08:47;14:12
01.01.2013;931791;07:13;15:18
01.01.2013;840606;08:01;14:16
01.01.2013;672064;07:14;15:00
01.01.2013;826207;07:28;15:30
01.01.2013;473496;08:52;15:00
02.01.2013;270421;08:13;15:01
02.01.2013;622789;08:31;15:12
02.01.2013;818782;07:12;14:09
02.01.2013;197848;07:19;14:35
02.01.2013;268580;08:22;15:08
02.01.2013;700033;08:43;14:14
02.01.2013;221436;07:57;14:30
02.01.2013;268803;07:46;14:47
02.01.2013;189485;08:01;15:49
02.01.2013;834714;07:16;14:24
02.01.2013;493751;08:33;14:47
02.01.2013;707845;07:36;14:13
02.01.2013;516338;08:07;14:34
02.01.2013;527723;08:11;15:01
02.01.2013;138441;08:58;15:14
02.01.2013;696577;08:11;14:44
02.01.2013;651153;08:37;14:02
02.01.2013;310278;08:28;14:06
02.01.2013;143223;07:45;14:53
02.01.2013;740892;08:04;15:29
02.01.2013;457629;08:48;14:05
02.01.2013;435704;08:26;15:13
02.01.2013;114448;07:59;14:43
02.01.2013;284405;08:11;15:51
02.01.2013;868396;08:03;15:15
02.01.2013;132088;08:22;14:13
02.01.2013;687813;08:45;14:00
02.01.2013;625010;07:14;14:30
02.01.2013;762183;07:40;15:41
02.01.2013;167405;08:26;14:35
02.01.2013;853786;08:18;15:28
02.01.2013;276895;07:44;14:18
02.01.2013;847201;08:53;14:50
02.01.2013;921844;08:21;14:11
02.01.2013;378414;07:39;15:28
02.01.2013;412696;07:17;15:49
02.01.2013;843839;08:58;14:36
02.01.2013;371263;08:13;14:13
02.01.2013;101699;07:39;14:56
02.01.2013;652262;08:44;15:58
02.01.2013;679110;07:38;14:46
02.01.2013;683679;08:52;15:25
02.01.2013;936509;07:28;15:06
02.01.2013;883617;08:44;14:15
02.01.2013;307307;07:22;14:35
02.01.2013;485985;08:23;14:17
02.01.2013;470704;07:26;15:59
02.01.2013;604994;08:37;14:45
02.01.2013;812681;07:51;15:08
02.01.2013;407113;07:28;14:53
02.01.2013;581388;07:26;15:41
02.01.2013;996624;07:54;15:43
02.01.2013;441256;08:42;14:41
02.01.2013;395923;08:28;15:25
02.01.2013;379447;07:36;14:58
02.01.2013;740408;07:13;14:50
02.01.2013;477614;07:13;14:36
02.01.2013;528098;08:45;15:33
02.01.2013;522392;08:20;15:50
02.01.2013;785913;07:01;15:05
02.01.2013;824129;08:06;14:59
02.01.2013;814478;07:43;14:38
02.01.2013;720978;08:18;14:51
02.01.2013;220395;08:28;15:35
02.01.2013;350856;08:24;14:42
02.01.2013;333493;08:14;15:59
02.01.2013;241000;07:20;15:06
02.01.2013;198977;08:53;15:17
02.01.2013;101309;07:35;15:53
02.01.2013;180264;07:53;14:51
02.01.2013;298147;08:02;14:42
02.01.2013;653602;07:05;14:13
02.01.2013;106918;08:08;15:56
02.01.2013;619532;07:22;14:22
02.01.2013;890412;08:03;15:53
02.01.2013;808264;07:11;14:59
02.01.2013;600753;08:38;14:12
02.01.2013;932209;07:09;14:52
02.01.2013;278597;07:26;15:48
02.01.2013;107495;07:12;15:17
02.01.2013;972528;08:54;15:57
02.01.2013;202690;07:39;14:09
02.01.2013;682557;07:51;14:32
02.01.2013;768828;08:19;14:31
02.01.2013;535810;07:58;15:22
02.01.2013;306154;08:06;14:53
02.01.2013;980249;08:54;14:55
02.01.2013;162907;08:26;15:19
02.01.2013;494204;08:36;15:16
02.01.2013;574610;07:35;15:09
02.01.2013;722686;08:59;14:15
02.01.2013;562768;07:47;15:45
02.01.2013;931791;08:50;14:30
02.01.2013;840606;07:22;15:07
02.01.2013;672064;08:19;14:12
02.01.2013;826207;08:04;15:06
02.01.2013;473496;08:11;15:49
03.01.2013;270421;08:04;14:59
03.01.2013;622789;08:12;15:02
03.01.2013;818782;07:18;15:42
03.01.2013;197848;07:22;15:52
03.01.2013;268580;08:16;15:03
03.01.2013;700033;07:28;14:26
03.01.2013;221436;07:04;14:07
03.01.2013;268803;07:21;14:21
03.01.2013;189485;07:21;14:09
03.01.2013;834714;07:07;14:21
03.01.2013;493751;08:41;14:38
03.01.2013;707845;07:19;15:47
03.01.2013;516338;07:54;14:24
03.01.2013;527723;08:17;14:53
03.01.2013;138441;08:45;15:36
03.01.2013;696577;08:57;15:58
03.01.2013;651153;07:11;15:25
03.01.2013;310278;07:38;15:58
03.01.2013;143223;08:06;14:58
03.01.2013;808002;07:36;15:23
03.01.2013;740892;08:05;14:54
03.01.2013;457629;08:18;14:23
03.01.2013;435704;08:54;14:31
03.01.2013;114448;07:35;15:57
03.01.2013;284405;07:44;14:45
03.01.2013;868396;08:36;15:13
03.01.2013;132088;08:35;15:48
03.01.2013;687813;08:28;14:46
03.01.2013;625010;07:36;14:03
03.01.2013;762183;08:51;15:01
03.01.2013;167405;07:05;15:56
03.01.2013;853786;08:47;14:40
03.01.2013;276895;08:01;14:35
03.01.2013;847201;08:12;14:54
03.01.2013;921844;08:56;15:12
03.01.2013;378414;08:23;15:49
03.01.2013;412696;08:55;15:54
03.01.2013;843839;08:54;15:15
03.01.2013;371263;08:27;15:19
03.01.2013;101699;07:44;15:32
03.01.2013;652262;08:41;15:49
03.01.2013;679110;08:01;14:09
03.01.2013;683679;07:00;14:47
03.01.2013;936509;08:53;14:45
03.01.2013;883617;07:25;15:43
03.01.2013;307307;07:26;15:27
03.01.2013;485985;08:53;14:44
03.01.2013;470704;08:26;15:54
03.01.2013;604994;07:03;14:51
03.01.2013;812681;07:49;14:21
03.01.2013;407113;08:34;15:00
03.01.2013;769300;07:50;14:01
03.01.2013;581388;08:15;15:14
03.01.2013;996624;07:22;14:53
03.01.2013;441256;07:55;14:00
03.01.2013;395923;07:20;15:01
03.01.2013;379447;08:47;14:57
03.01.2013;740408;07:17;15:58
03.01.2013;477614;07:21;14:17
03.01.2013;528098;08:27;15:01
03.01.2013;522392;07:04;15:39
03.01.2013;785913;08:25;14:57
03.01.2013;824129;08:39;15:49
03.01.2013;814478;08:06;15:00
03.01.2013;720978;07:17;15:31
03.01.2013;220395;07:17;15:30
03.01.2013;350856;08:47;15:43
03.01.2013;333493;07:13;14:53
03.01.2013;241000;08:21;15:25
03.01.2013;198977;08:31;14:03
03.01.2013;101309;07:27;15:07
03.01.2013;180264;07:42;14:37
03.01.2013;298147;07:15;14:46
03.01.2013;653602;07:12;15:02
03.01.2013;106918;07:57;14:04
03.01.2013;619532;08:23;14:01
03.01.2013;890412;08:37;14:26
03.01.2013;808264;07:09;15:26
03.01.2013;600753;08:15;15:21
03.01.2013;932209;08:42;15:26
03.01.2013;327828;08:47;15:56
03.01.2013;278597;07:22;14:49
03.01.2013;107495;08:26;15:28
03.01.2013;972528;07:08;14:24
03.01.2013;202690;07:48;15:35
03.01.2013;682557;07:56;14:12
03.01.2013;768828;08:03;14:00
03.01.2013;535810;08:14;15:02
03.01.2013;306154;07:39;15:20
03.01.2013;980249;08:13;14:08
03.01.2013;162907;08:01;15:27
03.01.2013;494204;07:18;14:23
03.01.2013;574610;08:45;14:50
03.01.2013;722686;08:39;15:05
03.01.2013;562768;07:12;15:24
03.01.2013;931791;08:02;14:29
03.01.2013;840606;08:57;15:17
03.01.2013;672064;07:02;15:31
03.01.2013;826207;08:13;14:51
03.01.2013;473496;08:11;14:36
04.01.2013;622789;07:13;15:52
04.01.2013;818782;08:07;15:15
