 0.00000e+00  1.28407e-01  1.26724e-01  1.26011e-01
 1.00000e-04  1.27929e-01  1.28778e-01  1.28438e-01
 2.00000e-04  1.32871e-01  1.36979e-01  1.37873e-01
 3.00000e-04  1.38356e-01  1.41362e-01  1.42188e-01
 4.00000e-04  1.43621e-01  1.40786e-01  1.38159e-01
 5.00000e-04  1.41827e-01  1.40584e-01  1.42457e-01
 6.00000e-04  1.38147e-01  1.40851e-01  1.43785e-01
 7.00000e-04  1.41453e-01  1.38657e-01  1.43027e-01
 8.00000e-04  1.47336e-01  1.44145e-01  1.43233e-01
 9.00000e-04  1.40140e-01  1.44927e-01  1.49225e-01
 1.00000e-03  1.52120e-01  1.55077e-01  1.50280e-01
 1.10000e-03  1.49008e-01  1.50185e-01  1.46318e-01
 1.20000e-03  1.44523e-01  1.47374e-01  1.45625e-01
 1.30000e-03  1.46091e-01  1.44464e-01  1.40206e-01
 1.40000e-03  1.42279e-01  1.44209e-01  1.44422e-01
 1.50000e-03  1.42857e-01  1.39997e-01  1.43927e-01
 1.60000e-03  1.40647e-01  1.39393e-01  1.41035e-01
 1.70000e-03  1.42962e-01  1.44031e-01  1.41842e-01
 1.80000e-03  1.39543e-01  1.42769e-01  1.44529e-01
 1.90000e-03  1.43513e-01  1.40061e-01  1.39520e-01
 2.00000e-03  1.39144e-01  1.35735e-01  1.31225e-01
 2.10000e-03  1.34067e-01  1.35072e-01  1.37610e-01
 2.20000e-03  1.40353e-01  1.44959e-01  1.43076e-01
 2.30000e-03  1.38668e-01  1.40403e-01  1.43113e-01
 2.40000e-03  1.45589e-01  1.41296e-01  1.43542e-01
 2.50000e-03  1.47280e-01  1.47936e-01  1.43048e-01
 2.60000e-03  1.42326e-01  1.38419e-01  1.35254e-01
 2.70000e-03  1.38081e-01  1.35121e-01  1.31890e-01
 2.80000e-03  1.33730e-01  1.37483e-01  1.39956e-01
 2.90000e-03  1.41542e-01  1.45532e-01  1.44853e-01
 3.00000e-03  1.40249e-01  1.40657e-01  1.37155e-01
 3.10000e-03  1.32705e-01  1.31164e-01  1.27423e-01
 3.20000e-03  1.25939e-01  1.28001e-01  1.25576e-01
 3.30000e-03  1.25283e-01  1.25443e-01  1.29160e-01
 3.40000e-03  1.26603e-01  1.25931e-01  1.27971e-01
 3.50000e-03  1.23772e-01  1.19818e-01  1.23433e-01
 3.60000e-03  1.26857e-01  1.30375e-01  1.34636e-01
 3.70000e-03  1.33922e-01  1.34028e-01  1.29252e-01
 3.80000e-03  1.26027e-01  1.29925e-01  1.31827e-01
 3.90000e-03  1.31348e-01  1.26409e-01  1.31105e-01
 4.00000e-03  1.26812e-01  1.21960e-01  1.19451e-01
 4.10000e-03  1.23220e-01  1.23604e-01  1.24140e-01
 4.20000e-03  1.28562e-01  1.32269e-01  1.29364e-01
 4.30000e-03  1.26876e-01  1.24213e-01  1.19991e-01
 4.40000e-03  1.22778e-01  1.18696e-01  1.16951e-01
 4.50000e-03  1.13175e-01  1.12692e-01  1.14972e-01
 4.60000e-03  1.19144e-01  1.21022e-01  1.25372e-01
 4.70000e-03  1.25617e-01  1.28233e-01  1.32693e-01
 4.80000e-03  1.31981e-01  1.27281e-01  1.22504e-01
 4.90000e-03  1.20407e-01  1.15701e-01  1.15629e-01
 5.00000e-03  1.12924e-01  1.15432e-01  1.14846e-01
 5.10000e-03  1.12548e-01  1.13935e-01  1.10284e-01
 5.20000e-03  1.05824e-01  1.09215e-01  1.11802e-01
 5.30000e-03  1.13978e-01  1.15583e-01  1.16096e-01
 5.40000e-03  1.16770e-01  1.12546e-01  1.12449e-01
 5.50000e-03  1.17084e-01  1.16303e-01  1.18088e-01
 5.60000e-03  1.13834e-01  1.09946e-01  1.08911e-01
 5.70000e-03  1.08206e-01  1.08303e-01  1.06032e-01
 5.80000e-03  1.01324e-01  9.95587e-02  1.00058e-01
 5.90000e-03  9.82890e-02  9.68664e-02  9.47542e-02
 6.00000e-03  9.63604e-02  9.41976e-02  9.57867e-02
 6.10000e-03  9.60624e-02  9.23561e-02  8.99506e-02
 6.20000e-03  9.03072e-02  9.30299e-02  9.76733e-02
 6.30000e-03  9.60319e-02  1.00062e-01  9.58678e-02
 6.40000e-03  9.57648e-02  9.41462e-02  9.52988e-02
 6.50000e-03  9.65312e-02  9.70949e-02  9.77585e-02
 6.60000e-03  1.02384e-01  1.07315e-01  1.10259e-01
 6.70000e-03  1.13173e-01  1.16055e-01  1.20859e-01
 6.80000e-03  1.16001e-01  1.20095e-01  1.22062e-01
 6.90000e-03  1.19849e-01  1.24712e-01  1.29060e-01
 7.00000e-03  1.24614e-01  1.25904e-01  1.30128e-01
 7.10000e-03  1.33196e-01  1.35195e-01  1.35160e-01
