#5.11.2013 1,7
10:12 1.3725e+06 1.0000e+00
10:13 1.3200e+06 9.6178e-01
10:14 1.2581e+06 9.5306e-01
10:15 1.2417e+06 9.8697e-01
10:16 1.1935e+06 9.6118e-01
10:17 1.1773e+06 9.8646e-01
10:18 1.1737e+06 9.9694e-01
10:19 1.1129e+06 9.4817e-01
10:20 1.0200e+06 9.1652e-01
10:21 9.7950e+05 9.6031e-01
10:22 9.1803e+05 9.3725e-01
10:23 8.7656e+05 9.5482e-01
10:24 8.3649e+05 9.5429e-01
10:25 8.1751e+05 9.7731e-01
10:26 7.7250e+05 9.4495e-01
10:27 6.9966e+05 9.0571e-01
10:28 6.7063e+05 9.5851e-01
10:29 6.6111e+05 9.8580e-01
10:30 6.5604e+05 9.9233e-01
10:31 6.2287e+05 9.4944e-01
10:32 6.1591e+05 9.8882e-01
10:33 6.3472e+05 1.0306e+00
10:34 6.2713e+05 9.8803e-01
10:35 6.0289e+05 9.6135e-01
10:36 5.7128e+05 9.4758e-01
10:37 5.5392e+05 9.6961e-01
10:38 5.4479e+05 9.8351e-01
10:39 5.1684e+05 9.4869e-01
10:40 4.9089e+05 9.4979e-01
10:41 4.4437e+05 9.0525e-01
10:42 4.1692e+05 9.3821e-01
10:43 3.9965e+05 9.5860e-01
10:44 3.8136e+05 9.5421e-01
10:45 3.5317e+05 9.2608e-01
10:46 3.2507e+05 9.2044e-01
10:47 3.0930e+05 9.5148e-01
10:48 3.0154e+05 9.7492e-01
10:49 2.8363e+05 9.4061e-01
10:50 2.7445e+05 9.6762e-01
10:51 2.5976e+05 9.4646e-01
10:52 2.4008e+05 9.2426e-01
10:53 2.2397e+05 9.3288e-01
10:54 2.1719e+05 9.6975e-01
10:55 2.1594e+05 9.9424e-01
10:56 2.2100e+05 1.0234e+00
10:57 2.1632e+05 9.7883e-01
10:58 2.0203e+05 9.3396e-01
10:59 1.9117e+05 9.4620e-01
11:00 1.7532e+05 9.1712e-01
11:01 1.7413e+05 9.9319e-01
11:02 1.7525e+05 1.0064e+00
11:03 1.7756e+05 1.0132e+00
11:04 1.8750e+05 1.0559e+00
11:05 1.9052e+05 1.0161e+00
11:06 2.0121e+05 1.0561e+00
11:07 2.0895e+05 1.0384e+00
11:08 2.2213e+05 1.0631e+00
11:09 2.2404e+05 1.0086e+00
11:10 2.1737e+05 9.7024e-01
11:11 2.1596e+05 9.9351e-01
11:12 2.1065e+05 9.7542e-01
11:13 1.9553e+05 9.2822e-01
11:14 1.8231e+05 9.3241e-01
11:15 1.7945e+05 9.8426e-01
11:16 1.7922e+05 9.9873e-01
11:17 1.8411e+05 1.0273e+00
11:18 1.9646e+05 1.0671e+00
11:19 2.0058e+05 1.0210e+00
11:20 2.0245e+05 1.0093e+00
11:21 2.1353e+05 1.0547e+00
11:22 2.1592e+05 1.0112e+00
11:23 2.2457e+05 1.0401e+00
11:24 2.4401e+05 1.0865e+00
11:25 2.4835e+05 1.0178e+00
11:26 2.4150e+05 9.7240e-01
11:27 2.4103e+05 9.9804e-01
11:28 2.4453e+05 1.0145e+00
11:29 2.5680e+05 1.0502e+00
11:30 2.5969e+05 1.0112e+00
11:31 2.5933e+05 9.9863e-01
11:32 2.4752e+05 9.5444e-01
11:33 2.4453e+05 9.8795e-01
11:34 2.3844e+05 9.7510e-01
11:35 2.3989e+05 1.0060e+00
11:36 2.5063e+05 1.0448e+00
11:37 2.5645e+05 1.0232e+00
11:38 2.6516e+05 1.0339e+00
11:39 2.6812e+05 1.0112e+00
11:40 2.6525e+05 9.8928e-01
11:41 2.7370e+05 1.0319e+00
11:42 2.9408e+05 1.0745e+00
11:43 2.9409e+05 1.0000e+00
11:44 3.0602e+05 1.0406e+00
11:45 3.1749e+05 1.0375e+00
11:46 3.2330e+05 1.0183e+00
11:47 3.3315e+05 1.0305e+00
11:48 3.3909e+05 1.0178e+00
11:49 3.3095e+05 9.7600e-01
11:50 3.2337e+05 9.7711e-01
11:51 3.1222e+05 9.6550e-01
11:52 2.8927e+05 9.2649e-01
11:53 2.6117e+05 9.0288e-01
11:54 2.3562e+05 9.0215e-01
11:55 2.3279e+05 9.8802e-01
11:56 2.2425e+05 9.6328e-01
11:57 2.1782e+05 9.7135e-01
11:58 2.1209e+05 9.7369e-01
11:59 2.0399e+05 9.6182e-01
12:00 1.9501e+05 9.5597e-01
12:01 1.8856e+05 9.6693e-01
12:02 1.8061e+05 9.5782e-01
12:03 1.8094e+05 1.0019e+00
12:04 1.7417e+05 9.6259e-01
12:05 1.6437e+05 9.4374e-01
12:06 1.5131e+05 9.2050e-01
12:07 1.4512e+05 9.5914e-01
12:08 1.4045e+05 9.6783e-01
12:09 1.3846e+05 9.8580e-01
12:10 1.4298e+05 1.0326e+00
12:11 1.4411e+05 1.0079e+00
12:12 1.4194e+05 9.8496e-01
12:13 1.3504e+05 9.5140e-01
12:14 1.2562e+05 9.3018e-01
12:15 1.1388e+05 9.0659e-01
12:16 1.0844e+05 9.5221e-01
12:17 1.0614e+05 9.7880e-01
12:18 1.0558e+05 9.9474e-01
12:19 1.0822e+05 1.0249e+00
12:20 1.1461e+05 1.0591e+00
12:21 1.1859e+05 1.0347e+00
12:22 1.1784e+05 9.9372e-01
12:23 1.1130e+05 9.4444e-01
12:24 1.0227e+05 9.1892e-01
12:25 9.6880e+04 9.4726e-01
12:26 9.1043e+04 9.3976e-01
12:27 8.9497e+04 9.8301e-01
12:28 8.8143e+04 9.8487e-01
12:29 8.8865e+04 1.0082e+00
12:30 8.8749e+04 9.9870e-01
12:31 8.6417e+04 9.7372e-01
12:32 8.6226e+04 9.9780e-01
12:33 9.0147e+04 1.0455e+00
12:34 9.4637e+04 1.0498e+00
12:35 9.9431e+04 1.0507e+00
12:36 1.0462e+05 1.0521e+00
12:37 1.1397e+05 1.0894e+00
12:38 1.2250e+05 1.0749e+00
12:39 1.3287e+05 1.0846e+00
12:40 1.3716e+05 1.0323e+00
12:41 1.4837e+05 1.0817e+00
12:42 1.5031e+05 1.0131e+00
12:43 1.5160e+05 1.0086e+00
12:44 1.4659e+05 9.6693e-01
12:45 1.4626e+05 9.9775e-01
12:46 1.4659e+05 1.0023e+00
12:47 1.4648e+05 9.9924e-01
12:48 1.4373e+05 9.8124e-01
12:49 1.4699e+05 1.0227e+00
12:50 1.5321e+05 1.0423e+00
12:51 1.5764e+05 1.0289e+00
12:52 1.5662e+05 9.9357e-01
12:53 1.5251e+05 9.7375e-01
12:54 1.5373e+05 1.0080e+00
12:55 1.5299e+05 9.9515e-01
12:56 1.4585e+05 9.5337e-01
12:57 1.3220e+05 9.0640e-01
12:58 1.3012e+05 9.8429e-01
12:59 1.3334e+05 1.0247e+00
13:00 1.3426e+05 1.0069e+00
13:01 1.3164e+05 9.8050e-01
13:02 1.3366e+05 1.0154e+00
13:03 1.4124e+05 1.0566e+00
