#y3 y4 y2 y1 time
0.1596 0.2563 0.3529 0.9883 0.01
0.2993 0.5357 0.6394 0.6052 0.02
0.506 0.8587 0.8842 -0.6203 0.03
0.6893 1.1435 1.1205 -0.5907 0.04
0.7194 1.3329 1.3371 0.5789 0.05
1.024 1.5313 1.1841 1.2689 0.06
1.1653 1.6872 1.2829 0.5562 0.07
1.1701 1.6613 1.1553 -0.5331 0.08
1.273 1.6782 0.8868 -0.1012 0.09
1.3252 1.8634 0.6805 1.099 0.1
1.5064 1.5078 0.4291 1.5032 0.11
1.3772 1.702 0.2309 0.4475 0.12
1.42 1.4754 0.0187 -0.3151 0.13
1.5405 1.2823 -0.1187 0.4803 0.14
1.6277 1.3085 -0.1963 1.5873 0.15
1.5623 1.2118 -0.1986 1.4549 0.16
1.619 0.9295 -0.0948 0.319 0.17
1.5817 0.775 0.0806 -0.0481 0.18
1.609 0.6309 0.3289 0.976 0.19
1.4766 0.5971 0.6728 1.9472 0.2
1.2554 0.476 0.9561 1.5148 0.21
1.2553 0.4536 1.2842 0.2415 0.22
1.1224 0.4439 1.5437 0.311 0.23
1.2213 0.4627 1.7573 1.609 0.24
1.0353 0.5379 2.1322 2.2084 0.25
0.9783 0.5353 2.3687 1.2881 0.26
0.8665 0.6493 2.2049 0.2385 0.27
0.7336 0.8236 2.2418 0.679 0.28
0.7721 0.9642 2.2948 1.814 0.29
0.6645 1.2726 1.7792 1.916 0.3
0.5111 1.4406 1.5708 1.0165 0.31
0.4648 1.6959 1.4376 0.2419 0.32
0.4326 1.5971 1.1361 1.0494 0.33
0.4019 1.7755 0.9996 2.2108 0.34
0.3468 2.214 0.7388 1.8147 0.35
0.3347 2.1913 0.627 0.732 0.36
0.3678 2.263 0.5937 0.344 0.37
0.3537 2.1795 0.6347 1.3587 0.38
0.3953 2.4592 0.7481 2.3988 0.39
0.4484 2.4664 1.0239 1.7225 0.4
0.4808 2.1641 1.4005 0.4612 0.41
0.6104 2.1156 1.6243 0.5014 0.42
0.6319 1.828 1.8097 1.7581 0.43
0.7421 1.6637 2.189 2.0572 0.44
0.8868 1.5947 2.3171 1.2497 0.45
0.9662 1.2404 2.6608 0.2434 0.46
1.1894 1.0941 3.0546 0.7451 0.47
1.2395 0.8353 2.7975 1.9239 0.48
1.3493 0.543 2.6897 1.8138 0.49
1.4092 0.3326 2.5411 0.6761 0.5
1.5592 0.1298 2.5138 0.0866 0.51
1.8128 -0.0703 2.1883 1.0289 0.52
1.7212 -0.2343 1.7715 1.9033 0.53
1.9183 -0.3122 1.7529 1.5536 0.54
2.0551 -0.4005 1.3884 0.2799 0.55
2.077 -0.4821 1.1789 0.0424 0.56
2.495 -0.5148 0.9713 1.0239 0.57
2.3656 -0.4618 1.0423 1.674 0.58
2.419 -0.3477 0.955 1.1193 0.59
2.3588 -0.2826 0.9985 -0.0961 0.6
2.7795 -0.1461 1.1687 0.0677 0.61
2.5298 0.0091 1.3582 1.1847 0.62
2.4745 0.1775 1.61 1.5903 0.63
2.6584 0.3551 1.9699 0.5742 0.64
2.6198 0.4886 2.2325 -0.376 0.65
2.5478 0.6556 2.7469 0.1753 0.66
2.6811 0.7894 2.9612 1.3821 0.67
2.487 0.9235 2.9848 1.2799 0.68
2.3301 0.9839 2.9912 -0.0054 0.69
2.1724 1.0559 2.9473 -0.572 0.7
2.035 0.9917 2.4462 0.3071 0.71
2.1835 0.9059 2.6469 1.2476 0.72
2.1753 0.9908 2.2656 0.7699 0.73
1.9871 0.7844 2.0324 -0.5244 0.74
1.7309 0.6701 1.5661 -0.6086 0.75
1.4417 0.5247 1.4123 0.4618 0.76
1.3756 0.4287 1.1021 1.0795 0.77
1.2218 0.2158 0.7911 0.2481 0.78
1.0736 0.0349 0.64 -0.8079 0.79
1.1152 -0.1379 0.6118 -0.6315 0.8
0.9351 -0.3009 0.6959 0.6179 0.81
0.7887 -0.4377 0.895 0.8222 0.82
0.7349 -0.5813 1.1007 -0.2372 0.83
0.6047 -0.7351 1.3483 -1.0684 0.84
0.5507 -0.7257 1.3702 -0.4497 0.85
0.4648 -0.816 1.6049 0.7753 0.86
0.4187 -0.6784 1.9933 0.5891 0.87
0.331 -0.7052 2.0287 -0.75 0.88
0.3177 -0.5538 2.5343 -1.2477 0.89
0.3282 -0.4252 2.5154 -0.17 0.9
0.3384 -0.236 2.1656 0.7294 0.91
0.3262 -0.0423 2.1384 0.1818 0.92
0.3816 0.1781 1.9998 -1.062 0.93
0.4141 0.4492 1.7124 -1.1212 0.94
0.424 0.7351 1.4363 0.1107 0.95
0.5586 0.9918 0.9578 0.7189 0.96
0.6087 1.2743 0.6532 -0.1965 0.97
0.6269 1.3028 0.37 -1.2275 0.98
0.788 1.5123 0.1402 -0.8798 0.99
0.8706 1.9538 -0.0136 0.3719 1.0
0.9106 2.1101 -0.1028 0.6389 1.01
1.1379 2.1685 -0.0868 -0.4686 1.02
1.2402 2.0115 -0.0006 -1.148 1.03
1.1113 2.2581 0.1622 -0.4688 1.04
1.4048 2.0395 0.3445 0.7366 1.05
1.3844 2.1991 0.6059 0.5059 1.06
1.5798 2.0847 0.8879 -0.7965 1.07
1.5602 1.9955 1.1548 -1.1286 1.08
1.4495 1.6893 1.2172 -0.0157 1.09
1.6269 1.5538 1.359 0.9133 1.1
1.6984 1.3651 1.5304 0.2741 1.11
1.7991 1.3295 1.3595 -0.9094 1.12
1.7515 1.0771 1.3586 -0.8328 1.13
1.5938 1.0405 1.077 0.5049 1.14
1.771 0.7781 0.7914 1.0626 1.15
1.4608 0.7931 0.4325 0.0991 1.16
1.4969 0.6396 0.1199 -0.7688 1.17
