#time y2 y1
0.01 0.1547 0.8832
0.02 0.3098 1.5926
0.03 0.5066 1.5387
0.04 0.7095 0.9324
0.05 0.8211 0.355
0.06 0.9385 0.0614
0.07 1.1439 0.221
0.08 1.2234 0.7437
0.09 1.2885 1.4707
0.1 1.4412 1.8402
0.11 1.5698 1.4836
0.12 1.6514 0.8783
0.13 1.6184 -0.08
0.14 1.7509 -0.8731
0.15 1.7583 -1.019
0.16 1.6009 -0.942
0.17 1.5037 -0.2996
0.18 1.51 0.1581
0.19 1.5723 0.2457
0.2 1.4776 -0.2145
0.21 1.2348 -0.9142
0.22 1.3784 -1.626
0.23 1.2451 -1.5317
0.24 1.2158 -1.2561
0.25 1.0903 -0.3342
0.26 0.9555 0.6272
0.27 0.9111 1.0781
0.28 0.7025 1.266
0.29 0.6457 0.8769
0.3 0.5313 0.266
0.31 0.5181 0.0559
0.32 0.4113 0.3134
0.33 0.3554 1.026
0.34 0.3574 1.7115
0.35 0.2788 2.2253
0.36 0.2922 2.2639
0.37 0.2595 1.4481
0.38 0.3157 0.6605
0.39 0.3191 -0.0667
0.4 0.346 -0.3808
0.41 0.3649 -0.1339
0.42 0.4682 0.3347
0.43 0.4909 0.7823
0.44 0.6525 0.7121
0.45 0.7582 0.2686
0.46 0.7595 -0.5483
0.47 0.9559 -1.3944
0.48 0.9918 -1.7121
0.49 1.1584 -1.3185
0.5 1.4173 -0.466
0.51 1.2844 0.3522
0.52 1.5407 0.8085
0.53 1.8082 0.8217
0.54 1.8244 0.5618
0.55 1.8134 0.0337
0.56 2.1146 -0.1719
0.57 2.0901 0.1325
0.58 2.0498 0.8751
0.59 2.023 1.6646
0.6 2.1788 2.2428
0.61 2.1923 2.2859
0.62 2.1807 1.9952
0.63 2.1516 1.1296
0.64 2.1323 0.5036
0.65 2.045 0.3238
0.66 2.0105 0.508
0.67 1.9192 1.0965
0.68 2.1247 1.3377
0.69 1.7463 1.3332
0.7 1.6291 0.8993
0.71 1.4787 0.0329
0.72 1.4618 -0.7706
0.73 1.3794 -1.2278
0.74 1.1459 -1.1295
0.75 1.0277 -0.4342
0.76 0.885 0.2797
0.77 0.7759 0.711
0.78 0.5847 0.6955
0.79 0.3954 0.2483
0.8 0.274 -0.274
0.81 0.166 -0.4678
0.82 0.0308 -0.2143
0.83 -0.0783 0.5378
0.84 -0.1941 1.5075
0.85 -0.2517 2.0304
0.86 -0.3627 2.3512
0.87 -0.4175 2.2649
0.88 -0.4248 1.5551
0.89 -0.5219 0.937
0.9 -0.5053 0.7591
0.91 -0.5197 1.1079
0.92 -0.5032 1.6865
0.93 -0.4507 2.0309
0.94 -0.4176 1.9643
0.95 -0.3627 1.5852
0.96 -0.2543 0.7767
0.97 -0.198 -0.1641
0.98 -0.0903 -0.6301
0.99 -0.0056 -0.6976
1.0 0.0892 -0.1454
1.01 0.1741 0.477
1.02 0.3017 0.7355
1.03 0.3664 0.6348
1.04 0.4363 0.1385
1.05 0.5712 -0.5048
1.06 0.6025 -0.8276
1.07 0.6637 -0.5527
1.08 0.862 0.1394
1.09 0.8137 0.9918
1.1 0.9099 1.7315
1.11 0.9182 2.2609
1.12 0.8635 1.9185
1.13 0.925 1.3449
1.14 0.9926 0.8237
1.15 0.879 0.8045
1.16 0.8419 1.272
1.17 0.7726 1.9292
1.18 0.6674 2.7658
1.19 0.692 2.6217
1.2 0.5461 2.2346
1.21 0.4603 1.4175
1.22 0.3483 0.5127
1.23 0.2303 -0.0442
1.24 0.1272 -0.0779
1.25 -0.0021 0.3598
1.26 -0.1287 0.8783
1.27 -0.268 1.212
1.28 -0.3596 0.9101
1.29 -0.4862 0.2335
1.3 -0.5333 -0.4595
1.31 -0.6241 -0.9916
1.32 -0.8068 -0.8387
1.33 -0.7897 -0.2173
1.34 -0.9902 0.6162
1.35 -0.8857 1.4921
1.36 -0.9676 1.6291
1.37 -1.0785 1.4388
1.38 -0.9649 1.1313
1.39 -1.0857 0.6897
1.4 -0.9737 0.6432
1.41 -0.9859 1.085
1.42 -0.8694 1.9877
1.43 -0.8078 2.931
1.44 -0.6799 2.9942
1.45 -0.5444 2.5206
1.46 -0.5089 2.0029
1.47 -0.3599 1.0241
1.48 -0.194 0.5897
1.49 -0.0697 0.4865
1.5 0.0817 0.9766
1.51 0.2184 1.3252
1.52 0.3824 1.7806
1.53 0.5402 1.2971
1.54 0.6674 0.6624
1.55 0.7674 -0.2876
1.56 0.9941 -0.9595
1.57 1.1476 -0.9027
1.58 1.1659 -0.4662
1.59 1.2955 0.3585
1.6 1.4847 0.9591
1.61 1.5925 1.2758
1.62 1.4902 1.0515
1.63 1.7341 0.5621
1.64 1.9004 0.1723
1.65 1.7294 0.1969
1.66 1.8051 0.745
1.67 1.6723 1.7336
1.68 1.9115 2.4706
1.69 1.6461 3.0781
1.7 1.5596 2.9032
1.71 1.5806 1.9237
1.72 1.676 1.4026
1.73 1.5837 0.8529
1.74 1.5155 0.8878
1.75 1.34 1.3901
1.76 1.3521 2.0496
1.77 1.1577 1.9868
1.78 1.166 1.8141
1.79 0.9767 1.1911
1.8 0.9722 0.1409
1.81 0.9125 -0.5184
1.82 0.7785 -0.809
1.83 0.6816 -0.3861
1.84 0.6354 0.2712
1.85 0.6723 0.7925
1.86 0.6709 1.0093
1.87 0.6164 0.7587
1.88 0.6225 0.1381
1.89 0.6234 -0.3149
1.9 0.6297 -0.3839
1.91 0.7638 0.1567
1.92 0.7983 1.0315
1.93 0.7856 2.1647
1.94 0.9196 2.2681
1.95 1.0551 2.6733
1.96 1.2437 1.9909
1.97 1.1474 1.2265
1.98 1.5137 0.9228
1.99 1.4613 0.9818
2.0 1.5512 1.5576
2.01 1.8531 2.377
2.02 1.7937 2.7274
2.03 2.001 2.3561
2.04 2.2416 1.6106
2.05 2.5085 0.6665
2.06 2.2382 -0.1211
2.07 2.6682 -0.4379
2.08 2.8566 -0.1912
2.09 2.8191 0.3658
2.1 3.1099 0.8879
2.11 2.6511 0.8783
2.12 3.0109 0.5425
2.13 2.6954 -0.1582
2.14 2.9178 -0.6837
2.15 2.8478 -0.9253
2.16 3.159 -0.4544
2.17 3.1819 0.4582
2.18 2.8343 1.2025
2.19 2.523 1.8718
2.2 2.7071 1.8837
2.21 2.5471 1.5796
2.22 2.3546 0.9325
2.23 2.3802 0.6789
2.24 2.346 0.9179
2.25 2.2138 1.6791
2.26 2.1123 2.2623
2.27 1.7679 2.6518
2.28 1.7055 2.7554
2.29 1.6905 1.816
2.3 1.3721 1.1362
2.31 1.2556 0.3029
2.32 1.1341 -0.013
2.33 0.9435 0.1729
2.34 0.8325 0.6816
2.35 0.8688 1.1097
2.36 0.6587 1.1094
2.37 0.6924 0.5584
2.38 0.5622 -0.2163
2.39 0.4695 -0.9937
2.4 0.5022 -1.3014
2.41 0.4444 -0.8781
2.42 0.4908 -0.1586
2.43 0.4779 0.6309
2.44 0.4479 1.1837
2.45 0.5271 1.2498
2.46 0.5572 0.9485
2.47 0.6243 0.3646
2.48 0.6365 0.1393
2.49 0.7625 0.3837
2.5 0.8983 1.0941
2.51 0.821 1.9481
2.52 0.9533 2.4374
2.53 0.9626 2.4671
2.54 1.1441 2.2534
2.55 1.2773 1.1762
2.56 1.3239 0.6119
2.57 1.502 0.2942
2.58 1.5668 0.4816
2.59 1.5562 0.9678
2.6 1.659 1.4691
2.61 1.594 1.4122
2.62 1.4009 0.8217
