  6.3364e-02  -2.4365e-01
  1.0184e+00   3.7178e-02
  2.0031e+00   3.2676e-01
  3.0450e+00   6.3312e-01
  4.0366e+00   9.2472e-01
  5.0285e+00   1.2164e+00
  6.0081e+00   1.5045e+00
  7.0814e+00   1.8201e+00
  8.0610e+00   2.1081e+00
  9.0774e+00   2.4070e+00
  1.0100e+01   2.7076e+00
  1.1081e+01   2.9963e+00
  1.2086e+01   3.2918e+00
  1.3057e+01   3.5774e+00
  1.4029e+01   3.8631e+00
  1.5018e+01   4.1539e+00
  1.6023e+01   4.4495e+00
  1.7051e+01   4.7518e+00
  1.8091e+01   5.0575e+00
  1.9091e+01   5.3517e+00
  2.0060e+01   5.6366e+00
  2.1090e+01   5.9395e+00
  2.2011e+01   6.2102e+00
  2.3045e+01   6.5142e+00
  2.4076e+01   6.8176e+00
  2.5035e+01   7.0995e+00
  2.6040e+01   7.3950e+00
  2.7007e+01   7.6793e+00
  2.8041e+01   7.9835e+00
  2.9029e+01   8.2741e+00
  3.0045e+01   8.5728e+00
  3.1015e+01   8.8579e+00
  3.2029e+01   9.1562e+00
  3.3083e+01   9.4661e+00
  3.4088e+01   9.7617e+00
  3.5019e+01   1.0035e+01
  3.6032e+01   1.0333e+01
  3.7023e+01   1.0625e+01
  3.8047e+01   1.0926e+01
  3.9060e+01   1.1224e+01
  4.0072e+01   1.1521e+01
  4.1095e+01   1.1822e+01
  4.2097e+01   1.2117e+01
  4.3077e+01   1.2405e+01
  4.4050e+01   1.2691e+01
  4.5024e+01   1.2978e+01
  4.6100e+01   1.3294e+01
  4.7018e+01   1.3564e+01
  4.8048e+01   1.3867e+01
  4.9078e+01   1.4170e+01
  5.0098e+01   1.4469e+01
  5.1020e+01   1.4741e+01
  5.2003e+01   1.5030e+01
  5.3082e+01   1.5347e+01
  5.4008e+01   1.5619e+01
  5.5029e+01   1.5919e+01
  5.6054e+01   1.6221e+01
  5.7009e+01   1.6502e+01
  5.8080e+01   1.6817e+01
  5.9004e+01   1.7089e+01
  6.0072e+01   1.7402e+01
  6.1063e+01   1.7694e+01
  6.2023e+01   1.7976e+01
  6.3066e+01   1.8283e+01
  6.4075e+01   1.8580e+01
  6.5045e+01   1.8865e+01
  6.6036e+01   1.9156e+01
  6.7079e+01   1.9463e+01
  6.8086e+01   1.9759e+01
  6.9059e+01   2.0045e+01
  7.0060e+01   2.0340e+01
  7.1061e+01   2.0634e+01
  7.2035e+01   2.0920e+01
  7.3010e+01   2.1207e+01
  7.4059e+01   2.1515e+01
  7.5051e+01   2.1807e+01
  7.6058e+01   2.2103e+01
  7.7005e+01   2.2382e+01
  7.8088e+01   2.2700e+01
  7.9049e+01   2.2983e+01
  8.0082e+01   2.3287e+01
  8.1081e+01   2.3580e+01
  8.2051e+01   2.3866e+01
  8.3051e+01   2.4160e+01
  8.4053e+01   2.4454e+01
  8.5002e+01   2.4734e+01
  8.6066e+01   2.5046e+01
  8.7056e+01   2.5337e+01
  8.8097e+01   2.5644e+01
  8.9070e+01   2.5930e+01
  9.0018e+01   2.6208e+01
  9.1007e+01   2.6499e+01
  9.2047e+01   2.6805e+01
  9.3061e+01   2.7103e+01
  9.4092e+01   2.7406e+01
  9.5060e+01   2.7691e+01
  9.6086e+01   2.7993e+01
  9.7041e+01   2.8274e+01
  9.8023e+01   2.8562e+01
  9.9085e+01   2.8875e+01
  1.0006e+02   2.9161e+01
  1.0110e+02   2.9467e+01
  1.0200e+02   2.9732e+01
  1.0306e+02   3.0043e+01
  1.0401e+02   3.0323e+01
  1.0509e+02   3.0642e+01
  1.0608e+02   3.0933e+01
  1.0702e+02   3.1209e+01
  1.0806e+02   3.1514e+01
  1.0909e+02   3.1818e+01
  1.1004e+02   3.2096e+01
  1.1102e+02   3.2384e+01
  1.1206e+02   3.2690e+01
  1.1303e+02   3.2977e+01
  1.1403e+02   3.3270e+01
  1.1505e+02   3.3569e+01
  1.1600e+02   3.3850e+01
  1.1702e+02   3.4150e+01
  1.1800e+02   3.4437e+01
  1.1903e+02   3.4740e+01
  1.2002e+02   3.5029e+01
  1.2108e+02   3.5343e+01
  1.2206e+02   3.5630e+01
  1.2307e+02   3.5928e+01
  1.2407e+02   3.6222e+01
  1.2508e+02   3.6517e+01
  1.2606e+02   3.6808e+01
  1.2706e+02   3.7102e+01
  1.2808e+02   3.7401e+01
  1.2900e+02   3.7672e+01
  1.3009e+02   3.7993e+01
  1.3102e+02   3.8264e+01
  1.3202e+02   3.8559e+01
  1.3306e+02   3.8864e+01
  1.3400e+02   3.9143e+01
  1.3506e+02   3.9455e+01
  1.3605e+02   3.9743e+01
  1.3710e+02   4.0053e+01
  1.3810e+02   4.0347e+01
  1.3910e+02   4.0641e+01
  1.4001e+02   4.0910e+01
  1.4105e+02   4.1214e+01
  1.4200e+02   4.1494e+01
  1.4308e+02   4.1811e+01
  1.4410e+02   4.2111e+01
  1.4507e+02   4.2397e+01
  1.4608e+02   4.2693e+01
  1.4701e+02   4.2966e+01
  1.4810e+02   4.3287e+01
  1.4900e+02   4.3553e+01
  1.5002e+02   4.3853e+01
  1.5107e+02   4.4161e+01
  1.5203e+02   4.4442e+01
  1.5303e+02   4.4738e+01
  1.5409e+02   4.5050e+01
  1.5509e+02   4.5344e+01
  1.5604e+02   4.5624e+01
  1.5707e+02   4.5925e+01
  1.5803e+02   4.6207e+01
  1.5908e+02   4.6516e+01
  1.6009e+02   4.6813e+01
  1.6105e+02   4.7097e+01
  1.6207e+02   4.7397e+01
  1.6301e+02   4.7672e+01
  1.6403e+02   4.7974e+01
  1.6508e+02   4.8281e+01
  1.6608e+02   4.8575e+01
  1.6704e+02   4.8857e+01
  1.6809e+02   4.9167e+01
  1.6909e+02   4.9462e+01
  1.7003e+02   4.9736e+01
