 0.00000e+00  1.84723e+00  1.85095e+00  1.84656e+00  1.84950e+00  1.85429e+00  1.85763e+00  1.86110e+00
 1.00000e-04  1.86434e+00  1.86505e+00  1.86493e+00  1.86573e+00  1.86449e+00  1.86345e+00  1.86679e+00
 2.00000e-04  1.86773e+00  1.86640e+00  1.86402e+00  1.86299e+00  1.86280e+00  1.86182e+00  1.86394e+00
 3.00000e-04  1.85954e+00  1.86147e+00  1.86046e+00  1.85679e+00  1.85540e+00  1.85118e+00  1.85031e+00
 4.00000e-04  1.85503e+00  1.85850e+00  1.85889e+00  1.86192e+00  1.86429e+00  1.85998e+00  1.85528e+00
 5.00000e-04  1.85279e+00  1.85170e+00  1.85424e+00  1.85087e+00  1.85574e+00  1.85320e+00  1.85498e+00
 6.00000e-04  1.85648e+00  1.85432e+00  1.85344e+00  1.85502e+00  1.85352e+00  1.85185e+00  1.84992e+00
 7.00000e-04  1.84631e+00  1.84984e+00  1.84712e+00  1.84498e+00  1.84957e+00  1.85201e+00  1.84784e+00
 8.00000e-04  1.84948e+00  1.84942e+00  1.84621e+00  1.84140e+00  1.84337e+00  1.84009e+00  1.84325e+00
 9.00000e-04  1.84305e+00  1.84616e+00  1.85033e+00  1.85149e+00  1.85340e+00  1.84950e+00  1.84808e+00
 1.00000e-03  1.84559e+00  1.84736e+00  1.84823e+00  1.84979e+00  1.84762e+00  1.84390e+00  1.84777e+00
 1.10000e-03  1.84328e+00  1.84388e+00  1.84705e+00  1.84385e+00  1.83937e+00  1.83890e+00  1.83411e+00
 1.20000e-03  1.83759e+00  1.84055e+00  1.84144e+00  1.83667e+00  1.84161e+00  1.84410e+00  1.84797e+00
 1.30000e-03  1.84731e+00  1.84393e+00  1.83991e+00  1.84115e+00  1.84549e+00  1.85036e+00  1.84767e+00
 1.40000e-03  1.84455e+00  1.84861e+00  1.84865e+00  1.85301e+00  1.85683e+00  1.85506e+00  1.85223e+00
 1.50000e-03  1.85546e+00  1.85909e+00  1.85946e+00  1.85983e+00  1.86033e+00  1.86152e+00  1.85882e+00
 1.60000e-03  1.86275e+00  1.86212e+00  1.85895e+00  1.86339e+00  1.85958e+00  1.85667e+00  1.85731e+00
 1.70000e-03  1.85651e+00  1.85476e+00  1.85475e+00  1.85459e+00  1.85592e+00  1.85742e+00  1.85812e+00
 1.80000e-03  1.86012e+00  1.86439e+00  1.86110e+00  1.86226e+00  1.85811e+00  1.85434e+00  1.85912e+00
 1.90000e-03  1.86199e+00  1.85990e+00  1.86187e+00  1.85977e+00  1.85653e+00  1.85532e+00  1.85426e+00
 2.00000e-03  1.85219e+00  1.85120e+00  1.84975e+00  1.85360e+00  1.85175e+00  1.85577e+00  1.86071e+00
 2.10000e-03  1.86046e+00  1.86532e+00  1.86247e+00  1.86537e+00  1.86772e+00  1.86572e+00  1.86600e+00
 2.20000e-03  1.86320e+00  1.85983e+00  1.86196e+00  1.85913e+00  1.86369e+00  1.85910e+00  1.85625e+00
 2.30000e-03  1.85609e+00  1.85404e+00  1.85141e+00  1.84793e+00  1.84354e+00  1.84549e+00  1.84288e+00
 2.40000e-03  1.84481e+00  1.84490e+00  1.84731e+00  1.84998e+00  1.84675e+00  1.84214e+00  1.83931e+00
 2.50000e-03  1.84358e+00  1.84135e+00  1.84492e+00  1.84179e+00  1.83849e+00  1.83426e+00  1.83279e+00
 2.60000e-03  1.83538e+00  1.83441e+00  1.83715e+00  1.84170e+00  1.83996e+00  1.84048e+00  1.84299e+00
 2.70000e-03  1.84665e+00  1.84866e+00  1.84570e+00  1.84526e+00  1.84413e+00  1.84033e+00  1.84103e+00
 2.80000e-03  1.84065e+00  1.84058e+00  1.84289e+00  1.84655e+00  1.84518e+00  1.84707e+00  1.84328e+00
 2.90000e-03  1.84271e+00  1.84671e+00  1.84615e+00  1.84157e+00  1.84581e+00  1.85019e+00  1.85042e+00
 3.00000e-03  1.85299e+00  1.84803e+00  1.85301e+00  1.85400e+00  1.85614e+00  1.85754e+00  1.86176e+00
 3.10000e-03  1.85843e+00  1.85415e+00  1.85718e+00  1.85249e+00  1.85110e+00  1.85423e+00  1.85022e+00
 3.20000e-03  1.85229e+00  1.85170e+00  1.85289e+00  1.85372e+00  1.85489e+00  1.85006e+00  1.84614e+00
 3.30000e-03  1.85068e+00  1.84724e+00  1.84862e+00  1.84690e+00  1.84278e+00  1.84735e+00  1.84605e+00
 3.40000e-03  1.84944e+00  1.84893e+00  1.84800e+00  1.85039e+00  1.85135e+00  1.85560e+00  1.85686e+00
 3.50000e-03  1.85645e+00  1.86038e+00  1.86039e+00  1.86460e+00  1.86774e+00  1.86521e+00  1.86547e+00
 3.60000e-03  1.86735e+00  1.86963e+00  1.86626e+00  1.86961e+00  1.86932e+00  1.87344e+00  1.87415e+00
 3.70000e-03  1.87461e+00  1.87893e+00  1.87395e+00  1.87262e+00  1.86838e+00  1.86490e+00  1.86078e+00
 3.80000e-03  1.85812e+00  1.85544e+00  1.85701e+00  1.86072e+00  1.86061e+00  1.86093e+00  1.85833e+00
 3.90000e-03  1.85743e+00  1.85806e+00  1.86020e+00  1.85745e+00  1.85694e+00  1.85999e+00  1.85506e+00
 4.00000e-03  1.85037e+00  1.84645e+00  1.84744e+00  1.85050e+00  1.85236e+00  1.85109e+00  1.85566e+00
 4.10000e-03  1.85303e+00  1.85442e+00  1.85117e+00  1.85278e+00  1.85661e+00  1.85732e+00  1.86217e+00
 4.20000e-03  1.85980e+00  1.85808e+00  1.86132e+00  1.85637e+00  1.85470e+00  1.85514e+00  1.85137e+00
 4.30000e-03  1.85172e+00  1.85546e+00  1.85246e+00  1.84906e+00  1.84535e+00  1.84202e+00  1.84355e+00
 4.40000e-03  1.84261e+00  1.84116e+00  1.84464e+00  1.84889e+00  1.85055e+00  1.85376e+00  1.85324e+00
 4.50000e-03  1.85410e+00  1.85478e+00  1.85708e+00  1.86181e+00  1.86488e+00  1.86014e+00  1.85983e+00
 4.60000e-03  1.86098e+00  1.86249e+00  1.85781e+00  1.85466e+00  1.85837e+00  1.85498e+00  1.85587e+00
 4.70000e-03  1.85298e+00  1.85162e+00  1.85424e+00  1.85917e+00  1.85483e+00  1.85372e+00  1.85792e+00
 4.80000e-03  1.85796e+00  1.86185e+00  1.86558e+00  1.86220e+00  1.86619e+00  1.86524e+00  1.86230e+00
 4.90000e-03  1.86263e+00  1.85856e+00  1.86079e+00  1.86013e+00  1.85518e+00  1.85177e+00  1.85283e+00
 5.00000e-03  1.85493e+00  1.85475e+00  1.85578e+00  1.85306e+00  1.85504e+00  1.85171e+00  1.84836e+00
 5.10000e-03  1.85222e+00  1.85296e+00  1.85641e+00  1.86105e+00  1.86430e+00  1.85990e+00  1.85553e+00
 5.20000e-03  1.85231e+00  1.84782e+00  1.84630e+00  1.84903e+00  1.85234e+00  1.85532e+00  1.85441e+00
 5.30000e-03  1.85807e+00  1.86174e+00  1.86435e+00  1.86460e+00  1.86918e+00  1.86644e+00  1.87065e+00
 5.40000e-03  1.87294e+00  1.86797e+00  1.87055e+00  1.87488e+00  1.87819e+00  1.87739e+00  1.87544e+00
 5.50000e-03  1.87333e+00  1.87738e+00  1.87390e+00  1.87721e+00  1.88178e+00  1.87808e+00  1.87476e+00
 5.60000e-03  1.87138e+00  1.87233e+00  1.87615e+00  1.88039e+00  1.88476e+00  1.88703e+00  1.88604e+00
 5.70000e-03  1.88253e+00  1.88654e+00  1.88228e+00  1.87936e+00  1.87929e+00  1.87520e+00  1.87795e+00
 5.80000e-03  1.87862e+00  1.88088e+00  1.87672e+00  1.87648e+00  1.87387e+00  1.87713e+00  1.88031e+00
 5.90000e-03  1.88059e+00  1.88155e+00  1.88279e+00  1.88690e+00  1.88918e+00  1.88511e+00  1.88138e+00
 6.00000e-03  1.88643e+00  1.88363e+00  1.88664e+00  1.88568e+00  1.88703e+00  1.88379e+00  1.87952e+00
