#Atlantis NPP, unit 9
#date;fha;ao;bc
1983-08-01;1.478;-7.061;6.708
1983-08-02;1.477;-7.054;6.696
1983-08-03;1.476;-7.047;6.687
1983-08-04;1.475;-7.043;6.681
1983-08-05;1.474;-7.038;6.676
1983-08-06;1.474;-7.029;6.663
1983-08-07;1.472;-7.021;6.649
1983-08-08;1.472;-7.018;6.639
1983-08-09;1.47;-7.013;6.624
1983-08-10;1.469;-7.007;6.611
1983-08-11;1.468;-7.002;6.6
1983-08-12;1.467;-6.999;6.591
1983-08-13;1.466;-6.996;6.576
1983-08-14;1.464;-6.992;6.565
1983-08-15;1.463;-6.985;6.554
1983-08-16;1.463;-6.981;6.546
1983-08-17;1.462;-6.976;6.541
1983-08-18;1.461;-6.974;6.535
1983-08-19;1.46;-6.971;6.529
1983-08-20;1.459;-6.968;6.524
1983-08-21;1.458;-6.964;6.513
1983-08-22;1.457;-6.961;6.502
1983-08-23;1.456;-6.955;6.491
1983-08-24;1.455;-6.953;6.477
1983-08-25;1.454;-6.948;6.463
1983-08-26;1.454;-6.945;6.453
1983-08-27;1.453;-6.94;6.441
1983-08-28;1.452;-6.936;6.432
1983-08-29;1.451;-6.932;6.421
1983-08-30;1.45;-6.927;6.411
1983-08-31;1.449;-6.925;6.404
1983-09-01;1.448;-6.92;6.398
1983-09-02;1.447;-6.916;6.392
1983-09-03;1.446;-6.912;6.387
1983-09-04;1.445;-6.909;6.381
1983-09-05;1.444;-6.907;6.372
1983-09-06;1.443;-6.903;6.36
1983-09-07;1.443;-6.901;6.346
1983-09-08;1.441;-6.896;6.34
1983-09-09;1.44;-6.894;6.333
1983-09-10;1.439;-6.891;6.328
1983-09-11;1.438;-6.886;6.319
1983-09-12;1.436;-6.883;6.314
1983-09-13;1.435;-6.879;6.306
1983-09-14;1.434;-6.877;6.301
1983-09-15;1.433;-6.874;6.292
1983-09-16;1.431;-6.873;6.282
1983-09-17;1.43;-6.869;6.276
1983-09-18;1.429;-6.867;6.266
1983-09-19;1.428;-6.864;6.26
1983-09-20;1.428;-6.861;6.246
1983-09-21;1.426;-6.858;6.241
1983-09-22;1.425;-6.854;6.232
1983-09-23;1.424;-6.851;6.225
1983-09-24;1.423;-6.848;6.216
1983-09-25;1.422;-6.846;6.202
1983-09-26;1.422;-6.844;6.194
1983-09-27;1.421;-6.84;6.185
1983-09-28;1.42;-6.837;6.178
1983-09-29;1.419;-6.833;6.17
1983-09-30;1.417;-6.829;6.159
1983-10-01;1.417;-6.825;6.146
1983-10-02;1.416;-6.821;6.133
1983-10-03;1.415;-6.819;6.121
1983-10-04;1.413;-6.816;6.111
1983-10-05;1.413;-6.813;6.096
1983-10-06;1.411;-6.81;6.086
1983-10-07;1.411;-6.808;6.074
1983-10-08;1.41;-6.805;6.061
1983-10-09;1.409;-6.804;6.049
1983-10-10;1.408;-6.802;6.037
1983-10-11;1.406;-6.8;6.032
1983-10-12;1.406;-6.798;6.021
1983-10-13;1.405;-6.794;6.009
1983-10-14;1.404;-6.791;6.004
1983-10-15;1.403;-6.789;5.999
1983-10-16;1.402;-6.786;5.993
1983-10-17;1.401;-6.784;5.983
1983-10-18;1.4;-6.78;5.971
1983-10-19;1.399;-6.776;5.963
1983-10-20;1.398;-6.774;5.953
1983-10-21;1.398;-6.771;5.941
1983-10-22;1.396;-6.768;5.935
1983-10-23;1.396;-6.765;5.926
1983-10-24;1.395;-6.761;5.912
1983-10-25;1.393;-6.758;5.899
1983-10-26;1.392;-6.756;5.888
1983-10-27;1.391;-6.753;5.876
1983-10-28;1.39;-6.75;5.868
1983-10-29;1.389;-6.748;5.856
1983-10-30;1.388;-6.746;5.846
1983-10-31;1.387;-6.743;5.841
1983-11-01;1.386;-6.74;5.828
1983-11-02;1.385;-6.737;5.819
1983-11-03;1.383;-6.734;5.811
1983-11-04;1.382;-6.73;5.804
1983-11-05;1.38;-6.729;5.791
1983-11-06;1.38;-6.728;5.777
1983-11-07;1.379;-6.726;5.769
1983-11-08;1.378;-6.723;5.761
1983-11-09;1.377;-6.721;5.754
1983-11-10;1.376;-6.719;5.743
1983-11-11;1.375;-6.718;5.73
1983-11-12;1.375;-6.714;5.716
1983-11-13;1.374;-6.712;5.706
1983-11-14;1.373;-6.709;5.694
1983-11-15;1.371;-6.707;5.682
1983-11-16;1.371;-6.706;5.676
1983-11-17;1.37;-6.702;5.67
1983-11-18;1.369;-6.701;5.661
1983-11-19;1.368;-6.7;5.651
1983-11-20;1.367;-6.697;5.637
1983-11-21;1.366;-6.694;5.625
1983-11-22;1.365;-6.691;5.616
1983-11-23;1.364;-6.688;5.604
1983-11-24;1.363;-6.686;5.594
1983-11-25;1.361;-6.683;5.584
1983-11-26;1.36;-6.68;5.578
1983-11-27;1.359;-6.677;5.572
1983-11-28;1.358;-6.674;5.56
1983-11-29;1.356;-6.672;5.551
1983-11-30;1.355;-6.669;5.543
1983-12-01;1.354;-6.668;5.529
1983-12-02;1.353;-6.665;5.523
1983-12-03;1.352;-6.663;5.518
1983-12-04;1.351;-6.661;5.51
1983-12-05;1.35;-6.659;5.498
1983-12-06;1.349;-6.658;5.484
1983-12-07;1.348;-6.656;5.471
1983-12-08;1.347;-6.653;5.459
1983-12-09;1.346;-6.65;5.447
1983-12-10;1.345;-6.648;5.436
1983-12-11;1.344;-6.646;5.424
1983-12-12;1.343;-6.643;5.415
1983-12-13;1.343;-6.641;5.41
1983-12-14;1.341;-6.639;5.4
1983-12-15;1.34;-6.636;5.393
1983-12-16;1.339;-6.634;5.382
1983-12-17;1.338;-6.632;5.373
1983-12-18;1.336;-6.631;5.365
1983-12-19;1.335;-6.628;5.357
1983-12-20;1.335;-6.625;5.351
1983-12-21;1.334;-6.623;5.346
1983-12-22;1.333;-6.62;5.336
1983-12-23;1.332;-6.617;5.326
1983-12-24;1.331;-6.616;5.311
1983-12-25;1.329;-6.613;5.301
1983-12-26;1.329;-6.612;5.289
1983-12-27;1.328;-6.609;5.275
1983-12-28;1.327;-6.608;5.26
1983-12-29;1.325;-6.605;5.247
1983-12-30;1.324;-6.603;5.238
1983-12-31;1.323;-6.602;5.228
1984-01-01;1.322;-6.6;5.218
1984-01-02;1.321;-6.599;5.205
1984-01-03;1.32;-6.596;5.195
1984-01-04;1.319;-6.594;5.181
1984-01-05;1.318;-6.591;5.172
1984-01-06;1.317;-6.59;5.159
1984-01-07;1.316;-6.588;5.144
1984-01-08;1.315;-6.585;5.135
1984-01-09;1.314;-6.584;5.123
1984-01-10;1.313;-6.581;5.111
1984-01-11;1.313;-6.578;5.104
1984-01-12;1.312;-6.575;5.095
1984-01-13;1.311;-6.574;5.09
1984-01-14;1.309;-6.571;5.078
1984-01-15;1.309;-6.569;5.068
1984-01-16;1.308;-6.567;5.056
1984-01-17;1.306;-6.566;5.049
1984-01-18;1.305;-6.563;5.044
1984-01-19;1.304;-6.561;5.034
1984-01-20;1.304;-6.559;5.022
1984-01-21;1.302;-6.557;5.008
1984-01-22;1.301;-6.556;4.995
1984-01-23;1.301;-6.554;4.982
1984-01-24;1.299;-6.553;4.969
1984-01-25;1.299;-6.55;4.961
1984-01-26;1.297;-6.547;4.954
1984-01-27;1.296;-6.544;4.947
1984-01-28;1.295;-6.542;4.935
1984-01-29;1.293;-6.541;4.927
1984-01-30;1.292;-6.539;4.913
1984-01-31;1.291;-6.536;4.906
1984-02-01;1.291;-6.534;4.894
1984-02-02;1.289;-6.531;4.884
1984-02-03;1.289;-6.529;4.873
1984-02-04;1.287;-6.527;4.863
1984-02-05;1.286;-6.525;4.852
1984-02-06;1.285;-6.524;4.846
1984-02-07;1.284;-6.521;4.836
1984-02-08;1.283;-6.519;4.828
1984-02-09;1.282;-6.517;4.82
1984-02-10;1.281;-6.515;4.805
1984-02-11;1.28;-6.514;4.797
1984-02-12;1.279;-6.512;4.785
1984-02-13;1.278;-6.511;4.778
1984-02-14;1.276;-6.509;4.768
1984-02-15;1.275;-6.507;4.755
1984-02-16;1.275;-6.504;4.74
1984-02-17;1.274;-6.502;4.73
1984-02-18;1.273;-6.501;4.715
1984-02-19;1.272;-6.498;4.702
1984-02-20;1.271;-6.497;4.695
1984-02-21;1.27;-6.495;4.69
1984-02-22;1.269;-6.493;4.68
1984-02-23;1.268;-6.491;4.669
1984-02-24;1.267;-6.488;4.655
1984-02-25;1.266;-6.485;4.643
1984-02-26;1.265;-6.484;4.631
1984-02-27;1.264;-6.483;4.623
1984-02-28;1.263;-6.482;4.614
1984-02-29;1.262;-6.479;4.603
1984-03-01;1.262;-6.476;4.591
1984-03-02;1.26;-6.474;4.576
1984-03-03;1.26;-6.472;4.562
1984-03-04;1.259;-6.47;4.549
1984-03-05;1.257;-6.469;4.536
1984-03-06;1.256;-6.467;4.53
1984-03-07;1.255;-6.466;4.523
1984-03-08;1.255;-6.463;4.51
1984-03-09;1.254;-6.46;4.505
1984-03-10;1.253;-6.458;4.495
1984-03-11;1.252;-6.457;4.485
1984-03-12;1.252;-6.454;4.474
1984-03-13;1.251;-6.453;4.465
1984-03-14;1.25;-6.451;4.459
1984-03-15;1.249;-6.449;4.451
1984-03-16;1.249;-6.447;4.438
1984-03-17;1.248;-6.444;4.428
1984-03-18;1.247;-6.442;4.419
1984-03-19;1.246;-6.439;4.407
1984-03-20;1.245;-6.437;4.399
1984-03-21;1.244;-6.436;4.39
1984-03-22;1.243;-6.435;4.381
1984-03-23;1.241;-6.432;4.373
1984-03-24;1.241;-6.431;4.359
1984-03-25;1.24;-6.428;4.354
1984-03-26;1.239;-6.427;4.346
1984-03-27;1.238;-6.426;4.339
1984-03-28;1.238;-6.423;4.329
1984-03-29;1.237;-6.421;4.316
1984-03-30;1.236;-6.42;4.308
1984-03-31;1.235;-6.417;4.301
1984-04-01;1.234;-6.415;4.287
1984-04-02;1.233;-6.412;4.274
1984-04-03;1.232;-6.411;4.266
1984-04-04;1.23;-6.408;4.254
1984-04-05;1.229;-6.407;4.244
1984-04-06;1.228;-6.405;4.233
1984-04-07;1.227;-6.403;4.226
1984-04-08;1.225;-6.401;4.219
1984-04-09;1.225;-6.4;4.205
1984-04-10;1.224;-6.398;4.19
1984-04-11;1.223;-6.396;4.175
1984-04-12;1.222;-6.394;4.161
1984-04-13;1.22;-6.393;4.148
1984-04-14;1.22;-6.39;4.133
1984-04-15;1.219;-6.389;4.123
1984-04-16;1.218;-6.386;4.113
1984-04-17;1.216;-6.385;4.104
1984-04-18;1.215;-6.383;4.093
1984-04-19;1.214;-6.381;4.087
1984-04-20;1.212;-6.379;4.08
1984-04-21;1.212;-6.377;4.073
1984-04-22;1.211;-6.376;4.059
1984-04-23;1.21;-6.374;4.044
1984-04-24;1.209;-6.372;4.033
1984-04-25;1.208;-6.371;4.025
1984-04-26;1.207;-6.369;4.013
1984-04-27;1.205;-6.368;4.003
1984-04-28;1.205;-6.366;3.997
1984-04-29;1.204;-6.364;3.988
1984-04-30;1.203;-6.361;3.977
1984-05-01;1.202;-6.359;3.966
1984-05-02;1.201;-6.357;3.956
1984-05-03;1.2;-6.355;3.947
1984-05-04;1.199;-6.352;3.937
1984-05-05;1.198;-6.35;3.922
1984-05-06;1.197;-6.348;3.916
1984-05-07;1.196;-6.346;3.903
1984-05-08;1.195;-6.345;3.898
1984-05-09;1.195;-6.343;3.889
1984-05-10;1.193;-6.341;3.88
1984-05-11;1.192;-6.34;3.875
1984-05-12;1.192;-6.338;3.864
1984-05-13;1.19;-6.335;3.857
1984-05-14;1.189;-6.333;3.842
1984-05-15;1.188;-6.331;3.829
1984-05-16;1.187;-6.33;3.822
1984-05-17;1.185;-6.327;3.81
1984-05-18;1.184;-6.325;3.796
1984-05-19;1.183;-6.324;3.788
1984-05-20;1.182;-6.322;3.774
1984-05-21;1.181;-6.32;3.762
1984-05-22;1.181;-6.319;3.755
1984-05-23;1.18;-6.318;3.744
1984-05-24;1.179;-6.317;3.735
1984-05-25;1.179;-6.315;3.721
1984-05-26;1.178;-6.312;3.713
1984-05-27;1.177;-6.311;3.708
1984-05-28;1.176;-6.309;3.693
1984-05-29;1.175;-6.307;3.68
1984-05-30;1.174;-6.304;3.671
1984-05-31;1.173;-6.302;3.656
1984-06-01;1.172;-6.3;3.644
1984-06-02;1.172;-6.298;3.63
1984-06-03;1.171;-6.295;3.615
1984-06-04;1.17;-6.293;3.604
1984-06-05;1.169;-6.291;3.591
1984-06-06;1.167;-6.289;3.585
1984-06-07;1.167;-6.288;3.576
1984-06-08;1.166;-6.286;3.563
1984-06-09;1.164;-6.284;3.553
1984-06-10;1.163;-6.282;3.539
1984-06-11;1.163;-6.28;3.534
1984-06-12;1.161;-6.277;3.522
1984-06-13;1.16;-6.276;3.51
1984-06-14;1.16;-6.273;3.499
1984-06-15;1.159;-6.272;3.494
1984-06-16;1.158;-6.27;3.479
1984-06-17;1.157;-6.268;3.468
1984-06-18;1.156;-6.266;3.462
1984-06-19;1.155;-6.265;3.452
1984-06-20;1.153;-6.262;3.446
1984-06-21;1.152;-6.26;3.434
1984-06-22;1.152;-6.258;3.425
1984-06-23;1.15;-6.256;3.414
1984-06-24;1.149;-6.255;3.4
1984-06-25;1.148;-6.254;3.385
1984-06-26;1.147;-6.252;3.374
1984-06-27;1.146;-6.25;3.369
1984-06-28;1.145;-6.249;3.363
1984-06-29;1.144;-6.247;3.358
1984-06-30;1.143;-6.245;3.35
1984-07-01;1.142;-6.243;3.343
1984-07-02;1.141;-6.241;3.331
1984-07-03;1.14;-6.24;3.316
1984-07-04;1.14;-6.239;3.304
1984-07-05;1.139;-6.237;3.298
1984-07-06;1.138;-6.235;3.291
1984-07-07;1.137;-6.232;3.283
1984-07-08;1.136;-6.23;3.273
1984-07-09;1.135;-6.23;3.268
1984-07-10;1.134;-6.227;3.263
1984-07-11;1.133;-6.225;3.251
1984-07-12;1.132;-6.223;3.24
1984-07-13;1.131;-6.22;3.229
1984-07-14;1.13;-6.218;3.216
1984-07-15;1.129;-6.216;3.21
1984-07-16;1.129;-6.214;3.203
1984-07-17;1.128;-6.212;3.196
1984-07-18;1.126;-6.211;3.188
1984-07-19;1.126;-6.209;3.176
1984-07-20;1.124;-6.208;3.162
1984-07-21;1.124;-6.206;3.148
1984-07-22;1.123;-6.204;3.142
1984-07-23;1.122;-6.203;3.134
1984-07-24;1.121;-6.201;3.122
1984-07-25;1.12;-6.2;3.108
1984-07-26;1.118;-6.198;3.102
1984-07-27;1.118;-6.197;3.089
1984-07-28;1.117;-6.195;3.077
1984-07-29;1.116;-6.193;3.063
1984-07-30;1.116;-6.191;3.055
1984-07-31;1.114;-6.189;3.048
1984-08-01;1.114;-6.188;3.034
1984-08-02;1.113;-6.187;3.024
1984-08-03;1.112;-6.184;3.01
1984-08-04;1.111;-6.181;3.005
1984-08-05;1.11;-6.179;2.99
1984-08-06;1.109;-6.177;2.983
1984-08-07;1.108;-6.175;2.972
1984-08-08;1.107;-6.174;2.958
1984-08-09;1.106;-6.173;2.944
1984-08-10;1.105;-6.171;2.934
1984-08-11;1.104;-6.169;2.924
1984-08-12;1.103;-6.167;2.915
1984-08-13;1.102;-6.166;2.905
1984-08-14;1.101;-6.163;2.898
1984-08-15;1.1;-6.162;2.884
1984-08-16;1.099;-6.161;2.875
1984-08-17;1.098;-6.16;2.869
1984-08-18;1.097;-6.159;2.856
1984-08-19;1.096;-6.158;2.847
