#Disneyland NPP, unit 10
#date;fha;ao;bc
10/02/1989;1.474;-7.09;5.832
10/03/1989;1.473;-7.084;5.826
10/04/1989;1.472;-7.075;5.82
10/05/1989;1.471;-7.068;5.811
10/06/1989;1.47;-7.059;5.8
10/07/1989;1.469;-7.056;5.789
10/08/1989;1.468;-7.048;5.78
10/09/1989;1.468;-7.04;5.772
10/10/1989;1.467;-7.033;5.764
10/11/1989;1.466;-7.027;5.757
10/12/1989;1.464;-7.02;5.752
10/13/1989;1.463;-7.016;5.746
10/14/1989;1.463;-7.01;5.735
10/15/1989;1.461;-7.005;5.725
10/16/1989;1.46;-7.002;5.711
10/17/1989;1.459;-6.996;5.703
10/18/1989;1.458;-6.991;5.691
10/19/1989;1.457;-6.988;5.683
10/20/1989;1.457;-6.983;5.672
10/21/1989;1.456;-6.978;5.659
10/22/1989;1.455;-6.974;5.654
10/23/1989;1.453;-6.969;5.648
10/24/1989;1.453;-6.963;5.634
10/25/1989;1.452;-6.961;5.623
10/26/1989;1.451;-6.956;5.611
10/27/1989;1.451;-6.951;5.599
10/28/1989;1.45;-6.947;5.59
10/29/1989;1.449;-6.942;5.583
10/30/1989;1.448;-6.937;5.571
10/31/1989;1.447;-6.933;5.557
11/01/1989;1.446;-6.928;5.548
11/02/1989;1.446;-6.923;5.535
11/03/1989;1.444;-6.92;5.526
11/04/1989;1.443;-6.915;5.518
11/05/1989;1.442;-6.914;5.505
11/06/1989;1.442;-6.911;5.492
11/07/1989;1.44;-6.907;5.486
11/08/1989;1.44;-6.903;5.478
11/09/1989;1.439;-6.901;5.469
11/10/1989;1.437;-6.897;5.462
11/11/1989;1.436;-6.893;5.454
11/12/1989;1.434;-6.889;5.447
11/13/1989;1.433;-6.888;5.441
11/14/1989;1.432;-6.885;5.431
11/15/1989;1.431;-6.88;5.419
11/16/1989;1.43;-6.877;5.413
11/17/1989;1.429;-6.874;5.402
11/18/1989;1.428;-6.87;5.394
11/19/1989;1.426;-6.867;5.383
11/20/1989;1.425;-6.864;5.372
11/21/1989;1.425;-6.862;5.363
11/22/1989;1.424;-6.859;5.349
11/23/1989;1.423;-6.856;5.336
11/24/1989;1.421;-6.853;5.324
11/25/1989;1.421;-6.851;5.311
11/26/1989;1.42;-6.848;5.306
11/27/1989;1.419;-6.844;5.297
11/28/1989;1.417;-6.841;5.29
11/29/1989;1.416;-6.838;5.281
11/30/1989;1.416;-6.836;5.267
12/01/1989;1.415;-6.831;5.26
12/02/1989;1.414;-6.827;5.25
12/03/1989;1.413;-6.824;5.239
12/04/1989;1.412;-6.821;5.229
12/05/1989;1.411;-6.819;5.219
12/06/1989;1.41;-6.814;5.212
12/07/1989;1.409;-6.812;5.205
12/08/1989;1.408;-6.808;5.191
12/09/1989;1.407;-6.805;5.179
12/10/1989;1.406;-6.803;5.172
12/11/1989;1.405;-6.801;5.163
12/12/1989;1.404;-6.797;5.15
12/13/1989;1.403;-6.795;5.136
12/14/1989;1.402;-6.793;5.129
12/15/1989;1.401;-6.79;5.121
12/16/1989;1.4;-6.786;5.109
12/17/1989;1.398;-6.782;5.095
12/18/1989;1.397;-6.779;5.085
12/19/1989;1.396;-6.775;5.072
12/20/1989;1.395;-6.774;5.06
12/21/1989;1.394;-6.772;5.046
12/22/1989;1.393;-6.769;5.038
12/23/1989;1.391;-6.765;5.032
12/24/1989;1.391;-6.762;5.02
12/25/1989;1.389;-6.76;5.013
12/26/1989;1.388;-6.757;5.003
12/27/1989;1.387;-6.755;4.998
12/28/1989;1.386;-6.753;4.99
12/29/1989;1.384;-6.751;4.979
12/30/1989;1.383;-6.749;4.968
12/31/1989;1.382;-6.747;4.958
01/01/1990;1.382;-6.745;4.953
01/02/1990;1.381;-6.743;4.939
01/03/1990;1.38;-6.739;4.934
01/04/1990;1.379;-6.737;4.92
01/05/1990;1.378;-6.733;4.906
01/06/1990;1.377;-6.731;4.895
01/07/1990;1.376;-6.729;4.889
01/08/1990;1.376;-6.727;4.88
01/09/1990;1.375;-6.725;4.867
01/10/1990;1.374;-6.722;4.852
01/11/1990;1.373;-6.718;4.846
01/12/1990;1.371;-6.716;4.832
01/13/1990;1.37;-6.714;4.823
01/14/1990;1.369;-6.712;4.817
01/15/1990;1.368;-6.708;4.802
01/16/1990;1.367;-6.707;4.792
01/17/1990;1.366;-6.703;4.784
01/18/1990;1.364;-6.701;4.772
01/19/1990;1.364;-6.699;4.765
01/20/1990;1.363;-6.696;4.75
01/21/1990;1.361;-6.694;4.738
