#Disneyland NPP, unit 2
#date;fha;ao;bc
06/21/1997;1.428;-5.67;6.528
06/22/1997;1.427;-5.661;6.514
06/23/1997;1.426;-5.651;6.503
06/24/1997;1.425;-5.645;6.488
06/25/1997;1.424;-5.636;6.478
06/26/1997;1.423;-5.63;6.464
06/27/1997;1.422;-5.625;6.458
06/28/1997;1.42;-5.617;6.443
06/29/1997;1.419;-5.61;6.429
06/30/1997;1.419;-5.607;6.424
07/01/1997;1.418;-5.601;6.417
07/02/1997;1.417;-5.596;6.406
07/03/1997;1.415;-5.592;6.399
07/04/1997;1.414;-5.59;6.388
07/05/1997;1.413;-5.585;6.382
07/06/1997;1.412;-5.581;6.368
07/07/1997;1.41;-5.578;6.363
07/08/1997;1.41;-5.574;6.348
07/09/1997;1.409;-5.57;6.34
07/10/1997;1.408;-5.565;6.328
07/11/1997;1.407;-5.559;6.314
07/12/1997;1.406;-5.557;6.305
07/13/1997;1.405;-5.552;6.298
07/14/1997;1.404;-5.546;6.286
07/15/1997;1.403;-5.543;6.273
07/16/1997;1.402;-5.539;6.261
07/17/1997;1.401;-5.537;6.25
07/18/1997;1.4;-5.535;6.235
07/19/1997;1.399;-5.53;6.223
07/20/1997;1.398;-5.527;6.208
07/21/1997;1.396;-5.525;6.202
07/22/1997;1.396;-5.52;6.196
07/23/1997;1.395;-5.517;6.184
07/24/1997;1.394;-5.514;6.17
07/25/1997;1.393;-5.51;6.161
07/26/1997;1.393;-5.505;6.148
07/27/1997;1.392;-5.501;6.139
07/28/1997;1.39;-5.497;6.125
07/29/1997;1.389;-5.492;6.119
07/30/1997;1.387;-5.489;6.113
07/31/1997;1.386;-5.486;6.099
08/01/1997;1.385;-5.482;6.088
08/02/1997;1.384;-5.477;6.081
08/03/1997;1.383;-5.473;6.073
08/04/1997;1.382;-5.472;6.058
08/05/1997;1.38;-5.468;6.048
08/06/1997;1.38;-5.465;6.035
08/07/1997;1.378;-5.461;6.02
08/08/1997;1.377;-5.46;6.012
08/09/1997;1.376;-5.456;6.006
08/10/1997;1.376;-5.454;5.997
08/11/1997;1.375;-5.45;5.987
08/12/1997;1.374;-5.448;5.979
08/13/1997;1.373;-5.444;5.965
08/14/1997;1.371;-5.44;5.953
08/15/1997;1.371;-5.436;5.946
08/16/1997;1.369;-5.434;5.932
08/17/1997;1.369;-5.431;5.924
08/18/1997;1.368;-5.428;5.917
08/19/1997;1.367;-5.426;5.904
08/20/1997;1.366;-5.422;5.899
08/21/1997;1.365;-5.419;5.89
08/22/1997;1.364;-5.414;5.884
08/23/1997;1.363;-5.411;5.873
08/24/1997;1.362;-5.407;5.864
08/25/1997;1.361;-5.406;5.855
08/26/1997;1.36;-5.403;5.843
08/27/1997;1.359;-5.399;5.835
08/28/1997;1.358;-5.397;5.821
08/29/1997;1.357;-5.395;5.807
08/30/1997;1.356;-5.391;5.795
08/31/1997;1.356;-5.39;5.783
09/01/1997;1.355;-5.386;5.777
09/02/1997;1.354;-5.382;5.766
09/03/1997;1.353;-5.379;5.758
09/04/1997;1.352;-5.376;5.748
09/05/1997;1.351;-5.372;5.741
09/06/1997;1.35;-5.368;5.733
09/07/1997;1.349;-5.367;5.722
09/08/1997;1.349;-5.363;5.708
09/09/1997;1.348;-5.36;5.697
09/10/1997;1.346;-5.357;5.685
09/11/1997;1.345;-5.355;5.676
09/12/1997;1.344;-5.353;5.667
09/13/1997;1.343;-5.352;5.658
09/14/1997;1.342;-5.35;5.652
09/15/1997;1.34;-5.348;5.643
09/16/1997;1.34;-5.345;5.635
09/17/1997;1.338;-5.342;5.626
09/18/1997;1.337;-5.34;5.616
09/19/1997;1.336;-5.337;5.609
09/20/1997;1.335;-5.336;5.603
09/21/1997;1.334;-5.334;5.59
09/22/1997;1.333;-5.33;5.582
09/23/1997;1.332;-5.328;5.573
09/24/1997;1.331;-5.324;5.559
09/25/1997;1.33;-5.322;5.551
09/26/1997;1.33;-5.319;5.545
09/27/1997;1.329;-5.316;5.531
09/28/1997;1.328;-5.313;5.519
09/29/1997;1.327;-5.31;5.509
09/30/1997;1.326;-5.307;5.501
10/01/1997;1.325;-5.303;5.492
10/02/1997;1.324;-5.3;5.479
10/03/1997;1.323;-5.298;5.468
10/04/1997;1.322;-5.295;5.46
10/05/1997;1.321;-5.292;5.451
10/06/1997;1.32;-5.288;5.444
10/07/1997;1.319;-5.286;5.433
10/08/1997;1.318;-5.282;5.421
10/09/1997;1.317;-5.28;5.406
10/10/1997;1.316;-5.277;5.391
10/11/1997;1.315;-5.275;5.38
10/12/1997;1.314;-5.271;5.366
10/13/1997;1.313;-5.268;5.358
10/14/1997;1.312;-5.265;5.353
10/15/1997;1.311;-5.263;5.345
10/16/1997;1.31;-5.261;5.332
10/17/1997;1.309;-5.26;5.317
10/18/1997;1.309;-5.257;5.308
10/19/1997;1.308;-5.254;5.299
10/20/1997;1.307;-5.252;5.293
10/21/1997;1.306;-5.249;5.283
10/22/1997;1.304;-5.248;5.277
10/23/1997;1.303;-5.246;5.268
10/24/1997;1.303;-5.242;5.26
10/25/1997;1.302;-5.239;5.255
10/26/1997;1.3;-5.236;5.247
10/27/1997;1.299;-5.234;5.236
10/28/1997;1.298;-5.233;5.225
10/29/1997;1.298;-5.23;5.21
10/30/1997;1.297;-5.229;5.202
10/31/1997;1.295;-5.227;5.191
11/01/1997;1.294;-5.225;5.185
11/02/1997;1.293;-5.223;5.176
11/03/1997;1.292;-5.222;5.169
11/04/1997;1.291;-5.221;5.161
11/05/1997;1.29;-5.219;5.153
11/06/1997;1.289;-5.217;5.144
11/07/1997;1.288;-5.216;5.138
11/08/1997;1.287;-5.214;5.123
11/09/1997;1.286;-5.211;5.11
11/10/1997;1.286;-5.21;5.099
11/11/1997;1.284;-5.207;5.087
11/12/1997;1.283;-5.204;5.077
11/13/1997;1.282;-5.202;5.062
