000ccd     88.0      370730.349215918453
0017ac     33.0      234974.123357703938
00308d     59.0      367093.983472266817
003674     40.0      237957.666394484870
004eb7     61.0      230519.160895922105
004f9c     69.0      299582.170599435456
005485    117.0      669262.313386351219
00586b     88.0      501929.290937598096
006601     74.0      369458.372366202413
0069d3     23.0      148929.669024439267
006a33     58.0      272888.718832014420
007518     37.0      213439.124471370218
007587     38.0      131919.731973835995
007d4b    118.0      366835.313337349216
008152     75.0      302468.172308628564
0085f1    102.0      235821.237084478256
008a55    114.0      644562.154058200656
0098f5     96.0      358482.417658531631
00a05e     86.0      339156.325924417411
00afc3     27.0      124366.974709036309
00bc28     45.0      144797.167267932295
00c6a5    113.0      591222.128739960492
00cf08    109.0      608536.917737308424
00d646     61.0      286245.203481061675
00d98a     92.0      267730.453482590849
00e576     54.0      136764.427883438155
011541     50.0      144817.596637778450
011a17     52.0      287338.785358017485
012ba0     87.0      434318.806266637752
012cd4     82.0      200334.961836083181
01313f     96.0      607589.980607748963
01316c     91.0      360304.553561265871
013419    112.0      622743.296252572443
0134a4    106.0      653123.409838483436
014567    107.0      489374.173679355474
015668     90.0      502111.476253373025
018a4c     79.0      302044.162261280930
019901     25.0      123863.029364422851
0199f4    119.0      606389.607091206126
01a937    100.0      432029.001610679785
01a959    103.0      564575.646593798418
01b52e    115.0      554550.862029515672
01c74c     66.0      312850.492260429543
01c7a6     34.0      141464.630856750649
01db7c     44.0      210035.622453107761
01e339     24.0      116579.851129447503
0204b6     24.0       88592.201701956030
0209e0    120.0      816976.744447132573
020e24     29.0      113543.107694186634
021b22    101.0      424211.817463813117
0236b6     89.0      541475.084229408298
023d93     60.0      345038.951249808946
0266c7     30.0      126485.645289083273
02729a    102.0      363036.534344084153
02a741     65.0      139349.597053259931
02c61d     32.0      159117.853926215321
02c881    108.0      760212.685558476252
02c9d9    114.0      409084.921126880392
02d603     31.0      131202.085072026181
02ed1b    106.0      373605.189729820471
02f8d5     47.0      201440.505980240676
03016d    101.0      338204.477767931006
031216     74.0      292761.916531582654
0329b9    118.0      396364.994626145344
0331b0     67.0      259459.518241101759
03445b    110.0      617418.173309467384
034ab5     65.0      311577.753432630328
036419     95.0      442082.473283633648
03749a    100.0      403806.830904376344
03877d     22.0      108339.908346817858
039a11     75.0      297195.456806829316
039db2     72.0      184130.453742948797
03a206     58.0      374051.806205565401
03a765     87.0      376227.336405314505
03b3c5     32.0      140765.508850096929
03cad3     37.0       88193.489782859717
03cb91     29.0      212379.531005380733
03d251    113.0      598828.504169507069
03e31c     78.0      410950.584175436175
03e559    109.0      498226.768385122763
03fb09     62.0      394023.261270071380
03fd1c     27.0      145562.282574575074
0410cc     43.0      229591.999466385343
0414f8     41.0       60865.951848751014
04204a     92.0      240036.812956253532
0422d9    117.0      583866.577498509898
043b96     40.0      157161.512333073566
044c75     49.0      155547.976359706896
0459d1     28.0      158226.496562601038
046c16     56.0      423122.048226057203
048649    116.0      306293.490850030852
048ca9     26.0      158867.084329155943
049dac     36.0      178967.699786773854
04a668     58.0      319027.294469265384
04b28c     42.0      199914.767273501900
04b983    111.0      725028.053658413002
04baeb     70.0      499888.233976929158
04ccd0     30.0      163379.479230081983
04e4db     42.0      186401.697602360975
04f299     48.0      187292.122727493756
04ff39     70.0      256653.883395551995
050556     29.0      197979.525521689182
05180d     75.0      258461.455412637064
05193a     88.0      472000.319802958053
052648     31.0      170904.197419100848
054236     40.0      278629.103991292883
056ae3     44.0      150449.288524033473
057193     48.0      190677.496029580943
0578df    107.0      514523.577783617191
05841c     88.0      419139.521057426347
058717     57.0      295018.656208291592
058d4f    113.0      448732.872547809617
05919a    113.0      494048.330478847958
059aef     42.0      148121.110325941234
05a80b     69.0      338913.304479963554
05b8cf     96.0      375089.790683393308
05cb4c    121.0      586692.345737396739
05d4b3     47.0      276994.739990980539
05d689     60.0      295115.669368517119
05e378     98.0      300200.528552210890
05f8ac    107.0      307102.465512898460
060227     48.0      160246.274355706526
060394     92.0      485416.996379889897
06069b     61.0      305486.949513908592
060dee     25.0      140818.893788596237
0611d4    103.0      481839.453426466323
0653d5    105.0      602645.043248498463
06564b     91.0      514086.449000131455
068d96    105.0      525498.994931113673
06a681     98.0      560509.975385078928
06a73a    109.0      672423.602980421507
06d33a     54.0      216242.306690575177
06d6f0     66.0      387776.009756850253
06d9ef     35.0      252429.841034452314
06dc43     90.0      550575.189604647225
07100b     88.0      649182.084668031428
071558    105.0      353530.219368971244
072645     61.0      153244.414925477060
072788     76.0      441197.775116806035
073773     98.0      340355.052078773268
073d36     65.0      238585.185709099926
0742cf    120.0      786314.578478373704
075729     23.0       98882.777541506905
075b10     51.0      138341.351747101493
076806    107.0      513364.650221668766
07705f    103.0      533690.283254775219
07751e     64.0      336330.162960504938
07ab3d     91.0      608258.739753370057
07cef7     35.0      119836.069926191776
07cfcd    102.0      611643.374385141302
07d60a     35.0       86779.775959043254
07e9ae     35.0      222450.501218037360
07f98d     46.0      320828.607825206826
0813ea     47.0      223991.789994214487
081731    113.0      393212.807202036318
081e7c     60.0      269629.957539255731
085513    121.0      459341.539993685787
0856ba    106.0      361092.061538313457
085d3a     33.0      228275.040183318022
086fba     72.0      310269.759509352152
087151     71.0      482322.163818471658
088b68     77.0      422548.713658231311
08b882     40.0      233203.031834496680
08bcf5     40.0      176061.147260642407
08be26     59.0      271221.583093049878
08d83b    111.0      713276.050281807198
090d89     50.0      258673.615716144792
091247     34.0       76818.662784306609
093876     47.0      315414.835978173651
0940a9     87.0      663154.435818003723
094700    114.0      670410.062988716410
097a9f    100.0      319895.054299079231
097dca     72.0      417890.465826330532
097f3a     84.0      413013.923300167196
09893d     60.0      343734.578832965344
098d05     84.0      206909.772174349113
098ec2     81.0      476770.567794859177
09a5cf     71.0      300860.464606151741
09a633     28.0      208316.640030261944
09ac01     31.0      127142.775605761533
09bad3     76.0      268813.751953752362
09c1b5    106.0      529457.332702262676
09ca46     31.0       84211.620992686207
09d111     67.0      323807.970429947134
09e851     46.0      197485.080934616621
09ee14     95.0      248432.255990532227
0a01e4     94.0      634115.278020114172
0a4e0b     62.0      411773.041744907794
0a54ee     73.0      474856.877721590979
0a5d4f     41.0      182177.231794480700
0a7816    120.0      778811.934660662664
0a7cd9     57.0      226993.561431436072
0a7d46     85.0      267187.202259936545
0a7fb6     48.0      296706.238005275140
0a8197     25.0       78038.261708455844
0a936f     37.0      177807.506209210987
0aa024     40.0      152472.374812965776
0acfe7     66.0      310452.188465637737
0ad25f     24.0      137866.448846595711
0ae325     56.0      215350.993570510094
0af3a1    113.0      719402.573730317177
0b0ee3     65.0      387383.453972842544
0b123b     51.0      212363.722450196306
0b16f1     89.0      301753.953805373865
0b1850     70.0      122715.682240886672
0b1cc9     24.0      148293.310653218679
0b20d2     48.0      185736.388161866955
0b2c26    108.0      400733.417875060521
0b3629     58.0      157860.940175577503
0b3a98     85.0      273869.528175359184
0b3d85     59.0      315023.276036290103
0b61c9     93.0      323257.391511260765
0b8038     75.0      200725.336295104644
0b9062     27.0       74631.043899082768
0b9752    108.0      225843.220938564831
0b9f84    120.0      568674.703049505828
0bacb2     49.0      296658.609099753026
0bb3c5    104.0      500706.622041987430
0bbdd6     39.0      138696.369922962214
0bc3b5     34.0      170540.136611776048
0bcd10     91.0      365026.565202771570
0bd5ff    100.0      538278.547325660824
0bd986    116.0      519944.732060615672
0be3c2     68.0      367166.613306545594
0be60c     58.0      259470.966697791155
0be7b6     87.0      448946.580997944577
0beec9     85.0      606737.764467329951
0bf57a     98.0      656196.293120520539
0bf9d8     30.0      204600.076166832907
0bfdd9     94.0      645993.736570255831
0c036b     38.0      218583.898957779165
0c04ce     87.0      445072.427652818151
0c0b93     47.0      214294.867910675792
0c1879     43.0      237878.004701395723
0c397e     89.0      363477.896174028399
0c576b     50.0      314062.222915683931
0c8158     55.0      203389.318415484217
0c88f2     98.0      400635.669512323977
0c90e7     94.0      619116.946123225498
0cb227     26.0      121766.854759583846
0cbca6    121.0      260235.731575180078
0cc5a8     81.0      347919.557000943751
0cc80c     62.0      353827.362019960245
0cc85c     65.0      348646.399789578281
0cc8a0     66.0      255960.380049035739
0cdcb2     47.0      151463.978329381993
0ce7a5     77.0      465892.522576959047
0d0346     46.0      292268.459039438283
0d1a4a     48.0      234789.204555084842
0d25ff     44.0      200369.568532150413
0d3263     56.0      242631.084179915051
0d6830    111.0      529309.161543440656
0d8054     53.0      207962.174425716687
0d8cf4     92.0      229849.384705606964
0d9efe     76.0      209905.717324526835
0db587     45.0      186362.098419292102
0db717     23.0      146023.373857803701
0de15c     73.0      309045.526513014862
0de7b2     67.0      255221.274348930077
0de974    117.0      717111.948281850317
0df36f     90.0      439173.063796457951
0df57b     92.0      564354.967203330365
0dfd3a     90.0      558640.989926671726
0e0a74     91.0      246728.454642330733
0e0c57     62.0      220369.620366943243
0e23cb     70.0      450934.344420729904
0e2efb     73.0      374630.378488994262
0e347d     57.0      230302.221087798389
0e52db     68.0      226333.898781084310
0e595b    104.0      342941.334397667204
0e5c84     71.0      342798.226596325811
0e7a75    102.0      503990.918899907672
0e85c9     68.0      418625.993505790655
0e86d5     93.0      487906.752659793245
0eaa4c     61.0      300080.541712061502
0eae12    110.0      772299.955856700893
0eae92     59.0      177693.540066531772
0eb5c2    120.0      527120.245131585631
0eb5de     65.0      222445.616856699984
0edaf5     41.0      148957.993601069378
0ee3b8     64.0      167631.810105743265
0efc7b     81.0      464918.818025388930
0f001c     59.0      347783.020925465098
0f1d46    111.0      531133.128779004095
0f22b4     66.0      229377.075499060884
0f2943     83.0      379538.465549835120
0f3ab6     32.0      229810.570054339012
0f3f20     44.0      260462.329304202867
0f3fc7     66.0      178053.314360670658
0f4795     97.0      223231.817298288253
0f4c9d    109.0      664635.587070529000
0f7226     24.0      138855.512949928729
0f722e     96.0      240680.844768387644
0f7728    111.0      243317.487779810937
0f7f54     56.0      225099.941411262902
0fbc5c     67.0      319806.336735642049
0fdb57     77.0      307118.714270126366
0ff64a     31.0      120706.963935878768
0ff916    118.0      490097.641239960329
100990    116.0      852834.894507844001
10122c     22.0      124728.038959209633
101598     30.0      185770.083400427568
101776     65.0      258164.010748103843
103641     89.0      375327.342752557772
10563e    119.0      753307.686476602335
108d6e     56.0      159405.278831763688
108fa1     68.0      258945.679430061718
109298    113.0      516508.481718340307
109a83     23.0      116012.489071391072
10a96c     95.0      399193.394109064888
10c425    105.0      374173.139568398648
10dd64     37.0      196710.051395109476
10dec8    117.0      376357.246876775287
10e1c0     98.0      744440.113374982146
10f367     42.0      150270.457675621350
10ff0a    106.0      497872.362897057610
11156d    100.0      646552.245630291291
11197e     28.0      105146.082393258475
11241a     37.0      164466.150085285713
114d18     29.0      137632.074415549927
1152ca    118.0      481916.069337058929
1153f7     36.0      176838.426364526327
115587     63.0      325307.923169019632
117697     45.0      214046.361176533042
11831f     79.0      469396.107499509759
1197db     58.0      152830.152156643948
119dca     87.0      449140.744712576387
11a233     85.0      357527.397355060617
11bdee     29.0      150126.134629128181
120180    102.0      417998.449872375990
1206d3     30.0      114274.364244166907
120801    118.0      644351.863053399720
12080c     40.0      220992.723077892326
120bd9     56.0      296896.301939941943
120fd8    104.0      461366.585465805489
122240     22.0      141690.824317475315
122775    107.0      394843.984926539357
123a6b     68.0      419880.320978976961
123d29     42.0      256725.462522713467
124a12     56.0      258130.446149538970
125c0c     59.0      363430.741567575722
12606c     43.0      186605.871512588841
1265e4     24.0       67401.165376722769
1267bf     86.0      267952.233988120686
126928     35.0      258675.673893088591
126b0c     69.0      316802.026753666520
128041     96.0      547009.214718099684
129a4a    110.0      622150.722794043715
129fba    119.0      674056.813707023044
12b398    110.0      553663.247701298096
12b49d     50.0      304352.174053916940
12b54f     81.0      413921.344025393191
12bbbb     59.0      240136.713380668109
12ced0     43.0      290211.603205499821
12d097     25.0      114807.082400307336
12d1e2     48.0      256218.955719484802
12d3da     43.0      225393.409397553216
12e086     69.0      275264.332197795389
12e613    100.0      195689.322952941002
12ef4f    119.0      512176.639578359318
13012b     43.0      163970.558943604032
1307e2     55.0      242415.078786662314
131d89    110.0      287385.835538976244
133708     85.0      347370.819428615447
1339ce     98.0      442450.877720254124
1339d6     36.0      165993.815231194196
1346ef     30.0      168445.842621621152
13485f     84.0      356646.509141975257
135429     55.0      253767.052108308038
13583f     82.0      610328.905407900922
135ddc     90.0      330329.150145492458
136ad3     88.0      276603.141466962639
138a1b    104.0      428747.062707115780
139513     40.0      107078.014866131358
13ac13     34.0      243947.960379928205
13b27c     88.0      312872.759390609106
13c718     88.0      334048.112517299480
13cdbe     46.0      253746.786158379313
13f86f     89.0      536007.038735728478
13fc06    113.0      508213.410454386263
141eb9     84.0      212900.634464581264
1420c8     75.0      283504.880224023946
142672    109.0      572218.129874591366
143c87     59.0      299351.606170659827
144fa8     64.0      113187.058382033443
145608     83.0      423055.449251470855
14699f    120.0      555192.239353225683
147e8c     67.0      236917.358785167191
148154     95.0      494771.705952111282
148ae4     30.0      148230.463659356901
149eda     58.0      303891.477178483910
149f14     92.0      387978.484973100072
14ca6d    115.0      278345.116487474123
14d60d    121.0      525814.623412697576
14e5c6     54.0      362732.179609770130
14f2f8     38.0      174320.885595287342
150b13     85.0      382094.867093927867
151270    117.0      485568.518430610304
152234    110.0      798239.718296241597
153eb5     25.0      114649.903952601468
153edd     30.0      127656.901161616537
155123     81.0      623097.761882227962
155900     47.0      154936.835407307575
157d7c     43.0      234393.066486799653
158364     64.0      356827.085150300292
15856a     96.0      498853.481302295462
159ed3     62.0      232349.757041920268
15a1ac    116.0      887039.284662067075
15ad2c     45.0      176518.451968942245
15c6ec    112.0      231753.875703520665
15d0e6     22.0      112533.675400626831
15ec58     24.0       85729.907517055224
15f12b    105.0      375032.812733471685
1601d7    109.0      609805.478824128397
1602cc     31.0      132377.578665810724
1605b3     67.0      390283.982107181277
160a6f    119.0      388177.613043394871
1613f7     41.0      149563.421856011002
16155a     61.0      371766.331902218517
163a7b     26.0      184030.384670782078
165cc9     56.0      203842.418166249467
167645     58.0      199258.680920370243
