 0.00000e+00  1.70446e-01  1.65593e-01  1.67630e-01  1.66390e-01
 1.00000e-04  1.70852e-01  1.74583e-01  1.78876e-01  1.77172e-01
 2.00000e-04  1.74597e-01  1.72923e-01  1.71172e-01  1.73349e-01
 3.00000e-04  1.71845e-01  1.75756e-01  1.78361e-01  1.75572e-01
 4.00000e-04  1.76492e-01  1.74694e-01  1.72168e-01  1.70855e-01
 5.00000e-04  1.70433e-01  1.68513e-01  1.63799e-01  1.66285e-01
 6.00000e-04  1.68445e-01  1.72113e-01  1.75906e-01  1.72450e-01
 7.00000e-04  1.73848e-01  1.78283e-01  1.75127e-01  1.70633e-01
 8.00000e-04  1.66667e-01  1.62765e-01  1.63301e-01  1.67314e-01
 9.00000e-04  1.67133e-01  1.64703e-01  1.65841e-01  1.62807e-01
 1.00000e-03  1.60493e-01  1.59250e-01  1.62956e-01  1.64262e-01
 1.10000e-03  1.66083e-01  1.61566e-01  1.59776e-01  1.55596e-01
 1.20000e-03  1.55003e-01  1.50032e-01  1.46891e-01  1.51875e-01
 1.30000e-03  1.47577e-01  1.47683e-01  1.45565e-01  1.46882e-01
 1.40000e-03  1.51304e-01  1.48570e-01  1.47199e-01  1.49157e-01
 1.50000e-03  1.50759e-01  1.49190e-01  1.46716e-01  1.44599e-01
 1.60000e-03  1.40022e-01  1.44040e-01  1.44750e-01  1.43474e-01
 1.70000e-03  1.42273e-01  1.44604e-01  1.39705e-01  1.40611e-01
 1.80000e-03  1.37486e-01  1.38510e-01  1.34147e-01  1.36697e-01
 1.90000e-03  1.36268e-01  1.37827e-01  1.35495e-01  1.31135e-01
 2.00000e-03  1.28115e-01  1.31736e-01  1.30074e-01  1.32703e-01
 2.10000e-03  1.33731e-01  1.31156e-01  1.30195e-01  1.30779e-01
 2.20000e-03  1.26699e-01  1.25619e-01  1.21426e-01  1.24973e-01
 2.30000e-03  1.27246e-01  1.26721e-01  1.24416e-01  1.29290e-01
 2.40000e-03  1.25462e-01  1.24802e-01  1.27493e-01  1.24001e-01
 2.50000e-03  1.22573e-01  1.24903e-01  1.29167e-01  1.25333e-01
 2.60000e-03  1.20890e-01  1.25182e-01  1.28479e-01  1.24420e-01
 2.70000e-03  1.29139e-01  1.30117e-01  1.34648e-01  1.37551e-01
 2.80000e-03  1.40239e-01  1.39014e-01  1.38570e-01  1.38454e-01
 2.90000e-03  1.42158e-01  1.41104e-01  1.38379e-01  1.42184e-01
 3.00000e-03  1.38359e-01  1.40697e-01  1.44712e-01  1.40388e-01
 3.10000e-03  1.43198e-01  1.38966e-01  1.35597e-01  1.33195e-01
 3.20000e-03  1.28413e-01  1.28079e-01  1.30881e-01  1.30340e-01
 3.30000e-03  1.30563e-01  1.30056e-01  1.26505e-01  1.24419e-01
 3.40000e-03  1.27283e-01  1.31223e-01  1.34511e-01  1.34233e-01
 3.50000e-03  1.37272e-01  1.33855e-01  1.29620e-01  1.28490e-01
 3.60000e-03  1.31594e-01  1.29787e-01  1.34351e-01  1.38899e-01
