 0.00000e+00  1.15873e+00  1.16148e+00  1.16364e+00  1.16597e+00
 1.00000e-04  1.16532e+00  1.16967e+00  1.16769e+00  1.16871e+00
 2.00000e-04  1.16967e+00  1.17418e+00  1.17317e+00  1.16982e+00
 3.00000e-04  1.16944e+00  1.16868e+00  1.17125e+00  1.16734e+00
 4.00000e-04  1.16267e+00  1.16350e+00  1.16658e+00  1.16584e+00
 5.00000e-04  1.17025e+00  1.17394e+00  1.17508e+00  1.17555e+00
 6.00000e-04  1.17515e+00  1.17469e+00  1.17684e+00  1.17890e+00
 7.00000e-04  1.17879e+00  1.18008e+00  1.17890e+00  1.18268e+00
 8.00000e-04  1.18566e+00  1.18096e+00  1.17642e+00  1.17936e+00
 9.00000e-04  1.18298e+00  1.18097e+00  1.18166e+00  1.18306e+00
 1.00000e-03  1.18413e+00  1.18721e+00  1.18246e+00  1.18285e+00
 1.10000e-03  1.17802e+00  1.18254e+00  1.18713e+00  1.19181e+00
 1.20000e-03  1.19064e+00  1.18610e+00  1.18254e+00  1.18322e+00
 1.30000e-03  1.18125e+00  1.17732e+00  1.18031e+00  1.17637e+00
 1.40000e-03  1.18084e+00  1.18119e+00  1.18258e+00  1.17949e+00
 1.50000e-03  1.18406e+00  1.18662e+00  1.19015e+00  1.18779e+00
 1.60000e-03  1.18407e+00  1.18031e+00  1.17730e+00  1.17499e+00
 1.70000e-03  1.17912e+00  1.17585e+00  1.17196e+00  1.17618e+00
 1.80000e-03  1.17428e+00  1.17748e+00  1.17355e+00  1.16995e+00
 1.90000e-03  1.17434e+00  1.17487e+00  1.17466e+00  1.17744e+00
 2.00000e-03  1.18230e+00  1.17832e+00  1.17404e+00  1.17607e+00
 2.10000e-03  1.17381e+00  1.17643e+00  1.17171e+00  1.17226e+00
 2.20000e-03  1.16909e+00  1.17025e+00  1.16799e+00  1.16836e+00
 2.30000e-03  1.17144e+00  1.17114e+00  1.16783e+00  1.16548e+00
 2.40000e-03  1.16797e+00  1.17279e+00  1.17368e+00  1.17103e+00
 2.50000e-03  1.17070e+00  1.16590e+00  1.16915e+00  1.17261e+00
 2.60000e-03  1.17541e+00  1.17981e+00  1.17796e+00  1.18264e+00
 2.70000e-03  1.17995e+00  1.17512e+00  1.17872e+00  1.18062e+00
 2.80000e-03  1.18398e+00  1.18600e+00  1.18222e+00  1.18361e+00
 2.90000e-03  1.18347e+00  1.17918e+00  1.17688e+00  1.17361e+00
 3.00000e-03  1.17681e+00  1.17258e+00  1.16969e+00  1.17015e+00
 3.10000e-03  1.17230e+00  1.16820e+00  1.16450e+00  1.16599e+00
 3.20000e-03  1.16381e+00  1.16506e+00  1.16670e+00  1.16749e+00
 3.30000e-03  1.16297e+00  1.16053e+00  1.16447e+00  1.16666e+00
 3.40000e-03  1.16458e+00  1.16266e+00  1.16217e+00  1.16275e+00
 3.50000e-03  1.16026e+00  1.15974e+00  1.16129e+00  1.15762e+00
 3.60000e-03  1.15835e+00  1.15838e+00  1.15881e+00  1.15427e+00
 3.70000e-03  1.15758e+00  1.16127e+00  1.16170e+00  1.16257e+00
 3.80000e-03  1.16304e+00  1.16344e+00  1.16805e+00  1.16430e+00
 3.90000e-03  1.16177e+00  1.16077e+00  1.15865e+00  1.16112e+00
 4.00000e-03  1.15882e+00  1.15420e+00  1.15457e+00  1.15439e+00
 4.10000e-03  1.15588e+00  1.15600e+00  1.15580e+00  1.15180e+00
 4.20000e-03  1.14720e+00  1.14489e+00  1.14171e+00  1.13731e+00
 4.30000e-03  1.13435e+00  1.13868e+00  1.13973e+00  1.14030e+00
 4.40000e-03  1.13703e+00  1.13803e+00  1.14011e+00  1.14281e+00
 4.50000e-03  1.14610e+00  1.15071e+00  1.15256e+00  1.15312e+00
 4.60000e-03  1.14867e+00  1.14625e+00  1.14449e+00  1.14697e+00
 4.70000e-03  1.15091e+00  1.14803e+00  1.15090e+00  1.14911e+00
 4.80000e-03  1.15166e+00  1.15607e+00  1.15667e+00  1.15547e+00
 4.90000e-03  1.15698e+00  1.16094e+00  1.15928e+00  1.15780e+00
 5.00000e-03  1.15725e+00  1.15535e+00  1.15537e+00  1.15417e+00
 5.10000e-03  1.15726e+00  1.15287e+00  1.15787e+00  1.15391e+00
 5.20000e-03  1.15064e+00  1.15249e+00  1.15383e+00  1.15430e+00
 5.30000e-03  1.15357e+00  1.15625e+00  1.15140e+00  1.15428e+00
 5.40000e-03  1.15520e+00  1.15219e+00  1.15090e+00  1.14640e+00
 5.50000e-03  1.14324e+00  1.13916e+00  1.14115e+00  1.14236e+00
 5.60000e-03  1.13858e+00  1.13972e+00  1.13956e+00  1.13827e+00
 5.70000e-03  1.13425e+00  1.13256e+00  1.13247e+00  1.13464e+00
 5.80000e-03  1.13007e+00  1.12778e+00  1.12595e+00  1.12534e+00
 5.90000e-03  1.12073e+00  1.11688e+00  1.11598e+00  1.11911e+00
 6.00000e-03  1.12010e+00  1.12417e+00  1.12079e+00  1.11999e+00
 6.10000e-03  1.11924e+00  1.12038e+00  1.12031e+00  1.12194e+00
 6.20000e-03  1.11801e+00  1.11736e+00  1.11769e+00  1.11681e+00
 6.30000e-03  1.11324e+00  1.10930e+00  1.11411e+00  1.11417e+00
 6.40000e-03  1.11621e+00  1.11952e+00  1.12320e+00  1.12207e+00
 6.50000e-03  1.11889e+00  1.11695e+00  1.12169e+00  1.12097e+00
 6.60000e-03  1.11672e+00  1.11232e+00  1.11478e+00  1.11718e+00
 6.70000e-03  1.11428e+00  1.11578e+00  1.11306e+00  1.10857e+00
 6.80000e-03  1.10602e+00  1.10179e+00  1.10255e+00  1.10732e+00
 6.90000e-03  1.10824e+00  1.10961e+00  1.11094e+00  1.11520e+00
 7.00000e-03  1.11649e+00  1.11301e+00  1.11729e+00  1.12137e+00
 7.10000e-03  1.12423e+00  1.11937e+00  1.11579e+00  1.11176e+00
 7.20000e-03  1.11198e+00  1.11428e+00  1.11622e+00  1.11433e+00
 7.30000e-03  1.11501e+00  1.11694e+00  1.11666e+00  1.11691e+00
 7.40000e-03  1.12063e+00  1.12186e+00  1.11983e+00  1.11801e+00
 7.50000e-03  1.11453e+00  1.11198e+00  1.11512e+00  1.11201e+00
 7.60000e-03  1.10761e+00  1.10848e+00  1.11117e+00  1.11238e+00
 7.70000e-03  1.11427e+00  1.10970e+00  1.10833e+00  1.11220e+00
 7.80000e-03  1.10997e+00  1.10645e+00  1.10160e+00  1.10647e+00
 7.90000e-03  1.11017e+00  1.10853e+00  1.11098e+00  1.11237e+00
 8.00000e-03  1.11117e+00  1.10738e+00  1.10812e+00  1.11254e+00
 8.10000e-03  1.11429e+00  1.11688e+00  1.11603e+00  1.11323e+00
 8.20000e-03  1.11249e+00  1.11018e+00  1.10638e+00  1.10327e+00
 8.30000e-03  1.10513e+00  1.10579e+00  1.10996e+00  1.10947e+00
 8.40000e-03  1.10909e+00  1.11211e+00  1.10904e+00  1.10954e+00
 8.50000e-03  1.10823e+00  1.11148e+00  1.10778e+00  1.11021e+00
 8.60000e-03  1.11245e+00  1.11041e+00  1.11115e+00  1.10797e+00
 8.70000e-03  1.10562e+00  1.10800e+00  1.11082e+00  1.11424e+00
 8.80000e-03  1.10967e+00  1.11240e+00  1.11651e+00  1.12131e+00
 8.90000e-03  1.11923e+00  1.11791e+00  1.12038e+00  1.12328e+00
 9.00000e-03  1.12673e+00  1.12345e+00  1.11932e+00  1.12245e+00
 9.10000e-03  1.12627e+00  1.12329e+00  1.12803e+00  1.12658e+00
 9.20000e-03  1.12810e+00  1.12871e+00  1.12786e+00  1.12864e+00
 9.30000e-03  1.12970e+00  1.13267e+00  1.12793e+00  1.12869e+00
 9.40000e-03  1.12691e+00  1.12599e+00  1.12282e+00  1.12029e+00
 9.50000e-03  1.12076e+00  1.12244e+00  1.12067e+00  1.11784e+00
