 0.00000e+00  1.37325e+00  1.37291e+00
 1.00000e-04  1.37420e+00  1.37372e+00
 2.00000e-04  1.37055e+00  1.37350e+00
 3.00000e-04  1.37142e+00  1.37007e+00
 4.00000e-04  1.37452e+00  1.37193e+00
 5.00000e-04  1.37011e+00  1.36673e+00
 6.00000e-04  1.36394e+00  1.36241e+00
 7.00000e-04  1.35792e+00  1.36129e+00
 8.00000e-04  1.35963e+00  1.35684e+00
 9.00000e-04  1.36166e+00  1.35719e+00
 1.00000e-03  1.35977e+00  1.36357e+00
 1.10000e-03  1.36126e+00  1.35934e+00
 1.20000e-03  1.36087e+00  1.35618e+00
 1.30000e-03  1.35324e+00  1.35411e+00
 1.40000e-03  1.35780e+00  1.36275e+00
 1.50000e-03  1.36232e+00  1.36206e+00
 1.60000e-03  1.36567e+00  1.36780e+00
 1.70000e-03  1.36829e+00  1.36383e+00
 1.80000e-03  1.36135e+00  1.36464e+00
 1.90000e-03  1.36719e+00  1.36835e+00
 2.00000e-03  1.37044e+00  1.36943e+00
 2.10000e-03  1.36837e+00  1.36754e+00
 2.20000e-03  1.36847e+00  1.36867e+00
 2.30000e-03  1.36837e+00  1.36357e+00
 2.40000e-03  1.36017e+00  1.35831e+00
 2.50000e-03  1.36102e+00  1.36025e+00
 2.60000e-03  1.35807e+00  1.35328e+00
 2.70000e-03  1.35169e+00  1.35064e+00
 2.80000e-03  1.35568e+00  1.35235e+00
 2.90000e-03  1.35334e+00  1.35084e+00
 3.00000e-03  1.34796e+00  1.34804e+00
 3.10000e-03  1.34396e+00  1.34887e+00
 3.20000e-03  1.34888e+00  1.34959e+00
 3.30000e-03  1.35310e+00  1.35521e+00
 3.40000e-03  1.35644e+00  1.35947e+00
 3.50000e-03  1.35711e+00  1.36185e+00
 3.60000e-03  1.35941e+00  1.36345e+00
 3.70000e-03  1.36143e+00  1.36627e+00
 3.80000e-03  1.36391e+00  1.36007e+00
 3.90000e-03  1.35731e+00  1.35609e+00
 4.00000e-03  1.35576e+00  1.35987e+00
 4.10000e-03  1.35561e+00  1.35756e+00
 4.20000e-03  1.35897e+00  1.35562e+00
 4.30000e-03  1.35184e+00  1.35503e+00
 4.40000e-03  1.35842e+00  1.35833e+00
 4.50000e-03  1.35592e+00  1.36020e+00
 4.60000e-03  1.35841e+00  1.35966e+00
 4.70000e-03  1.36048e+00  1.36359e+00
 4.80000e-03  1.36329e+00  1.36579e+00
 4.90000e-03  1.36712e+00  1.37196e+00
 5.00000e-03  1.37405e+00  1.37534e+00
 5.10000e-03  1.37975e+00  1.37987e+00
 5.20000e-03  1.37922e+00  1.38046e+00
 5.30000e-03  1.38486e+00  1.38533e+00
 5.40000e-03  1.38972e+00  1.38854e+00
 5.50000e-03  1.38472e+00  1.38321e+00
 5.60000e-03  1.38280e+00  1.38122e+00
 5.70000e-03  1.38315e+00  1.37872e+00
 5.80000e-03  1.37779e+00  1.38021e+00
 5.90000e-03  1.38150e+00  1.38590e+00
 6.00000e-03  1.38295e+00  1.38686e+00
 6.10000e-03  1.38959e+00  1.38946e+00
 6.20000e-03  1.39370e+00  1.39474e+00
 6.30000e-03  1.39086e+00  1.39097e+00
 6.40000e-03  1.39606e+00  1.40039e+00
 6.50000e-03  1.39841e+00  1.40024e+00
 6.60000e-03  1.39737e+00  1.39463e+00
 6.70000e-03  1.39178e+00  1.39545e+00
 6.80000e-03  1.39563e+00  1.39990e+00
 6.90000e-03  1.40297e+00  1.40054e+00
 7.00000e-03  1.39950e+00  1.39931e+00
 7.10000e-03  1.40080e+00  1.40242e+00
 7.20000e-03  1.39876e+00  1.39607e+00
 7.30000e-03  1.39696e+00  1.39437e+00
 7.40000e-03  1.39088e+00  1.39532e+00
 7.50000e-03  1.39931e+00  1.40263e+00
 7.60000e-03  1.40593e+00  1.40176e+00
 7.70000e-03  1.40293e+00  1.39861e+00
 7.80000e-03  1.39737e+00  1.39983e+00
 7.90000e-03  1.39986e+00  1.40176e+00
 8.00000e-03  1.40378e+00  1.40066e+00
 8.10000e-03  1.40028e+00  1.39977e+00
 8.20000e-03  1.40200e+00  1.39824e+00
 8.30000e-03  1.39797e+00  1.39786e+00
 8.40000e-03  1.40094e+00  1.39853e+00
 8.50000e-03  1.39385e+00  1.38960e+00
 8.60000e-03  1.38831e+00  1.38981e+00
 8.70000e-03  1.39385e+00  1.38892e+00
 8.80000e-03  1.38833e+00  1.38335e+00
 8.90000e-03  1.38664e+00  1.38766e+00
 9.00000e-03  1.38659e+00  1.38296e+00
 9.10000e-03  1.38471e+00  1.38853e+00
 9.20000e-03  1.38487e+00  1.38670e+00
 9.30000e-03  1.39028e+00  1.38900e+00
 9.40000e-03  1.38790e+00  1.38358e+00
 9.50000e-03  1.38767e+00  1.38998e+00
 9.60000e-03  1.39275e+00  1.38983e+00
 9.70000e-03  1.39436e+00  1.39526e+00
 9.80000e-03  1.39510e+00  1.39797e+00
 9.90000e-03  1.40052e+00  1.39847e+00
 1.00000e-02  1.39401e+00  1.39260e+00
 1.01000e-02  1.39677e+00  1.39460e+00
 1.02000e-02  1.39821e+00  1.39640e+00
 1.03000e-02  1.39154e+00  1.39021e+00
 1.04000e-02  1.39489e+00  1.39100e+00
 1.05000e-02  1.39414e+00  1.39014e+00
 1.06000e-02  1.38537e+00  1.38938e+00
 1.07000e-02  1.38613e+00  1.38348e+00
 1.08000e-02  1.38240e+00  1.38459e+00
 1.09000e-02  1.38767e+00  1.39131e+00
