 0.00000e+00  1.04632e+00  1.04577e+00  1.04948e+00  1.04661e+00  1.04892e+00
 1.00000e-04  1.04405e+00  1.04395e+00  1.04884e+00  1.05194e+00  1.05103e+00
 2.00000e-04  1.05228e+00  1.05336e+00  1.05605e+00  1.05497e+00  1.05701e+00
 3.00000e-04  1.06167e+00  1.06406e+00  1.06729e+00  1.06515e+00  1.06207e+00
 4.00000e-04  1.06606e+00  1.06830e+00  1.07067e+00  1.06678e+00  1.06529e+00
 5.00000e-04  1.06543e+00  1.06641e+00  1.07063e+00  1.06914e+00  1.06811e+00
 6.00000e-04  1.06827e+00  1.06678e+00  1.07107e+00  1.06904e+00  1.06863e+00
 7.00000e-04  1.06963e+00  1.07055e+00  1.07523e+00  1.07289e+00  1.07625e+00
 8.00000e-04  1.07227e+00  1.07561e+00  1.07587e+00  1.08075e+00  1.07590e+00
 9.00000e-04  1.07494e+00  1.07066e+00  1.07182e+00  1.07591e+00  1.08075e+00
 1.00000e-03  1.07656e+00  1.07910e+00  1.08223e+00  1.08681e+00  1.09180e+00
 1.10000e-03  1.09417e+00  1.09138e+00  1.09014e+00  1.08585e+00  1.08470e+00
 1.20000e-03  1.08862e+00  1.08662e+00  1.08637e+00  1.08716e+00  1.08992e+00
 1.30000e-03  1.08557e+00  1.08941e+00  1.09052e+00  1.08856e+00  1.08386e+00
 1.40000e-03  1.07998e+00  1.08167e+00  1.07928e+00  1.07899e+00  1.07582e+00
 1.50000e-03  1.07681e+00  1.07347e+00  1.07538e+00  1.07170e+00  1.07447e+00
 1.60000e-03  1.07436e+00  1.07042e+00  1.07297e+00  1.07506e+00  1.07372e+00
 1.70000e-03  1.06902e+00  1.06535e+00  1.06441e+00  1.06781e+00  1.06902e+00
 1.80000e-03  1.06597e+00  1.06165e+00  1.05711e+00  1.05920e+00  1.05879e+00
 1.90000e-03  1.05992e+00  1.05561e+00  1.05679e+00  1.06155e+00  1.05834e+00
 2.00000e-03  1.05535e+00  1.05298e+00  1.05017e+00  1.04539e+00  1.04385e+00
 2.10000e-03  1.04760e+00  1.04973e+00  1.04866e+00  1.04366e+00  1.04756e+00
 2.20000e-03  1.05239e+00  1.05064e+00  1.05478e+00  1.05008e+00  1.05301e+00
 2.30000e-03  1.05045e+00  1.04719e+00  1.04762e+00  1.05163e+00  1.05160e+00
 2.40000e-03  1.05422e+00  1.05067e+00  1.05365e+00  1.05300e+00  1.04861e+00
 2.50000e-03  1.05044e+00  1.04589e+00  1.04541e+00  1.04582e+00  1.04181e+00
 2.60000e-03  1.04584e+00  1.04753e+00  1.04562e+00  1.04698e+00  1.04265e+00
 2.70000e-03  1.04034e+00  1.03790e+00  1.03946e+00  1.04239e+00  1.04263e+00
 2.80000e-03  1.04024e+00  1.03785e+00  1.03852e+00  1.04215e+00  1.03821e+00
 2.90000e-03  1.04195e+00  1.04168e+00  1.04444e+00  1.04078e+00  1.03733e+00
 3.00000e-03  1.03891e+00  1.03559e+00  1.03554e+00  1.03132e+00  1.03297e+00
 3.10000e-03  1.03258e+00  1.02913e+00  1.02890e+00  1.03376e+00  1.03540e+00
 3.20000e-03  1.03366e+00  1.03358e+00  1.03776e+00  1.04107e+00  1.03992e+00
