 0.00000e+00  2.35963e-01  2.35197e-01  2.39503e-01  2.38546e-01  2.43026e-01  2.47268e-01
 1.00000e-04  2.49024e-01  2.51782e-01  2.50197e-01  2.46271e-01  2.43586e-01  2.46835e-01
 2.00000e-04  2.50720e-01  2.49484e-01  2.45704e-01  2.49927e-01  2.45769e-01  2.43165e-01
 3.00000e-04  2.44904e-01  2.45660e-01  2.50516e-01  2.52707e-01  2.50924e-01  2.46364e-01
 4.00000e-04  2.49507e-01  2.52511e-01  2.52665e-01  2.56398e-01  2.59852e-01  2.57413e-01
 5.00000e-04  2.58181e-01  2.53871e-01  2.53352e-01  2.57710e-01  2.54336e-01  2.52884e-01
 6.00000e-04  2.54851e-01  2.55599e-01  2.57883e-01  2.55891e-01  2.54121e-01  2.58251e-01
 7.00000e-04  2.61053e-01  2.64216e-01  2.66565e-01  2.67485e-01  2.69584e-01  2.67228e-01
 8.00000e-04  2.72302e-01  2.67813e-01  2.72310e-01  2.74997e-01  2.74113e-01  2.72969e-01
 9.00000e-04  2.77945e-01  2.75691e-01  2.71692e-01  2.69327e-01  2.69594e-01  2.72019e-01
 1.00000e-03  2.69982e-01  2.74285e-01  2.74967e-01  2.77223e-01  2.74695e-01  2.73306e-01
 1.10000e-03  2.75605e-01  2.78215e-01  2.82122e-01  2.81465e-01  2.81630e-01  2.86532e-01
 1.20000e-03  2.88002e-01  2.87218e-01  2.91348e-01  2.89736e-01  2.86961e-01  2.87084e-01
 1.30000e-03  2.84814e-01  2.81505e-01  2.78519e-01  2.75764e-01  2.78791e-01  2.80039e-01
 1.40000e-03  2.82412e-01  2.84428e-01  2.84168e-01  2.82287e-01  2.80080e-01  2.77827e-01
 1.50000e-03  2.81595e-01  2.80281e-01  2.80283e-01  2.77606e-01  2.73916e-01  2.73955e-01
 1.60000e-03  2.73774e-01  2.68929e-01  2.70908e-01  2.72451e-01  2.75530e-01  2.77254e-01
 1.70000e-03  2.77908e-01  2.76910e-01  2.75422e-01  2.71254e-01  2.74457e-01  2.72509e-01
 1.80000e-03  2.72631e-01  2.75760e-01  2.73935e-01  2.73138e-01  2.72428e-01  2.75532e-01
 1.90000e-03  2.70822e-01  2.68885e-01  2.72625e-01  2.73617e-01  2.72627e-01  2.70037e-01
 2.00000e-03  2.67420e-01  2.65120e-01  2.64083e-01  2.67779e-01  2.69171e-01  2.67545e-01
 2.10000e-03  2.66008e-01  2.68190e-01  2.68538e-01  2.63985e-01  2.62581e-01  2.62768e-01
 2.20000e-03  2.64091e-01  2.68999e-01  2.64852e-01  2.61804e-01  2.57097e-01  2.55824e-01
 2.30000e-03  2.57643e-01  2.55725e-01  2.53418e-01  2.52346e-01  2.47891e-01  2.50205e-01
 2.40000e-03  2.49725e-01  2.51155e-01  2.54928e-01  2.51907e-01  2.52611e-01  2.52076e-01
 2.50000e-03  2.54147e-01  2.56288e-01  2.60616e-01  2.61686e-01  2.57621e-01  2.62452e-01
 2.60000e-03  2.60333e-01  2.64825e-01  2.62390e-01  2.58057e-01  2.62964e-01  2.67841e-01
 2.70000e-03  2.68337e-01  2.67307e-01  2.63736e-01  2.64425e-01  2.61895e-01  2.63349e-01
 2.80000e-03  2.65801e-01  2.66377e-01  2.68187e-01  2.63755e-01  2.64320e-01  2.67652e-01
 2.90000e-03  2.72468e-01  2.72035e-01  2.67797e-01  2.63367e-01  2.58955e-01  2.63657e-01
 3.00000e-03  2.63015e-01  2.60655e-01  2.57123e-01  2.53640e-01  2.55637e-01  2.52215e-01
 3.10000e-03  2.51571e-01  2.55803e-01  2.53295e-01  2.49150e-01  2.51979e-01  2.54012e-01
 3.20000e-03  2.57673e-01  2.56886e-01  2.58459e-01  2.56565e-01  2.57326e-01  2.52391e-01
 3.30000e-03  2.51448e-01  2.48917e-01  2.45708e-01  2.42831e-01  2.40610e-01  2.37911e-01
 3.40000e-03  2.39751e-01  2.44201e-01  2.43498e-01  2.48023e-01  2.48098e-01  2.47001e-01
 3.50000e-03  2.44167e-01  2.47662e-01  2.51200e-01  2.48908e-01  2.51308e-01  2.51582e-01
 3.60000e-03  2.47988e-01  2.51640e-01  2.55116e-01  2.58906e-01  2.54450e-01  2.57812e-01
 3.70000e-03  2.60549e-01  2.60101e-01  2.60856e-01  2.59525e-01  2.63374e-01  2.59852e-01
 3.80000e-03  2.62777e-01  2.62264e-01  2.58500e-01  2.57913e-01  2.54576e-01  2.58536e-01
 3.90000e-03  2.61913e-01  2.58223e-01  2.57409e-01  2.61063e-01  2.61844e-01  2.64886e-01
 4.00000e-03  2.64822e-01  2.62710e-01  2.65701e-01  2.62685e-01  2.65866e-01  2.70011e-01
 4.10000e-03  2.65242e-01  2.66198e-01  2.68244e-01  2.65667e-01  2.61564e-01  2.56614e-01
 4.20000e-03  2.61518e-01  2.57100e-01  2.58939e-01  2.62998e-01  2.64266e-01  2.61665e-01
 4.30000e-03  2.61312e-01  2.62363e-01  2.66614e-01  2.64535e-01  2.66520e-01  2.66835e-01
 4.40000e-03  2.65479e-01  2.68846e-01  2.66717e-01  2.70637e-01  2.73552e-01  2.68819e-01
 4.50000e-03  2.67609e-01  2.63572e-01  2.68521e-01  2.69117e-01  2.65018e-01  2.64153e-01
 4.60000e-03  2.59932e-01  2.57283e-01  2.61933e-01  2.66485e-01  2.70766e-01  2.73501e-01
 4.70000e-03  2.71986e-01  2.67935e-01  2.66944e-01  2.62616e-01  2.65057e-01  2.65225e-01
 4.80000e-03  2.61055e-01  2.64726e-01  2.62885e-01  2.63883e-01  2.59246e-01  2.59316e-01
 4.90000e-03  2.64119e-01  2.60708e-01  2.63956e-01  2.60245e-01  2.60185e-01  2.61136e-01
 5.00000e-03  2.59944e-01  2.60020e-01  2.64077e-01  2.60952e-01  2.64247e-01  2.68239e-01
 5.10000e-03  2.63685e-01  2.66096e-01  2.66156e-01  2.69885e-01  2.70162e-01  2.73868e-01
 5.20000e-03  2.72489e-01  2.69263e-01  2.67889e-01  2.66259e-01  2.63089e-01  2.67710e-01
 5.30000e-03  2.69625e-01  2.73766e-01  2.76229e-01  2.80156e-01  2.82722e-01  2.86059e-01
 5.40000e-03  2.88505e-01  2.84006e-01  2.87071e-01  2.83475e-01  2.79844e-01  2.84147e-01
 5.50000e-03  2.87541e-01  2.85043e-01  2.81335e-01  2.77450e-01  2.80198e-01  2.75524e-01
 5.60000e-03  2.74924e-01  2.77886e-01  2.78572e-01  2.74148e-01  2.73843e-01  2.75175e-01
 5.70000e-03  2.76975e-01  2.77214e-01  2.72615e-01  2.73972e-01  2.75102e-01  2.76547e-01
 5.80000e-03  2.81504e-01  2.78199e-01  2.73359e-01  2.77844e-01  2.74415e-01  2.72317e-01
 5.90000e-03  2.76594e-01  2.79517e-01  2.80657e-01  2.76254e-01  2.72912e-01  2.71061e-01
 6.00000e-03  2.70614e-01  2.74478e-01  2.77373e-01  2.78949e-01  2.77756e-01  2.74721e-01
 6.10000e-03  2.78172e-01  2.73591e-01  2.71831e-01  2.69703e-01  2.68550e-01  2.65105e-01
 6.20000e-03  2.68580e-01  2.69621e-01  2.68158e-01  2.71956e-01  2.76391e-01  2.78250e-01
 6.30000e-03  2.75469e-01  2.77789e-01  2.81062e-01  2.84468e-01  2.80075e-01  2.83563e-01
 6.40000e-03  2.86115e-01  2.83669e-01  2.80183e-01  2.77972e-01  2.82309e-01  2.78870e-01
 6.50000e-03  2.77933e-01  2.73269e-01  2.69437e-01  2.71179e-01  2.71484e-01  2.71105e-01
 6.60000e-03  2.74513e-01  2.70648e-01  2.74389e-01  2.72691e-01  2.67768e-01  2.66319e-01
