#y2 y1 y3 time
0.3283 0.1945 0.4083 0.01
0.6088 0.3811 0.7875 0.02
0.8939 0.6273 0.9923 0.03
1.249 0.849 1.2259 0.04
1.4027 1.0407 1.1632 0.05
1.5073 1.1118 1.1398 0.06
1.6261 1.2656 0.841 0.07
1.3486 1.443 0.4685 0.08
1.354 1.5418 0.1651 0.09
1.3796 1.8387 -0.1439 0.1
1.0362 1.8501 -0.3448 0.11
1.0293 1.7339 -0.43 0.12
0.7603 1.9016 -0.4435 0.13
0.544 2.1916 -0.2078 0.14
0.3726 2.2203 0.0736 0.15
0.2744 2.1586 0.4028 0.16
0.2191 2.1847 0.8482 0.17
0.2044 2.0422 1.2849 0.18
0.244 1.8658 1.5335 0.19
0.3451 2.1311 1.8844 0.2
0.5106 1.9823 1.9429 0.21
0.8153 1.6856 1.7683 0.22
1.053 1.614 1.6732 0.23
1.3159 1.4736 1.25 0.24
1.4747 1.5824 0.942 0.25
1.9229 1.3013 0.7083 0.26
2.2387 1.2741 0.397 0.27
2.2536 1.0253 0.1644 0.28
2.3765 0.9477 0.102 0.29
2.7216 0.7747 0.159 0.3
2.6577 0.749 0.3919 0.31
2.6989 0.6081 0.7511 0.32
2.4379 0.4661 1.0687 0.33
2.1708 0.3117 1.4643 0.34
2.2081 0.2098 1.9555 0.35
1.7737 0.0937 2.0173 0.36
1.6934 -0.0168 2.1365 0.37
1.3735 -0.1211 2.2227 0.38
0.9842 -0.2026 2.149 0.39
0.8254 -0.2668 1.9825 0.4
0.6465 -0.3428 1.6288 0.41
0.5266 -0.3682 1.0444 0.42
0.5143 -0.4128 0.8738 0.43
0.4493 -0.4661 0.5268 0.44
0.4941 -0.4882 0.362 0.45
0.6899 -0.4314 0.2997 0.46
0.7997 -0.428 0.4095 0.47
0.974 -0.4344 0.5375 0.48
1.2768 -0.3634 0.9598 0.49
1.3774 -0.3642 1.2325 0.5
1.6881 -0.2559 1.7827 0.51
1.9214 -0.2361 1.9763 0.52
1.8111 -0.1568 2.1144 0.53
1.9232 -0.0941 2.0701 0.54
2.1239 -0.0126 2.0736 0.55
1.8889 0.0615 1.7701 0.56
1.8261 0.1354 1.7313 0.57
1.7852 0.2186 1.309 0.58
1.516 0.2902 0.8798 0.59
1.2074 0.3643 0.4932 0.6
0.957 0.4585 0.2425 0.61
0.5716 0.5241 0.086 0.62
0.2973 0.5272 0.0643 0.63
0.0102 0.5752 0.1586 0.64
-0.238 0.6527 0.3702 0.65
-0.3617 0.7566 0.7637 0.66
-0.4708 0.7907 1.0986 0.67
-0.5277 0.7365 1.3039 0.68
-0.612 0.7947 1.7881 0.69
-0.4446 0.8178 1.7465 0.7
-0.3474 0.8488 1.8018 0.71
-0.2088 0.8133 1.5645 0.72
0.0131 0.7818 1.3123 0.73
0.2139 0.6772 1.09 0.74
0.4614 0.6867 0.6511 0.75
0.615 0.6752 0.2694 0.76
0.8146 0.6308 -0.0628 0.77
0.9719 0.5173 -0.3376 0.78
1.0062 0.5338 -0.4032 0.79
1.1378 0.4391 -0.4417 0.8
0.9678 0.4044 -0.2955 0.81
0.8688 0.4079 -0.0161 0.82
0.7318 0.3217 0.3043 0.83
0.4824 0.3384 0.5913 0.84
0.2991 0.2686 0.9568 0.85
0.0206 0.2406 1.1696 0.86
-0.2521 0.233 1.3403 0.87
-0.5069 0.2385 1.2861 0.88
-0.6821 0.2243 1.0165 0.89
-0.8796 0.27 0.7575 0.9
-1.0155 0.2467 0.3851 0.91
-0.9505 0.3082 0.0142 0.92
-0.9582 0.3733 -0.3642 0.93
-0.9111 0.3568 -0.7329 0.94
-0.787 0.438 -0.8142 0.95
-0.4668 0.4916 -0.9289 0.96
-0.2632 0.6226 -0.8773 0.97
0.0016 0.7564 -0.7 0.98
0.2567 0.8712 -0.404 0.99
0.6114 0.8823 -0.0695 1.0
0.7603 0.938 0.2901 1.01
1.0726 1.0487 0.5551 1.02
1.2192 1.398 0.7137 1.03
1.3694 1.4046 0.8929 1.04
1.4672 1.4937 0.7837 1.05
1.3547 1.7092 0.5607 1.06
1.335 1.877 0.2615 1.07
1.198 1.7474 -0.0895 1.08
0.9074 2.1457 -0.442 1.09
0.6914 2.2807 -0.7862 1.1
0.5713 2.2419 -1.1197 1.11
0.317 2.249 -1.2247 1.12
0.1212 2.319 -1.2736 1.13
-0.0355 2.4514 -1.116 1.14
-0.1461 2.7584 -0.8095 1.15
-0.1776 2.567 -0.4726 1.16
-0.1761 2.6636 -0.1541 1.17
-0.0997 2.6703 0.228 1.18
0.028 2.791 0.4534 1.19
0.2388 2.7731 0.6947 1.2
0.4127 2.7359 0.7887 1.21
0.6754 2.359 0.5878 1.22
1.0997 2.6097 0.458 1.23
1.3798 2.4041 0.1072 1.24
1.5313 2.2819 -0.2203 1.25
1.9652 2.2607 -0.6327 1.26
1.8307 2.0065 -0.8586 1.27
2.0024 2.1057 -1.1388 1.28
2.3533 1.8306 -1.2903 1.29
2.3103 1.695 -1.1017 1.3
2.2267 1.5091 -0.8595 1.31
2.1088 1.3179 -0.5575 1.32
1.6379 1.0724 -0.2387 1.33
1.496 0.8648 0.1802 1.34
1.2713 0.7289 0.5055 1.35
1.1582 0.5617 0.7789 1.36
0.8456 0.3643 1.0797 1.37
0.6372 0.1974 0.9763 1.38
0.4659 0.0207 0.8262 1.39
0.2987 -0.1345 0.642 1.4
0.2312 -0.2778 0.3303 1.41
0.1913 -0.4036 0.0199 1.42
0.2446 -0.5312 -0.2727 1.43
0.3574 -0.7361 -0.5059 1.44
0.4981 -0.714 -0.6826 1.45
0.6576 -0.8956 -0.7206 1.46
0.9552 -0.8858 -0.5699 1.47
1.1947 -0.9477 -0.3325 1.48
1.2866 -1.0492 0.0461 1.49
1.4009 -0.9406 0.4765 1.5
1.5411 -1.0373 0.8593 1.51
1.7464 -0.9049 1.2781 1.52
1.8798 -0.886 1.3373 1.53
1.6489 -0.9496 1.4722 1.54
1.6472 -0.7619 1.4981 1.55
1.525 -0.6555 1.4274 1.56
1.2014 -0.6205 1.1773 1.57
0.9408 -0.4646 0.9638 1.58
0.7223 -0.3647 0.5952 1.59
0.4522 -0.2127 0.2662 1.6
0.1091 -0.0743 0.0532 1.61
