#y1 time y3 y4 y2
-0.5831 0.01 0.4887 0.5244 0.7274
0.9484 0.02 0.8983 0.9832 1.2203
-0.8156 0.03 1.2102 1.3393 1.1039
0.5384 0.04 1.1699 1.5036 0.5399
0.4173 0.05 1.373 1.1988 -0.1034
-0.5626 0.06 1.1258 1.1317 -0.5421
1.2333 0.07 0.9659 0.7121 -0.4805
-0.518 0.08 0.6226 0.3243 0.0735
0.5014 0.09 0.2644 0.1017 0.8315
0.7208 0.1 -0.0135 -0.0109 1.496
-0.543 0.11 -0.1801 0.081 1.6741
1.5 0.12 -0.2093 0.3645 1.3678
-0.1709 0.13 -0.0882 0.7809 0.8979
0.5186 0.14 0.1651 1.3913 0.2152
1.095 0.15 0.5191 1.6831 -0.0706
-0.4225 0.16 1.0287 2.3777 0.1512
1.5781 0.17 1.3893 2.6589 0.7937
0.1877 0.18 1.7784 2.3136 1.4751
0.4745 0.19 2.1021 2.1933 2.0586
1.5028 0.2 2.2898 2.2281 1.8804
-0.2831 0.21 2.1949 1.8484 1.7468
1.4458 0.22 2.0703 1.2312 0.9352
0.5685 0.23 1.6882 0.9334 0.3572
0.3856 0.24 1.5574 0.844 0.2074
1.813 0.25 1.0994 0.9584 0.4979
-0.0853 0.26 0.8739 1.0089 1.1935
1.6259 0.27 0.6621 1.5599 1.8618
0.9369 0.28 0.604 1.8416 2.2307
0.3712 0.29 0.725 2.3041 1.9786
1.9092 0.3 0.8211 2.5557 1.3932
0.1282 0.31 1.1795 3.1276 0.7326
1.4926 0.32 1.6102 2.7787 0.249
1.2071 0.33 2.1826 2.8842 0.1888
0.3552 0.34 2.4546 2.4853 0.5994
2.3067 0.35 2.8171 1.8477 1.331
0.366 0.36 2.658 1.4646 1.955
1.4483 0.37 2.9809 1.1264 2.1086
1.5234 0.38 2.6038 0.8355 1.5432
0.3726 0.39 2.5258 0.828 0.8892
2.2544 0.4 2.2132 0.9978 0.2488
0.6005 0.41 1.585 1.1512 -0.1368
1.3999 0.42 1.3266 1.5937 -0.0357
2.0739 0.43 1.1524 2.0128 0.44
0.3804 0.44 0.8981 2.4983 1.0716
2.0854 0.45 0.9487 2.2355 1.646
0.9498 0.46 1.1086 2.1565 1.5996
1.2241 0.47 1.427 2.3251 1.0438
2.2109 0.48 1.8531 1.8483 0.3048
0.4358 0.49 1.942 1.3073 -0.3672
2.2576 0.5 2.6057 0.6868 -0.5851
1.1493 0.51 2.9077 0.2449 -0.3313
1.1874 0.52 2.7448 -0.0387 0.2281
2.3447 0.53 2.7918 -0.1253 0.7708
0.6019 0.54 2.908 -0.0389 1.18
2.1418 0.55 2.6817 0.2131 0.9971
1.4916 0.56 2.1887 0.5202 0.369
1.0459 0.57 1.7525 0.8949 -0.422
2.3888 0.58 1.2258 1.2536 -1.0032
0.7453 0.59 1.0369 1.4028 -1.1355
1.9688 0.6 0.7635 1.1453 -0.6562
1.7634 0.61 0.6497 0.8498 0.0147
0.8779 0.62 0.8297 0.4652 0.6021
2.5798 0.63 1.0343 -0.042 0.7942
0.8228 0.64 1.3052 -0.5604 0.4358
1.864 0.65 1.7129 -0.926 -0.2726
2.0941 0.66 1.9198 -1.4055 -1.0161
0.8826 0.67 2.4233 -1.4346 -1.2844
2.5591 0.68 2.6146 -1.3682 -1.2637
1.0875 0.69 2.4791 -1.0358 -0.7102
1.6925 0.7 2.4271 -0.6514 -0.0149
2.2183 0.71 2.0034 -0.3325 0.5101
0.7977 0.72 1.6475 -0.0588 0.513
2.6067 0.73 1.1172 0.0702 0.072
1.1312 0.74 0.667 0.0146 -0.6545
1.4592 0.75 0.3299 -0.2496 -1.2629
2.5486 0.76 0.0775 -0.6838 -1.376
0.6828 0.77 -0.0325 -1.0902 -1.1989
2.5811 0.78 0.0135 -1.6546 -0.4539
1.3353 0.79 0.1822 -1.8308 0.2395
1.2592 0.8 0.4425 -2.0879 0.6202
2.3503 0.81 0.851 -2.2783 0.5635
0.6731 0.82 1.1086 -2.0129 0.0068
2.3485 0.83 1.2514 -1.9685 -0.7122
1.6444 0.84 1.3804 -1.4769 -1.1426
1.111 0.85 1.4636 -1.2018 -1.0935
2.7652 0.86 1.3709 -0.7442 -0.631
0.8309 0.87 0.9839 -0.6253 0.0609
2.0244 0.88 0.7035 -0.558 0.7208
1.7803 0.89 0.2107 -0.7977 1.0819
0.8946 0.9 -0.2277 -1.1339 0.8289
2.9316 0.91 -0.5619 -1.6363 0.2115
0.8612 0.92 -0.7968 -2.1947 -0.3997
1.8785 0.93 -0.9687 -2.4351 -0.6802
1.8573 0.94 -1.0585 -2.5926 -0.5637
0.8591 0.95 -0.9203 -2.622 0.0465
2.7968 0.96 -0.6131 -2.1377 0.8444
0.8314 0.97 -0.2466 -2.086 1.4114
1.8209 0.98 0.0543 -1.6342 1.4646
2.0012 0.99 0.3158 -1.0993 1.1981
0.6156 1.0 0.4613 -0.6513 0.5881
2.7214 1.01 0.4751 -0.455 0.004
1.077 1.02 0.3902 -0.4353 -0.1652
1.4279 1.03 0.1258 -0.4906 0.1886
2.1453 1.04 -0.2564 -0.8212 0.851
0.4906 1.05 -0.6102 -1.1584 1.7872
2.1843 1.06 -1.1199 -1.6838 2.2697
1.0305 1.07 -1.4264 -1.9052 1.9785
1.1565 1.08 -1.7952 -1.95 1.4913
2.385 1.09 -1.7655 -1.8528 0.8777
0.433 1.1 -1.8703 -1.811 0.4206
2.2539 1.11 -1.8401 -1.2825 0.4775
1.1662 1.12 -1.5051 -0.916 0.9516
0.852 1.13 -1.2942 -0.3587 1.5041
2.1526 1.14 -0.9144 0.0395 2.2314
0.4045 1.15 -0.5252 0.3356 2.5845
1.9736 1.16 -0.3502 0.4303 2.406
1.4332 1.17 -0.2703 0.2762 1.6983
0.5642 1.18 -0.3795 0.0247 1.1496
2.1173 1.19 -0.5106 -0.3384 0.7365
0.3369 1.2 -0.8752 -0.6621 0.8923
1.6435 1.21 -1.4057 -1.0041 1.5691
1.6185 1.22 -1.5692 -1.0955 2.0465
0.328 1.23 -2.037 -1.1741 2.5168
1.9579 1.24 -2.4501 -0.8678 2.7216
0.4103 1.25 -2.6075 -0.4218 2.1903
1.1445 1.26 -2.3359 0.0388 1.5437
1.6626 1.27 -2.4085 0.5924 1.0016
0.1064 1.28 -2.1856 0.95 0.7516
2.0907 1.29 -1.8718 1.1471 1.1546
0.4589 1.3 -1.3524 1.3663 1.6736
0.9576 1.31 -1.0041 1.1554 2.505
1.5002 1.32 -0.8282 0.862 2.9648
-0.0589 1.33 -0.6929 0.5412 2.6962
1.8099 1.34 -0.6016 0.1511 2.031
0.5562 1.35 -0.8975 -0.1682 1.2909
0.5786 1.36 -1.0462 -0.3167 0.8231
1.8034 1.37 -1.4529 -0.3332 0.6156
-0.1989 1.38 -1.9334 -0.1023 1.0109
1.4517 1.39 -2.0449 0.2558 1.512
0.6349 1.4 -2.6878 0.7523 2.0808
0.2203 1.41 -2.5021 1.3128 2.3001
1.7129 1.42 -2.6838 1.5429 1.9824
-0.256 1.43 -2.5165 1.877 1.3333
1.1538 1.44 -2.1519 1.7312 0.7875
0.6759 1.45 -1.9045 1.8781 0.271
-0.0562 1.46 -1.4629 1.2802 0.2996
1.5125 1.47 -1.0387 1.024 0.7145
-0.318 1.48 -0.6848 0.5408 1.5299
0.9344 1.49 -0.5024 0.2174 1.8672
0.7593 1.5 -0.4449 0.0032 1.9045
-0.3229 1.51 -0.6472 -0.0203 1.5567
1.4557 1.52 -0.7617 0.151 0.6485
-0.301 1.53 -1.1242 0.4389 0.0227
0.6576 1.54 -1.4121 0.8836 -0.2741
0.9096 1.55 -1.7562 1.3072 -0.1212
