0 0 0.94800
0 100 0.99800
0 10 0.94850
0 20 0.95000
0 30 0.95250
0 40 0.95600
0 50 0.96050
0 60 0.96600
0 70 0.97250
0 80 0.98000
0 90 0.98850
100 0 0.95800
100 100 1.00800
100 10 0.95850
100 20 0.96000
100 30 0.96250
100 40 0.96600
100 50 0.97050
100 60 0.97600
100 70 0.98250
100 80 0.99000
100 90 0.99850
10 0 0.94900
10 100 0.99900
10 10 0.94950
10 20 0.95100
10 30 0.95350
10 40 0.95700
10 50 0.96150
10 60 0.96700
10 70 0.97350
10 80 0.98100
10 90 0.98950
20 0 0.95000
20 100 1.00000
20 10 0.95050
20 20 0.95200
20 30 0.95450
20 40 0.95800
20 50 0.96250
20 60 0.96800
20 70 0.97450
20 80 0.98200
20 90 0.99050
30 0 0.95100
30 100 1.00100
30 10 0.95150
30 20 0.95300
30 30 0.95550
30 40 0.95900
30 50 0.96350
30 60 0.96900
30 70 0.97550
30 80 0.98300
30 90 0.99150
40 0 0.95200
40 100 1.00200
40 10 0.95250
40 20 0.95400
40 30 0.95650
40 40 0.96000
40 50 0.96450
40 60 0.97000
40 70 0.97650
40 80 0.98400
40 90 0.99250
50 0 0.95300
50 100 1.00300
50 10 0.95350
50 20 0.95500
50 30 0.95750
50 40 0.96100
50 50 0.96550
50 60 0.97100
50 70 0.97750
50 80 0.98500
50 90 0.99350
60 0 0.95400
60 100 1.00400
60 10 0.95450
60 20 0.95600
60 30 0.95850
60 40 0.96200
60 50 0.96650
60 60 0.97200
60 70 0.97850
60 80 0.98600
60 90 0.99450
70 0 0.95500
70 100 1.00500
70 10 0.95550
70 20 0.95700
70 30 0.95950
70 40 0.96300
70 50 0.96750
70 60 0.97300
70 70 0.97950
70 80 0.98700
70 90 0.99550
80 0 0.95600
80 100 1.00600
80 10 0.95650
80 20 0.95800
80 30 0.96050
80 40 0.96400
80 50 0.96850
80 60 0.97400
80 70 0.98050
80 80 0.98800
80 90 0.99650
90 0 0.95700
90 100 1.00700
90 10 0.95750
90 20 0.95900
90 30 0.96150
90 40 0.96500
90 50 0.96950
90 60 0.97500
90 70 0.98150
90 80 0.98900
90 90 0.99750
