#time y2 y1
0.01 0.5349 0.2285
0.02 0.9728 0.4512
0.03 1.5296 0.698
0.04 1.5801 0.7973
0.05 1.9689 0.9826
0.06 1.9341 1.0805
0.07 1.5496 1.1466
0.08 1.4168 1.3183
0.09 1.1228 1.2504
0.1 0.6245 1.3396
0.11 0.2549 1.2508
0.12 -0.1382 1.1197
0.13 -0.396 0.978
0.14 -0.6012 0.8427
0.15 -0.7537 0.6756
0.16 -0.7504 0.4863
0.17 -0.6629 0.339
0.18 -0.5477 0.165
0.19 -0.3458 0.0188
0.2 -0.1383 -0.1024
0.21 0.0227 -0.193
0.22 0.1163 -0.254
0.23 0.1715 -0.2404
0.24 0.1223 -0.2011
0.25 0.01 -0.1682
0.26 -0.1547 -0.0505
0.27 -0.3484 0.083
0.28 -0.4683 0.259
0.29 -0.6354 0.4797
0.3 -0.6423 0.697
0.31 -0.624 0.8578
0.32 -0.4827 1.15
0.33 -0.1964 1.2517
0.34 0.124 1.664
0.35 0.5339 1.5448
0.36 1.0035 1.6969
0.37 1.3401 2.1976
0.38 1.8358 2.1096
0.39 2.1068 2.243
0.4 2.0441 2.3224
0.41 2.0328 2.128
0.42 1.9388 1.9688
0.43 1.6672 1.8978
0.44 1.213 1.6577
0.45 0.7108 1.82
0.46 0.1738 1.3653
0.47 -0.3275 1.2496
0.48 -0.8382 1.2463
0.49 -1.2502 1.0141
0.5 -1.4436 0.7473
0.51 -1.3958 0.7047
0.52 -1.3752 0.5279
0.53 -1.187 0.4196
0.54 -0.8275 0.4214
0.55 -0.5013 0.4025
0.56 -0.08 0.3967
0.57 0.3032 0.5058
0.58 0.7761 0.5716
0.59 0.9139 0.6684
0.6 1.2415 0.9329
0.61 1.1881 0.9441
0.62 1.2251 1.2418
0.63 1.1718 1.4442
0.64 0.9994 1.6096
0.65 0.8593 1.9035
0.66 0.6947 2.0246
0.67 0.5025 2.1198
0.68 0.441 2.4809
0.69 0.4335 2.5603
0.7 0.5899 2.6308
0.71 0.7215 2.5082
0.72 0.8254 2.3644
0.73 1.1234 2.4675
0.74 1.2449 2.3089
0.75 1.2642 2.0762
0.76 1.4535 1.8319
0.77 1.3771 1.5669
0.78 1.0738 1.4929
0.79 0.8936 1.3405
0.8 0.5634 1.1048
0.81 0.132 0.9819
0.82 -0.2944 0.6891
0.83 -0.62 0.5856
0.84 -1.0049 0.4485
0.85 -1.1239 0.3775
0.86 -1.4037 0.3062
0.87 -1.2961 0.3019
0.88 -0.9794 0.2888
0.89 -0.6858 0.3771
0.9 -0.1619 0.4837
0.91 0.3486 0.6384
0.92 0.9151 0.6852
0.93 1.2998 0.8426
0.94 1.8389 1.1979
0.95 2.3457 1.3243
0.96 2.294 1.5065
0.97 2.464 1.7468
0.98 2.1486 1.9472
0.99 2.1571 2.0528
1.0 1.9396 1.8731
1.01 1.377 2.0768
1.02 1.0094 2.0139
1.03 0.5893 2.162
1.04 0.2719 2.0573
1.05 0.0196 1.8885
1.06 -0.1403 1.8193
1.07 -0.1864 1.5443
1.08 -0.1157 1.1943
1.09 0.0038 1.1373
1.1 0.1684 0.8044
1.11 0.3736 0.6029
1.12 0.5495 0.4046
1.13 0.6326 0.2326
1.14 0.6517 0.0637
1.15 0.6616 -0.0873
1.16 0.5783 -0.2109
1.17 0.4642 -0.2516
1.18 0.2818 -0.3109
1.19 0.1199 -0.3027
1.2 -0.0298 -0.2934
1.21 -0.1059 -0.202
1.22 -0.1085 -0.0908
1.23 -0.0117 0.0447
1.24 0.1816 0.2159
1.25 0.4761 0.3667
1.26 0.9557 0.5139
1.27 1.3571 0.7052
1.28 1.7702 0.8938
1.29 2.0342 1.0796
1.3 2.2883 1.1863
1.31 2.41 1.1663
1.32 2.8303 1.3782
1.33 2.3396 1.3243
1.34 2.4002 1.2211
1.35 1.838 1.272
1.36 1.3388 1.1361
1.37 0.9644 1.1187
1.38 0.3595 0.8557
1.39 -0.1346 0.7524
1.4 -0.6002 0.4913
1.41 -0.8911 0.2982
1.42 -0.8961 0.1007
1.43 -1.0071 -0.1093
1.44 -0.8724 -0.3423
1.45 -0.5883 -0.4732
1.46 -0.1877 -0.6082
1.47 0.2239 -0.8439
1.48 0.6808 -0.8958
1.49 1.1256 -0.9308
1.5 1.466 -0.8847
1.51 1.5196 -0.9225
1.52 1.6391 -0.8688
1.53 1.8876 -0.7555
1.54 1.7863 -0.6132
1.55 1.6057 -0.4332
1.56 1.3176 -0.2242
1.57 1.1254 -0.0526
1.58 1.0327 0.1342
1.59 0.8738 0.2971
1.6 0.917 0.5088
1.61 0.9994 0.7153
1.62 0.9601 0.7014
1.63 1.1447 0.9414
1.64 1.4444 0.9289
1.65 1.4654 1.0161
1.66 1.8345 0.9316
1.67 1.9902 0.8988
1.68 1.8846 0.7321
1.69 1.7433 0.6029
1.7 1.5435 0.5409
1.71 1.0663 0.3049
1.72 0.6984 0.1286
1.73 0.2803 -0.06
1.74 -0.1261 -0.2826
1.75 -0.5247 -0.4697
1.76 -0.7868 -0.6147
1.77 -0.8669 -0.7672
1.78 -0.8264 -0.951
1.79 -0.6713 -0.9414
1.8 -0.4366 -0.9785
1.81 -0.0153 -1.0193
1.82 0.4753 -0.9903
1.83 1.0596 -0.856
1.84 1.5201 -0.855
1.85 2.1678 -0.6517
1.86 2.5626 -0.477
1.87 2.9032 -0.2723
1.88 2.8354 -0.0818
1.89 2.7852 0.1341
1.9 2.6927 0.3025
1.91 2.0971 0.5243
1.92 1.9641 0.7308
1.93 1.6387 0.7984
1.94 1.0507 1.0493
1.95 0.652 1.1015
1.96 0.4496 1.2391
1.97 0.2516 1.2368
1.98 0.1323 1.0809
1.99 0.1489 1.1473
2.0 0.2318 1.0279
2.01 0.3933 0.8111
2.02 0.5549 0.7834
2.03 0.7504 0.5173
2.04 0.9864 0.4148
2.05 0.9312 0.213
2.06 0.9356 0.0469
2.07 0.843 -0.1177
2.08 0.8408 -0.2541
2.09 0.5848 -0.339
2.1 0.4675 -0.4207
2.11 0.2716 -0.4566
2.12 0.1381 -0.4618
2.13 0.1115 -0.4545
2.14 0.1603 -0.3841
2.15 0.3052 -0.2941
2.16 0.5692 -0.1399
2.17 1.0207 0.0321
2.18 1.4411 0.2379
2.19 1.7707 0.4277
2.2 2.2558 0.6851
2.21 2.5541 0.8693
2.22 2.9137 1.1786
2.23 3.0375 1.1857
2.24 2.6945 1.3758
2.25 2.8451 1.6399
2.26 2.0745 1.6319
2.27 1.803 1.8959
2.28 1.2503 2.0814
2.29 0.7943 1.8031
2.3 0.2349 1.8402
2.31 -0.226 1.9907
2.32 -0.5292 1.5567
2.33 -0.8462 1.6504
2.34 -0.8766 1.5026
2.35 -0.8301 1.3046
2.36 -0.5603 1.0694
2.37 -0.2042 0.8356
2.38 0.1748 0.7214
2.39 0.561 0.6638
2.4 0.9832 0.4897
2.41 1.2715 0.3588
2.42 1.4754 0.3224
2.43 1.7026 0.306
2.44 2.0166 0.3311
2.45 1.7391 0.3418
2.46 1.6265 0.4596
2.47 1.4889 0.62
2.48 1.4439 0.8062
2.49 1.2703 0.9858
2.5 0.9833 1.1414
2.51 1.0104 1.3452
2.52 1.0849 1.5294
2.53 1.0997 1.6415
2.54 1.2503 1.8908
2.55 1.3969 1.9957
2.56 1.672 2.2327
2.57 1.781 2.7128
2.58 1.7762 2.6504
2.59 1.7397 2.5286
2.6 1.878 2.5997
2.61 1.4319 2.8409
2.62 1.3224 2.5717
2.63 0.8757 2.3596
2.64 0.4556 2.2973
2.65 0.0522 2.3869
2.66 -0.3111 1.9308
2.67 -0.6248 1.6831
2.68 -0.8343 1.5097
2.69 -0.8376 1.3831
2.7 -0.7977 1.3698
2.71 -0.5663 1.1629
2.72 -0.2171 0.9451
2.73 0.2674 0.9241
2.74 0.7648 0.9194
2.75 1.2755 0.918
2.76 1.7069 0.7965
2.77 2.1064 0.8617
2.78 2.3655 1.0791
2.79 2.9362 1.1793
2.8 2.506 1.3657
2.81 2.406 1.3643
2.82 2.2034 1.6621
2.83 2.1444 1.8121
2.84 1.7223 2.029
2.85 1.0946 2.452
2.86 0.7534 2.4183
2.87 0.4647 2.3546
2.88 0.219 2.8836
2.89 0.0802 2.9585
2.9 0.0491 2.9959
2.91 0.1018 2.6178
2.92 0.2151 2.6225
2.93 0.4168 2.9284
2.94 0.6185 2.5939
2.95 0.7599 2.6726
2.96 0.8772 2.4082
2.97 0.7793 2.0751
2.98 0.7641 1.8501
2.99 0.6932 1.6472
3.0 0.5322 1.4118
3.01 0.334 1.483
3.02 0.1594 1.2807
3.03 0.0234 1.1077
3.04 -0.0594 0.9486
3.05 -0.0481 0.7253
3.06 0.0619 0.6918
3.07 0.2596 0.6849
3.08 0.6184 0.7941
3.09 1.0167 0.7828
3.1 1.2999 0.8791
3.11 1.956 1.0476
3.12 1.9949 1.1982
3.13 2.2746 1.2641
3.14 2.6607 1.5903
3.15 2.4731 1.6691
3.16 2.5727 1.9072
3.17 2.0479 1.9899
3.18 1.896 2.2336
3.19 1.4228 2.1436
3.2 0.8204 2.3912
3.21 0.2479 2.4202
3.22 -0.2718 2.255
3.23 -0.6214 2.205
3.24 -0.9327 2.1569
3.25 -1.1532 2.1781
3.26 -1.1305 2.1999
3.27 -0.8788 1.9772
3.28 -0.6405 1.588
3.29 -0.2635 1.3568
3.3 0.1352 1.1425
3.31 0.5676 0.898
3.32 0.8998 0.6847
3.33 1.164 0.5676
3.34 1.4834 0.3426
3.35 1.5453 0.1836
3.36 1.632 0.0552
3.37 1.525 -0.0324
3.38 1.2726 -0.0868
3.39 1.0817 -0.0953
3.4 1.0047 -0.0698
3.41 0.7133 -0.0153
3.42 0.6182 0.0838
3.43 0.6757 0.1996
3.44 0.6597 0.3787
3.45 0.9038 0.5049
3.46 1.0642 0.6624
3.47 1.0965 0.8743
3.48 1.3023 1.032
3.49 1.4143 1.0888
3.5 1.4433 1.1353
3.51 1.4346 1.4203
3.52 1.2988 1.3237
3.53 1.1397 1.3479
3.54 0.7747 1.4554
3.55 0.3262 1.2552
3.56 -0.1391 1.1413
3.57 -0.5212 1.1734
3.58 -0.9622 1.0178
3.59 -1.0639 0.6985
3.6 -1.3836 0.4841
3.61 -1.2926 0.316
3.62 -1.0739 0.0614
3.63 -0.7189 -0.1684
3.64 -0.3659 -0.3972
3.65 0.1311 -0.6303
3.66 0.7091 -0.7041
3.67 1.2354 -0.8638
3.68 1.7241 -0.9724
3.69 1.9024 -1.0946
3.7 2.2027 -1.1055
3.71 2.5035 -1.0463
3.72 2.2916 -0.9608
3.73 2.1213 -0.91
3.74 1.694 -0.7521
3.75 1.3573 -0.622
3.76 0.901 -0.5225
3.77 0.5253 -0.3433
3.78 0.1431 -0.1708
3.79 -0.1365 -0.0144
3.8 -0.3043 0.14
3.81 -0.4247 0.2709
3.82 -0.4037 0.413
3.83 -0.2563 0.5172
3.84 -0.1361 0.5106
3.85 0.0437 0.5006
3.86 0.2071 0.4906
3.87 0.3406 0.4093
3.88 0.3798 0.3204
3.89 0.3555 0.1979
3.9 0.261 0.0164
3.91 0.14 -0.1785
3.92 -0.0565 -0.3881
3.93 -0.2666 -0.5366
3.94 -0.4188 -0.8591
3.95 -0.5491 -1.0705
3.96 -0.5572 -1.2908
3.97 -0.5402 -1.4864
3.98 -0.3025 -1.4558
3.99 -0.0574 -1.5457
4.0 0.3239 -1.7865
4.01 0.748 -1.7003
4.02 1.2162 -1.6521
4.03 1.5136 -1.7362
4.04 1.8111 -1.5117
4.05 2.1054 -1.4101
4.06 2.0495 -1.335
4.07 1.9355 -1.0801
4.08 2.0253 -0.8366
4.09 1.4739 -0.6739
4.1 1.0347 -0.4966
4.11 0.4643 -0.3706
4.12 -0.0721 -0.1695
4.13 -0.632 -0.0344
4.14 -0.9759 0.0869
4.15 -1.445 0.156
4.16 -1.6468 0.2033
4.17 -1.6357 0.2333
4.18 -1.4266 0.1737
4.19 -1.265 0.1285
4.2 -1.0229 0.0187
4.21 -0.6349 -0.1152
4.22 -0.1755 -0.2989
4.23 0.2085 -0.4118
4.24 0.5062 -0.6084
4.25 0.7495 -0.8624
4.26 0.8809 -0.9668
4.27 0.948 -1.2505
4.28 0.917 -1.4611
4.29 0.7732 -1.3437
4.3 0.6138 -1.5228
4.31 0.3991 -1.6999
4.32 0.2188 -1.6888
4.33 0.121 -1.6111
4.34 0.0681 -1.4814
4.35 0.1028 -1.3689
4.36 0.1937 -1.3372
4.37 0.3235 -1.2678
4.38 0.552 -1.0419
4.39 0.7403 -0.9069
4.4 0.8694 -0.5725
4.41 0.8732 -0.4418
4.42 0.9709 -0.2141
4.43 0.7482 -0.005
4.44 0.5787 0.1794
4.45 0.2925 0.2948
4.46 -0.1129 0.4026
4.47 -0.5587 0.4782
4.48 -0.9488 0.5448
4.49 -1.296 0.6177
4.5 -1.687 0.4848
4.51 -2.064 0.4307
4.52 -2.0604 0.3721
4.53 -1.9516 0.2096
4.54 -1.7049 0.0612
4.55 -1.0725 -0.1204
4.56 -0.6623 -0.2759
4.57 -0.1544 -0.496
4.58 0.3461 -0.697
4.59 0.9306 -0.7552
4.6 1.3165 -0.9563
4.61 1.593 -0.9402
4.62 1.5581 -0.9926
4.63 1.6602 -1.0887
4.64 1.4361 -1.0848
4.65 1.2045 -1.0079
4.66 0.9814 -1.0044
4.67 0.525 -0.8635
4.68 0.059 -0.6576
4.69 -0.3555 -0.5411
4.7 -0.6395 -0.3737
4.71 -0.9422 -0.133
4.72 -1.0597 0.0895
4.73 -1.0209 0.3246
4.74 -0.9761 0.5395
4.75 -0.8289 0.7426
4.76 -0.6324 0.8585
4.77 -0.4991 1.0897
4.78 -0.3144 1.1069
4.79 -0.2503 1.1371
4.8 -0.2294 1.1009
4.81 -0.2777 1.1604
4.82 -0.409 1.1142
4.83 -0.6604 0.9089
4.84 -0.7961 0.8912
4.85 -0.9342 0.7998
4.86 -1.1839 0.5947
4.87 -1.319 0.3527
4.88 -1.0905 0.1774
4.89 -0.9939 0.0105
4.9 -0.7884 -0.1428
4.91 -0.5223 -0.2802
4.92 -0.0984 -0.4629
4.93 0.3403 -0.4845
4.94 0.8085 -0.5473
4.95 1.0057 -0.5742
4.96 1.4034 -0.5866
4.97 1.4688 -0.5598
4.98 1.4736 -0.4317
4.99 1.3067 -0.3015
5.0 0.9634 -0.1493
5.01 0.5843 0.0297
5.02 0.0701 0.2386
5.03 -0.4484 0.4158
5.04 -1.1135 0.6001
5.05 -1.553 0.8985
5.06 -1.8838 1.086
5.07 -1.971 1.0605
5.08 -2.1054 1.3997
5.09 -2.0455 1.5294
5.1 -1.9885 1.4824
5.11 -1.6809 1.3877
5.12 -1.3834 1.3458
5.13 -1.0055 1.3856
5.14 -0.6338 1.2206
5.15 -0.225 1.2546
5.16 0.0549 1.1092
